sexo,edad,escol,Tam_loc,wvs_agg_acceptance_of_state_surveillance,wvs_agg_authoritarian_governance_tolerance,wvs_agg_autocracy_support,wvs_agg_basic_needs_deprivation,wvs_agg_child_qualities_autonomy_self_expression,wvs_agg_child_qualities_conformity_tradition,wvs_agg_child_qualities_prosocial_diligence,wvs_agg_civic_dishonesty_tolerance,wvs_agg_confidence_in_civil_society_organizations,wvs_agg_confidence_in_domestic_institutions,wvs_agg_confidence_in_international_organizations,wvs_agg_crime_victimization,wvs_agg_democratic_system_evaluation,wvs_agg_democratic_values_importance,wvs_agg_economic_ideology,wvs_agg_electoral_integrity,wvs_agg_existential_threat_worry,wvs_agg_familial_duty_obligations,wvs_agg_female_income_threat_to_marriage,wvs_agg_freedom_security_tradeoff_perception,wvs_agg_gender_role_traditionalism,wvs_agg_immigrant_origin_status,wvs_agg_importance_of_life_domains,wvs_agg_institutional_threat_perception,wvs_agg_international_organization_knowledge,wvs_agg_job_scarcity_gender_discrimination,wvs_agg_job_scarcity_nativist_preference,wvs_agg_life_autonomy_morality_permissiveness,wvs_agg_multilevel_place_attachment,wvs_agg_neighborhood_disorder_and_crime,wvs_agg_offline_political_participation,wvs_agg_online_political_participation,wvs_agg_outgroup_trust,wvs_agg_perceived_corruption,wvs_agg_perceived_negative_effects_of_immigration,wvs_agg_perceived_positive_effects_of_immigration,wvs_agg_political_information_sources,wvs_agg_postmaterialist_values,wvs_agg_precautionary_security_behaviors,wvs_agg_religion_versus_secularism_orientation,wvs_agg_religious_belief,wvs_agg_religious_exclusivism,wvs_agg_religious_practice_and_self_identification,wvs_agg_science_skepticism,wvs_agg_science_technology_optimism,wvs_agg_sexual_and_reproductive_morality_permissiveness,wvs_agg_social_intolerance_deviant_behavior,wvs_agg_social_intolerance_outgroups,wvs_agg_societal_change_attitudes,wvs_agg_socioeconomic_insecurity_worry,wvs_agg_subjective_wellbeing,wvs_agg_violence_tolerance,wvs_agg_voluntary_association_active_membership,wvs_agg_voluntary_association_belonging,wvs_agg_voting_participation,wvs_agg_work_ethic
1.0,45-54,3.0,4.0,4.0,1.0,8.5,1.0,1.0,7.75,4.0,1.0,5.999999999999999,8.673684210526314,10.0,1.0,7.0,6.799999999999999,3.25,9.612068965517242,1.0,1.0,10.0,10.0,7.0,1.0,4.6,7.0,4.0,10.0,1.0,1.0,1.0,2.8000000000000003,6.625,1.0,6.25,2.125,10.0,4.375,7.75,10.0,7.0,10.0,1.0,7.0,6.076923076923077,6.0,3.333333333333334,1.0,1.0,10.0,10.0,1.0,3.571428571428571,1.0,1.0,1.0,1.0,1.0
2.0,25-34,3.0,4.0,8.0,1.0,8.0,1.0,10.0,3.25,4.0,3.1599999999999997,4.0,8.010526315789473,8.5,1.0,4.0,9.8,2.75,4.137931034482758,7.0,1.0,10.0,10.0,7.0,10.0,4.6,8.5,4.0,10.0,1.0,1.0,1.0,3.4,6.625,5.5,5.5,1.0,7.75,2.125,7.75,4.0,4.0,1.0,5.4,,6.538461538461538,1.0,4.666666666666667,6.6,1.0,10.0,1.0,7.0,5.775510204081634,1.0,1.75,2.5,1.0,7.000000000000001
1.0,35-44,3.0,4.0,5.5,1.0,10.0,1.0,4.0,7.75,4.0,2.6799999999999997,4.0,6.684210526315789,6.5,1.0,7.0,10.0,7.0,6.4532019704433505,10.0,10.0,10.0,1.0,8.5,10.0,10.0,8.5,4.0,10.0,10.0,4.0,8.2,7.6000000000000005,6.625,1.0,2.5,1.0,5.5,1.0,7.75,7.0,7.0,5.5,4.6,7.0,2.3846153846153846,3.0,9.0,5.4,1.0,10.0,10.0,1.0,8.346938775510205,1.0,1.0,3.25,1.0,7.000000000000001
2.0,65+,3.0,4.0,,3.0,10.0,1.0,4.0,7.75,4.0,2.4400000000000004,4.0,6.463157894736841,7.375,1.0,4.0,9.0,4.75,5.9655172413793105,10.0,1.0,10.0,1.0,6.25,5.5,8.2,10.0,4.0,10.0,1.0,1.0,6.3999999999999995,4.0,5.5,3.25,7.0,2.125,8.875,1.0,6.625,7.0,7.0,10.0,5.0,7.0,1.4615384615384615,7.0,9.333333333333334,4.8,1.0,10.0,10.0,7.0,7.244897959183675,1.0,1.0,2.5,1.0,1.0
2.0,35-44,3.0,4.0,1.0,1.0,10.0,1.0,4.0,5.5,7.0,1.0,9.0,6.242105263157894,9.625,10.0,4.0,8.0,7.0,7.517241379310345,1.0,5.5,1.0,10.0,7.0,10.0,8.2,10.0,1.0,10.0,1.0,8.0,8.2,7.0,1.0,1.0,6.25,2.125,7.75,2.125,5.5,7.0,7.0,10.0,5.0,7.0,4.230769230769231,2.0,7.666666666666667,7.0,1.0,10.0,1.0,2.5,6.142857142857143,1.3103448275862069,2.5,2.5,1.0,3.999999999999999
2.0,55-64,2.0,4.0,1.0,2.0,8.5,1.0,7.0,3.25,4.0,1.0,7.0,7.126315789473683,7.75,1.0,4.0,8.6,5.75,5.344827586206896,4.0,1.0,1.0,1.0,6.25,10.0,6.3999999999999995,10.0,1.0,10.0,10.0,4.0,1.0,4.6000000000000005,1.0,1.0,7.75,2.125,10.0,3.25,5.5,7.0,7.0,10.0,4.6,5.5,2.8461538461538463,1.0,8.666666666666666,5.2,10.0,10.0,10.0,2.5,6.142857142857143,1.0,1.75,1.75,1.0,1.0
1.0,25-34,3.0,4.0,7.0,3.0,8.0,1.0,4.0,3.25,7.0,1.24,7.0,8.010526315789473,10.0,10.0,7.0,8.6,4.75,7.586206896551725,1.0,5.5,10.0,10.0,6.25,1.0,10.0,10.0,4.0,10.0,1.0,4.0,6.3999999999999995,5.199999999999999,3.25,3.25,5.999999999999999,4.375,10.0,5.5,8.875,7.0,4.0,10.0,4.2,5.5,2.3846153846153846,5.5,9.333333333333334,7.2,1.0,10.0,10.0,1.0,5.408163265306123,1.0,1.0,1.75,1.0,1.0
2.0,25-34,3.0,4.0,8.0,3.0,10.0,1.0,4.0,3.25,7.0,2.2,4.0,9.115789473684211,6.571428571428571,1.0,4.0,9.2,5.5,6.586206896551723,4.0,5.5,10.0,5.5,7.0,5.5,6.3999999999999995,10.0,4.0,10.0,1.0,4.0,1.0,5.8,3.25,1.0,7.75,1.0,10.0,3.25,7.75,7.0,7.0,10.0,3.8,7.0,5.846153846153846,5.5,7.666666666666667,5.4,1.0,10.0,10.0,1.0,2.8367346938775513,1.9310344827586206,1.0,1.0,5.5,2.500000000000001
1.0,65+,3.0,4.0,10.0,1.0,10.0,1.0,7.0,3.25,7.0,3.1599999999999997,1.0,6.021052631578946,5.5,1.0,4.0,5.6,5.5,4.724137931034482,1.0,1.0,10.0,1.0,6.25,10.0,10.0,7.0,4.0,10.0,1.0,1.0,10.0,7.6000000000000005,3.25,3.25,10.0,2.125,10.0,5.5,8.875,7.0,4.0,10.0,5.0,7.0,3.3076923076923075,5.5,10.0,2.8,1.0,10.0,10.0,5.5,7.612244897959184,1.0,1.0,1.0,1.0,1.0
1.0,25-34,3.0,4.0,10.0,1.0,10.0,1.0,7.0,3.25,4.0,2.2,1.0,5.357894736842105,4.0,1.0,7.0,9.2,6.5,6.275862068965517,5.999999999999999,1.0,1.0,5.5,7.0,10.0,8.2,10.0,1.0,10.0,10.0,2.3333333333333335,6.3999999999999995,7.0,6.625,1.0,7.75,2.125,4.375,1.0,7.75,7.0,7.0,10.0,2.2,7.0,7.923076923076923,2.0,10.0,6.4,1.0,10.0,1.0,10.0,6.510204081632653,1.3103448275862069,1.0,1.75,1.0,3.999999999999999
