country,ALB,AUS,BGD,BGR,BIH,BLR,BRA,CHE,CHL,CHN,COL,DEU,DOM,ESP,HUN,IND,LTU,LVA,MDA,MEX,MKD,MNE,NGA,NOR,PAK,POL,PRI,ROU,RUS,SRB,SVK,SVN,TWN,UKR,URY,USA,VEN,ZAF
COL,0.14908528558494755,0.11403731233536465,0.2148622381252542,0.1459673419321776,0.1758782420398643,0.26617967491104716,0.15763894453321856,0.18816354789244685,0.11689899897779023,0.11036243982745886,0.0,0.2269997155076422,0.13036379816369612,0.22774581562386428,0.25348652064825083,0.1642613129377443,0.10860924374138156,0.19898542261369506,0.15142553020408417,0.11580428166950925,0.08482628077988363,0.11430128516972182,0.25777970257763044,0.07144688999308753,0.38649534807322455,0.1672945263903212,0.0851622189589733,0.12813389061792116,0.19602190170720532,0.1913996865429019,0.18138426739683444,0.1934577171793262,0.2272573850094984,0.14205497564550937,0.0655611559107545,0.08762886063019423,0.14011922888135409,0.17461319431663536
DEU,0.33061533235812457,0.18074159614605573,0.3857644405000362,0.2272353654059763,0.36953645453987743,0.29164108061954364,0.3530592224004279,0.14160633271279996,0.2835487232354391,0.2819461575044887,0.2269997155076422,0.0,0.3382298972206434,0.10950312754707024,0.09559579882981971,0.34456339983574163,0.28276001000692236,0.3790717913436709,0.18455963852291485,0.31307284024426535,0.23502415909547705,0.2617153197623872,0.38866267698913076,0.2204141436445583,0.4216464535768776,0.10887685785179609,0.2304866097430614,0.23372969988998524,0.20701722240801484,0.1245850998372251,0.2236153967854211,0.10492483468729971,0.20055588200018926,0.2965127824948996,0.2051687272540045,0.2559429509650505,0.299825324659037,0.32941169597594366
DOM,0.09257383988269427,0.20261485232971652,0.2173181170416326,0.22682065401956641,0.11264413821629897,0.3377897905912682,0.12715231318960052,0.2815278084620126,0.15385102830217554,0.14658178828976529,0.13036379816369612,0.3382298972206434,0.0,0.3390681219979491,0.36081359584995426,0.1513409117722293,0.12933535448335676,0.15023784141031132,0.23627114996869875,0.0988099281438174,0.1568201779551099,0.1301518127771764,0.2723654230697897,0.15136495389806154,0.4335628464022446,0.2695869808746601,0.14459965921301468,0.2098233505020459,0.2844998055977483,0.2978300060179103,0.2575407097766892,0.3047359826326729,0.3196699748015676,0.16175154005664308,0.15187064577619747,0.1296668010863154,0.1467579785922466,0.20067713133992973
ESP,0.33670149176254033,0.20031064255097636,0.353716572163238,0.24868309793667223,0.34871212515569455,0.25608280979996695,0.3481201829607457,0.1488968319012634,0.2710603726029004,0.2799333552086348,0.22774581562386428,0.10950312754707024,0.3390681219979491,0.0,0.08830041429789443,0.33325571942357857,0.273370290159786,0.35623109367732503,0.1522370252801832,0.3039677687250707,0.2373789835964731,0.24948074589983574,0.3575399901339934,0.2313144593916477,0.40595506307482476,0.1408914682998828,0.22616053368597167,0.18495727778962703,0.18626871360779115,0.08948678606068958,0.21223997126936409,0.12987304499374497,0.11906202437094039,0.27272325259587055,0.21692068188387176,0.2809914504067179,0.28197608470928054,0.2874137180133866
HUN,0.3553269351967431,0.2004145979113513,0.40064193046380436,0.26392258537080066,0.3722435846359237,0.3007513209241339,0.371763634769955,0.13774405458925665,0.3005531856600354,0.297152379902586,0.25348652064825083,0.09559579882981971,0.36081359584995426,0.08830041429789443,0.0,0.35133091286084595,0.29736364171139007,0.3880735547413301,0.1734073541717959,0.32313415859309774,0.26167439682787114,0.26810945494437105,0.40330387709949755,0.25368448510076647,0.4414196595542141,0.15031353740522085,0.24621902969545037,0.23821752795471024,0.21784507846671916,0.10791096841982926,0.2468056581223954,0.15208867639243176,0.17947070495524103,0.2871311139439225,0.23287563682932452,0.29196226672580955,0.3012887251960603,0.33130366825538304
IND,0.14159223384294756,0.19338030130765949,0.18453138471168506,0.23117753498213095,0.19030245419630348,0.3118189447702473,0.07122704299918896,0.30532208271112604,0.17509810978720755,0.1037581462024672,0.1642613129377443,0.34456339983574163,0.1513409117722293,0.33325571942357857,0.35133091286084595,0.0,0.15531061661993195,0.15612669890545164,0.2529594450343952,0.11653317897755623,0.13986561799211977,0.1949136871521366,0.24377557415306692,0.15382470607966578,0.4215902338801793,0.26239842105545974,0.13145651345283224,0.19498985590323512,0.2782024670177499,0.3045292710635301,0.24182249923662524,0.2950870431455427,0.31052299146485235,0.18326108111673817,0.17055395170774065,0.15181435988257183,0.08530485028357337,0.18421938984515387
LTU,0.11213482902888537,0.17181264552487943,0.16834754528339926,0.1503230817526274,0.13137675763980722,0.24149331786443168,0.17539791075382327,0.20913357235718105,0.09379826385676635,0.09802713144994168,0.10860924374138156,0.28276001000692236,0.12933535448335676,0.273370290159786,0.29736364171139007,0.15531061661993195,0.0,0.13983860775973295,0.15564082794523204,0.08408748823142936,0.15025589793614447,0.1317630156486707,0.2037390146086147,0.1080200427845764,0.3322260015085664,0.20245812190351176,0.10711280569283871,0.1349308586761069,0.1809151017866403,0.2338979097304556,0.16555081318723838,0.23765947736919812,0.2386147875540131,0.10560806351763566,0.12960356750228372,0.14861561178835514,0.11560017028756195,0.12274126415197208
LVA,0.14670151609935994,0.2675985971228313,0.13583709732429564,0.23951358638354228,0.14808559296663554,0.27817516257040426,0.17034271490218042,0.3171593242788288,0.15918760938531665,0.16969525819954773,0.19898542261369506,0.3790717913436709,0.15023784141031132,0.35623109367732503,0.3880735547413301,0.15612669890545164,0.13983860775973295,0.0,0.2558992093044388,0.13642538852494332,0.1988254691514346,0.1979862611485173,0.16625167052060236,0.18759935510311934,0.35872040691347046,0.29506148633549606,0.17700247902677063,0.19799052913775766,0.2596699673697376,0.3227792130218089,0.23417475881980598,0.31923010444202377,0.29755137791794706,0.169876183317288,0.2249521454032136,0.21382520882309355,0.14653396793022833,0.1383423113495145
MDA,0.22759634400539,0.15616130362947447,0.27714310023148003,0.1866186650704335,0.22163203611356477,0.23359120043985754,0.27554542284989597,0.09413881148746077,0.1642949219705192,0.1909092624936837,0.15142553020408417,0.18455963852291485,0.23627114996869875,0.1522370252801832,0.1734073541717959,0.2529594450343952,0.15564082794523204,0.2558992093044388,0.0,0.19703629037919582,0.19285320089201713,0.14350299463842642,0.28766901959203695,0.16381356281150058,0.3587888948948032,0.13377255737129864,0.1456424151239735,0.12411350799118527,0.14159439916041291,0.10963167565957128,0.15474829216733207,0.17820783637161897,0.1361850261222012,0.15682450997231456,0.1495547614438501,0.21513471838573037,0.19236373913242738,0.19325565122921062
MEX,0.11143225488808753,0.17483693430021266,0.17849984082259718,0.17945941723230638,0.12187175131624824,0.28190008746769946,0.1348720551947503,0.24662202457484228,0.10461366456235682,0.08467101418711953,0.11580428166950925,0.31307284024426535,0.0988099281438174,0.3039677687250707,0.32313415859309774,0.11653317897755623,0.08408748823142936,0.13642538852494332,0.19703629037919582,0.0,0.13270731642849742,0.1399547449546715,0.2307439251309761,0.120494057237387,0.38247401126435837,0.23797697007379368,0.11510364348001592,0.1620865875511209,0.23258479702658277,0.2599719349276545,0.20944353518021253,0.26873141047639315,0.27744134431462847,0.1140513781953733,0.13653330488478016,0.13164291150330487,0.11081268999611908,0.1449211206568795
MKD,0.1700109989609651,0.12229911060060131,0.21344542352466472,0.15513024322672342,0.21757012076926813,0.26315134648398397,0.133919372111936,0.22563288175901142,0.14130208365838945,0.11004166665358703,0.08482628077988363,0.23502415909547705,0.1568201779551099,0.2373789835964731,0.26167439682787114,0.13986561799211977,0.15025589793614447,0.1988254691514346,0.19285320089201713,0.13270731642849742,0.0,0.16182169038840677,0.2513505555258072,0.06580053210695012,0.3947051484885453,0.16980006763520608,0.08563279569157625,0.14190629701438043,0.2107315346100743,0.2085886506959844,0.1832304952493482,0.18460763699606228,0.23849007100819078,0.18008574329269927,0.09926790516343677,0.0861033059893478,0.1384749607689336,0.18994689328527975
MNE,0.14342378795257504,0.15218362978242156,0.25760090291841736,0.22444979495973197,0.13645902343753966,0.3092370151318274,0.19523848856952367,0.19068175835487644,0.15437983205491873,0.16423551967992106,0.11430128516972182,0.2617153197623872,0.1301518127771764,0.24948074589983574,0.26810945494437105,0.1949136871521366,0.1317630156486707,0.1979862611485173,0.14350299463842642,0.1399547449546715,0.16182169038840677,0.0,0.298617858111893,0.15335169099054918,0.43084270083966814,0.20436800382627024,0.11492088544753805,0.16489666316477655,0.23680915584489987,0.20990948158237469,0.2189791770511593,0.25231496232685974,0.23829753422748967,0.1326159471139842,0.11276462874941216,0.15602435713534493,0.14672561138882462,0.20073845935500398
NGA,0.25823659465035437,0.32748729200647336,0.10373131970837221,0.22738842251245164,0.2666627429962829,0.18169364529484827,0.2628051406875446,0.3471164567835709,0.19237112095152373,0.2338091656897138,0.25777970257763044,0.38866267698913076,0.2723654230697897,0.3575399901339934,0.40330387709949755,0.24377557415306692,0.2037390146086147,0.16625167052060236,0.28766901959203695,0.2307439251309761,0.2513505555258072,0.298617858111893,0.0,0.22993274642136471,0.23526044831865633,0.3068738045025544,0.24566864606163688,0.2033694044751016,0.2164446566595112,0.3319667843573102,0.20141118209189388,0.30329475844814124,0.27614116580783865,0.2559005647925843,0.2901848091855783,0.28364770902710035,0.2377424317384292,0.129965488741987
NOR,0.14557716635430562,0.11767091855794846,0.20320974013241974,0.11206295580330176,0.20318912948427484,0.23832964253827688,0.15823696246426813,0.19477712477178277,0.11590644695470562,0.09190735948735573,0.07144688999308753,0.2204141436445583,0.15136495389806154,0.2313144593916477,0.25368448510076647,0.15382470607966578,0.1080200427845764,0.18759935510311934,0.16381356281150058,0.120494057237387,0.06580053210695012,0.15335169099054918,0.22993274642136471,0.0,0.3529750101416435,0.14204777744789013,0.07410435203634182,0.12995174205590232,0.1730668840266756,0.19791414788933337,0.1482267241712738,0.16862435004115237,0.22602926730520645,0.16072436128941123,0.08565301015661102,0.08809334517591175,0.13207277862441563,0.1721773822692284
PAK,0.4105169008974041,0.4340571959346077,0.2994645365396193,0.2814028138699817,0.4263374686311413,0.18586451704785736,0.44876623383515263,0.3931945677873194,0.31577170590655673,0.3716837933797752,0.38649534807322455,0.4216464535768776,0.4335628464022446,0.40595506307482476,0.4414196595542141,0.4215902338801793,0.3322260015085664,0.35872040691347046,0.3587888948948032,0.38247401126435837,0.3947051484885453,0.43084270083966814,0.23526044831865633,0.3529750101416435,0.0,0.3626649630269298,0.375930220380523,0.32461852158318105,0.24001258490816774,0.38177446001838095,0.2523967840070785,0.34433060686058814,0.3301249843609805,0.39115533874618336,0.4119377847871647,0.42211851269097816,0.40154471629488736,0.2909234990610537
POL,0.24655310726909502,0.12873793275890097,0.3051265338890585,0.16254453806474783,0.2993550711665078,0.23679472034718296,0.27762350918632034,0.12633330499374087,0.20337512319298962,0.19765247943365186,0.1672945263903212,0.10887685785179609,0.2695869808746601,0.1408914682998828,0.15031353740522085,0.26239842105545974,0.20245812190351176,0.29506148633549606,0.13377255737129864,0.23797697007379368,0.16980006763520608,0.20436800382627024,0.3068738045025544,0.14204777744789013,0.3626649630269298,0.0,0.14766983671007985,0.16635895327405265,0.15084470251364773,0.12735672715319088,0.13808604858790782,0.09641633687347237,0.1747451268389211,0.23372179523740416,0.14491563896997425,0.19418199909880032,0.21612608565715208,0.2515958842957063
PRI,0.13413976801862268,0.10913355936024036,0.2100276969397381,0.15897828645671863,0.1842426171152354,0.2506290203454323,0.14682979381433406,0.19372902547802165,0.11964524889795493,0.09104180268382993,0.0851622189589733,0.2304866097430614,0.14459965921301468,0.22616053368597167,0.24621902969545037,0.13145651345283224,0.10711280569283871,0.17700247902677063,0.1456424151239735,0.11510364348001592,0.08563279569157625,0.11492088544753805,0.24566864606163688,0.07410435203634182,0.375930220380523,0.14766983671007985,0.0,0.12053154736441477,0.18792025991647526,0.1932999911812199,0.152841750374101,0.19283111697031471,0.2145014509213615,0.14807671813800216,0.08255110399358458,0.11277591053069147,0.09536192784770416,0.1677005215182283
ROU,0.20771983129371652,0.17458558413235925,0.17975794565201142,0.17246145333514895,0.21166375110358887,0.18094971698535026,0.21283116023010487,0.19626727987295667,0.12735395194867224,0.15373938568561898,0.12813389061792116,0.23372969988998524,0.2098233505020459,0.18495727778962703,0.23821752795471024,0.19498985590323512,0.1349308586761069,0.19799052913775766,0.12411350799118527,0.1620865875511209,0.14190629701438043,0.16489666316477655,0.2033694044751016,0.12995174205590232,0.32461852158318105,0.16635895327405265,0.12053154736441477,0.0,0.13886402932856545,0.16459398241831635,0.12635620512420379,0.17999846736862177,0.13524002947593106,0.16701268442483405,0.14732794275032357,0.19375137978273216,0.15422189991801863,0.11338840664917699
RUS,0.2724479445092058,0.22376327835191615,0.23880112247732263,0.13075192692583318,0.2860977936935138,0.11102332288358871,0.30407761414416945,0.17498533020427723,0.16878642328849558,0.21653085482164952,0.19602190170720532,0.20701722240801484,0.2844998055977483,0.18626871360779115,0.21784507846671916,0.2782024670177499,0.1809151017866403,0.2596699673697376,0.14159439916041291,0.23258479702658277,0.2107315346100743,0.23680915584489987,0.2164446566595112,0.1730668840266756,0.24001258490816774,0.15084470251364773,0.18792025991647526,0.13886402932856545,0.0,0.15075853131126718,0.08623339719286555,0.13707462993397473,0.13333775949126725,0.2219070587400895,0.21036565928989012,0.24515709087303478,0.23790568456268357,0.17582564597155326
SRB,0.3037475929956722,0.18210266384357873,0.3289124662299384,0.20238527302897838,0.3040018674029264,0.2344051409249924,0.32031650934010625,0.11445912602756989,0.2184765033429896,0.24802065336123402,0.1913996865429019,0.1245850998372251,0.2978300060179103,0.08948678606068958,0.10791096841982926,0.3045292710635301,0.2338979097304556,0.3227792130218089,0.10963167565957128,0.2599719349276545,0.2085886506959844,0.20990948158237469,0.3319667843573102,0.19791414788933337,0.38177446001838095,0.12735672715319088,0.1932999911812199,0.16459398241831635,0.15075853131126718,0.0,0.17843755083666063,0.1272140793776524,0.11907394218325769,0.23508845996869632,0.1898808478286218,0.24531630335666377,0.25921912976681344,0.25236994996433026
SVK,0.23402072917287486,0.20542144825762634,0.21406945048518228,0.12883390386655125,0.27170442627988256,0.12708376173461566,0.26585879734924617,0.19952619015468748,0.13925661548800633,0.1853117721435856,0.18138426739683444,0.2236153967854211,0.2575407097766892,0.21223997126936409,0.2468056581223954,0.24182249923662524,0.16555081318723838,0.23417475881980598,0.15474829216733207,0.20944353518021253,0.1832304952493482,0.2189791770511593,0.20141118209189388,0.1482267241712738,0.2523967840070785,0.13808604858790782,0.152841750374101,0.12635620512420379,0.08623339719286555,0.17843755083666063,0.0,0.15406994008345562,0.1625967119233309,0.2269268754487479,0.18844213577265717,0.2176648445096266,0.20885716697864548,0.16278180397347197
SVN,0.29838492907974545,0.17883717198124932,0.30735175981185064,0.15875869513178306,0.34036518753935313,0.20476390072563144,0.3070483174495573,0.16845816302108102,0.22781237804605145,0.23599907298590703,0.1934577171793262,0.10492483468729971,0.3047359826326729,0.12987304499374497,0.15208867639243176,0.2950870431455427,0.23765947736919812,0.31923010444202377,0.17820783637161897,0.26873141047639315,0.18460763699606228,0.25231496232685974,0.30329475844814124,0.16862435004115237,0.34433060686058814,0.09641633687347237,0.19283111697031471,0.17999846736862177,0.13707462993397473,0.1272140793776524,0.15406994008345562,0.0,0.1678968834166944,0.26840476231140276,0.18743184042123862,0.22171989275568857,0.26145211180325023,0.26199617118121216
TWN,0.3161552789150427,0.24166533227522585,0.28808957100232085,0.2344922895369523,0.308488858947204,0.17783435729852484,0.3312281280656589,0.18463711317486844,0.2274164501533864,0.26712704014621447,0.2272573850094984,0.20055588200018926,0.3196699748015676,0.11906202437094039,0.17947070495524103,0.31052299146485235,0.2386147875540131,0.29755137791794706,0.1361850261222012,0.27744134431462847,0.23849007100819078,0.23829753422748967,0.27614116580783865,0.22602926730520645,0.3301249843609805,0.1747451268389211,0.2145014509213615,0.13524002947593106,0.13333775949126725,0.11907394218325769,0.1625967119233309,0.1678968834166944,0.0,0.24654986933601836,0.23498258230718816,0.2907466376954332,0.2584379742746842,0.21418106864425002
UKR,0.16419982549980933,0.18088516451586054,0.22400595132307705,0.20543523737420363,0.12327530703803012,0.29138351587760736,0.20906713827296275,0.19782791086377102,0.1443365639303164,0.13474307673516597,0.14205497564550937,0.2965127824948996,0.16175154005664308,0.27272325259587055,0.2871311139439225,0.18326108111673817,0.10560806351763566,0.169876183317288,0.15682450997231456,0.1140513781953733,0.18008574329269927,0.1326159471139842,0.2559005647925843,0.16072436128941123,0.39115533874618336,0.23372179523740416,0.14807671813800216,0.16701268442483405,0.2219070587400895,0.23508845996869632,0.2269268754487479,0.26840476231140276,0.24654986933601836,0.0,0.16052665702153185,0.1860442177798744,0.13642450820922092,0.16338089901070674
URY,0.14705560624377456,0.06838511836144946,0.24911311100613104,0.17002088129022794,0.19950168956930953,0.28546124252534827,0.17089673234514993,0.1739473185618152,0.15292801702784214,0.11877324228449006,0.0655611559107545,0.2051687272540045,0.15187064577619747,0.21692068188387176,0.23287563682932452,0.17055395170774065,0.12960356750228372,0.2249521454032136,0.1495547614438501,0.13653330488478016,0.09926790516343677,0.11276462874941216,0.2901848091855783,0.08565301015661102,0.4119377847871647,0.14491563896997425,0.08255110399358458,0.14732794275032357,0.21036565928989012,0.1898808478286218,0.18844213577265717,0.18743184042123862,0.23498258230718816,0.16052665702153185,0.0,0.08712782694603634,0.13529500708540276,0.20758567875765987
USA,0.13933199782896646,0.12363920091960183,0.2421357954412952,0.16601764925535353,0.20624346338700847,0.3085173584240769,0.13451290057873047,0.2346570475445026,0.15594945560930085,0.12047332559009688,0.08762886063019423,0.2559429509650505,0.1296668010863154,0.2809914504067179,0.29196226672580955,0.15181435988257183,0.14861561178835514,0.21382520882309355,0.21513471838573037,0.13164291150330487,0.0861033059893478,0.15602435713534493,0.28364770902710035,0.08809334517591175,0.42211851269097816,0.19418199909880032,0.11277591053069147,0.19375137978273216,0.24515709087303478,0.24531630335666377,0.2176648445096266,0.22171989275568857,0.2907466376954332,0.1860442177798744,0.08712782694603634,0.0,0.15346425937307867,0.223125485254904
VEN,0.11909246913173396,0.1582087281063603,0.19301827448803172,0.2177324308243334,0.1644427638709331,0.2876328527087677,0.12298497129910453,0.24735368067130267,0.16062915755440646,0.09445442629996831,0.14011922888135409,0.299825324659037,0.1467579785922466,0.28197608470928054,0.3012887251960603,0.08530485028357337,0.11560017028756195,0.14653396793022833,0.19236373913242738,0.11081268999611908,0.1384749607689336,0.14672561138882462,0.2377424317384292,0.13207277862441563,0.40154471629488736,0.21612608565715208,0.09536192784770416,0.15422189991801863,0.23790568456268357,0.25921912976681344,0.20885716697864548,0.26145211180325023,0.2584379742746842,0.13642450820922092,0.13529500708540276,0.15346425937307867,0.0,0.16496847112013432
ZAF,0.20019575911634532,0.2457339994374449,0.10314059183624683,0.19130040507039053,0.17839488769387138,0.18392170265581978,0.21015128741947806,0.2667654579814682,0.10970912460240823,0.16321103782894927,0.17461319431663536,0.32941169597594366,0.20067713133992973,0.2874137180133866,0.33130366825538304,0.18421938984515387,0.12274126415197208,0.1383423113495145,0.19325565122921062,0.1449211206568795,0.18994689328527975,0.20073845935500398,0.129965488741987,0.1721773822692284,0.2909234990610537,0.2515958842957063,0.1677005215182283,0.11338840664917699,0.17582564597155326,0.25236994996433026,0.16278180397347197,0.26199617118121216,0.21418106864425002,0.16338089901070674,0.20758567875765987,0.223125485254904,0.16496847112013432,0.0
