country,zone,betti_0,betti_1,betti_2,total_pers_H0,total_pers_H1,total_pers_H2,max_pers_H0,max_pers_H1,max_pers_H2,entropy_H0,entropy_H1,n_features_H0,n_features_H1,n_features_H2
ALB,Orthodox/ex-Communist,23,0,0,3.163869358599186,0.13958225399255753,0.0492415726184845,0.5279757380485535,0.04011683166027069,0.03585299849510193,2.996574406263674,1.5704990693172833,25,5,3
BGD,South/Southeast Asian,23,0,0,6.849586207419634,0.06906694173812866,0.0,1.0,0.04819768667221069,0.0,2.820984802272422,0.7887585410741924,25,3,0
BIH,Orthodox/ex-Communist,24,1,0,4.930853858590126,0.23924893140792847,0.008042365312576294,1.0,0.05542746186256409,0.008042365312576294,2.9202320345940826,1.8816458841448882,25,8,1
CAN,English-speaking,24,0,0,3.851666457951069,0.013650044798851013,0.1107913926243782,0.5323296785354614,0.013650044798851013,0.029965505003929138,2.97487771027759,-1.000088900581841e-12,25,1,7
CHL,Latin America,24,0,0,4.482610825449228,0.04894661158323288,0.0,1.0,0.025176189839839935,0.0,2.7834227220614585,0.6927346920755352,25,2,0
DZA,African-Islamic,22,1,0,8.09408900514245,0.05844159424304962,0.0,1.0,0.0572260320186615,0.0,2.810515299905097,0.10113494039658347,25,2,0
EGY,African-Islamic,23,0,0,6.776592504233122,0.03875488042831421,0.0,1.0,0.0315878689289093,0.0,2.630999710294469,0.47879005964159804,25,2,0
ESP,Catholic Europe,12,0,0,2.9182194638997316,0.027256980538368225,0.0,1.0,0.012080155313014984,0.0,2.3696191196302436,1.1724559381295663,25,5,0
IDN,South/Southeast Asian,22,0,0,6.638784725219011,0.08440401405096054,0.0,1.0,0.04860673099756241,0.0,2.580436427725739,1.1568707248863803,25,5,0
IND,South/Southeast Asian,24,1,0,4.599610537290573,0.27969782054424286,0.001252204179763794,1.0,0.06019748002290726,0.001252204179763794,2.812747518874926,2.3053689627094305,25,13,1
JOR,African-Islamic,18,0,0,7.970948696136475,0.0,0.0,1.0,0.0,0.0,2.647235106272495,0.0,25,0,0
KGZ,Orthodox/ex-Communist,24,0,0,4.209676641970873,0.26289763301610947,0.0,1.0,0.042166322469711304,0.0,2.7926150962060428,2.145067816437662,25,11,0
MAR,African-Islamic,24,2,0,7.077039115130901,0.16034450381994247,0.0,1.0,0.07443829625844955,0.0,2.8505592103636648,1.1124966363717992,25,5,0
MDA,Orthodox/ex-Communist,22,0,0,4.1952735632658005,0.0,0.0,1.0,0.0,0.0,2.756419171568834,0.0,25,0,0
MEX,Latin America,23,0,0,4.698878180235624,0.01882464438676834,0.0026711300015449524,1.0,0.010688140988349915,0.0026711300015449524,2.8297344984438504,0.6839322486630173,25,2,1
MKD,Orthodox/ex-Communist,24,2,0,4.893212378025055,0.16847380995750427,0.0,0.41501176357269287,0.10576754808425903,0.0,3.077246585114715,0.6601171456602386,25,2,0
MNE,Orthodox/ex-Communist,23,0,0,3.0318830497562885,0.04645721614360809,0.007307060062885284,0.7386065125465393,0.013652071356773376,0.007307060062885284,2.8738984802574605,1.3795835777683165,25,4,1
NGA,African-Islamic,21,0,0,7.196106331422925,0.0,0.0,1.0,0.0,0.0,2.677024274189313,0.0,25,0,0
PAK,South/Southeast Asian,24,2,0,8.21482876688242,0.31704001128673553,0.00823761522769928,1.0,0.08223111927509308,0.00823761522769928,2.7455557318923516,1.9546051890914522,25,10,1
PHL,South/Southeast Asian,24,3,0,5.671485163271427,0.3424210399389267,0.0,1.0,0.10783365368843079,0.0,2.9897704366814373,1.707365931106159,25,6,0
PRI,Latin America,24,3,0,5.279356315732002,0.32606901228427887,0.0,0.44120118021965027,0.10091151297092438,0.0,3.0894549652076773,1.5290616105745773,25,5,0
SAU,African-Islamic,18,1,0,8.188190748915076,0.09512098878622055,0.0,1.0,0.06623915582895279,0.0,2.57332669095285,0.6139108480260163,25,2,0
SRB,Orthodox/ex-Communist,24,1,0,4.16198755055666,0.16153477877378464,0.0,0.515325665473938,0.053442031145095825,0.0,3.0176209183573515,1.4488781022563848,25,5,0
SWE,Protestant Europe,24,0,0,4.8099042773246765,0.048555679619312286,0.0,1.0,0.04115098714828491,0.0,2.865483399408265,0.5578607754861843,25,4,0
USA,English-speaking,24,0,0,3.4022952243685722,0.1919039487838745,0.019552454352378845,0.47612231969833374,0.03845518082380295,0.019552454352378845,3.0171065013076914,2.059293372509387,25,10,1
VEN,Latin America,24,2,0,6.819155886769295,0.19444540143013,0.023433566093444824,1.0,0.0810958594083786,0.023433566093444824,2.944613206845947,1.0688466558228464,25,3,1
VNM,Confucian,24,5,0,5.16981765627861,0.4377290606498718,0.004419475793838501,1.0,0.09059520065784454,0.004419475793838501,2.948404299766551,1.8075324514761322,25,7,1
