sexo,escol,Tam_loc,agg_children_rights_recognition_and_respect,agg_perceived_situation_of_children_and_youth,agg_youth_educational_opportunity_and_labor_prospects,agg_youth_participation_and_voice
2.0,1.0,2.0,3.25,4.214285714285714,2.125,3.5714285714285716
2.0,2.0,2.0,1.0,4.857142857142858,3.25,1.0
2.0,3.0,2.0,3.25,3.5714285714285716,1.0,3.5714285714285716
2.0,1.0,2.0,3.25,4.214285714285714,2.125,1.0
2.0,4.0,2.0,1.0,3.5714285714285716,2.125,2.2857142857142856
2.0,4.0,2.0,3.25,4.214285714285714,2.125,1.0
1.0,5.0,2.0,1.0,4.214285714285714,3.25,1.0
1.0,5.0,2.0,1.0,4.214285714285714,3.25,1.0
2.0,2.0,2.0,1.0,4.857142857142858,1.0,1.3214285714285714
1.0,3.0,2.0,3.25,3.5714285714285716,3.25,2.2857142857142856
1.0,4.0,2.0,1.0,4.214285714285714,2.125,1.6428571428571428
2.0,2.0,2.0,3.25,4.214285714285714,1.0,3.5714285714285716
1.0,4.0,2.0,3.25,4.214285714285714,2.125,1.9642857142857144
2.0,2.0,2.0,3.25,3.5714285714285716,1.0,3.5714285714285716
2.0,4.0,2.0,1.0,4.214285714285714,2.125,2.928571428571429
2.0,3.0,2.0,1.0,3.5714285714285716,2.125,2.2857142857142856
2.0,3.0,2.0,3.25,4.857142857142858,2.125,1.0
1.0,3.0,2.0,1.0,4.857142857142858,1.0,2.2857142857142856
2.0,3.0,2.0,3.25,4.214285714285714,2.125,1.3214285714285714
