sexo,escol,Tam_loc,agg_economic_wellbeing_perception,agg_job_search_and_employment_precarity,agg_labor_union_attitudes
2.0,5.0,2.0,4.1764705882352935,2.125,5.8
2.0,3.0,1.0,4.705882352941176,1.0,5.8
2.0,1.0,4.0,3.1176470588235294,2.125,6.4
2.0,2.0,1.0,3.6470588235294112,2.125,6.4
2.0,1.0,3.0,2.5882352941176467,2.125,7.0
2.0,4.0,1.0,4.1764705882352935,2.125,5.8
2.0,1.0,4.0,2.5882352941176467,2.125,5.2
2.0,4.0,3.0,2.5882352941176467,1.0,5.8
1.0,5.0,1.0,4.1764705882352935,1.0,5.8
1.0,4.0,2.0,4.1764705882352935,2.125,3.4
2.0,1.0,4.0,4.1764705882352935,2.125,6.4
1.0,2.0,3.0,2.5882352941176467,2.125,5.2
2.0,4.0,1.0,5.235294117647059,2.125,5.8
1.0,4.0,2.0,2.0588235294117645,2.125,4.6
2.0,2.0,3.0,2.5882352941176467,2.125,4.6
2.0,4.0,1.0,4.1764705882352935,2.125,6.4
2.0,4.0,1.0,4.1764705882352935,2.125,5.8
2.0,3.0,2.0,4.1764705882352935,2.125,5.2
2.0,2.0,1.0,3.6470588235294112,2.125,5.2
2.0,4.0,2.0,4.1764705882352935,1.0,5.8
2.0,3.0,1.0,3.6470588235294112,2.125,2.8
1.0,3.0,1.0,3.6470588235294112,2.125,5.2
2.0,3.0,2.0,3.6470588235294112,2.125,4.6
1.0,3.0,1.0,5.235294117647059,1.0,5.8
1.0,3.0,4.0,2.5882352941176467,2.125,5.8
2.0,4.0,1.0,4.705882352941176,2.125,5.2
1.0,3.0,1.0,3.1176470588235294,1.0,5.2
2.0,3.0,1.0,1.5294117647058822,2.125,5.2
1.0,4.0,4.0,3.6470588235294112,2.125,5.2
1.0,2.0,1.0,2.0588235294117645,1.0,5.8
2.0,3.0,1.0,2.5882352941176467,2.125,5.8
1.0,3.0,1.0,4.1764705882352935,2.125,5.2
2.0,4.0,4.0,2.5882352941176467,2.125,5.8
2.0,4.0,1.0,3.6470588235294112,2.125,5.2
2.0,4.0,1.0,3.6470588235294112,2.125,5.2
2.0,1.0,4.0,2.0588235294117645,2.125,5.8
1.0,3.0,1.0,4.1764705882352935,1.0,4.6
2.0,2.0,1.0,4.705882352941176,2.125,5.2
2.0,4.0,1.0,3.6470588235294112,1.0,8.2
2.0,4.0,1.0,3.1176470588235294,2.125,5.2
2.0,4.0,1.0,4.1764705882352935,2.125,7.0
2.0,4.0,4.0,1.5294117647058822,2.125,5.8
2.0,2.0,1.0,4.1764705882352935,2.125,6.4
2.0,4.0,1.0,3.6470588235294112,2.125,5.8
2.0,2.0,1.0,4.705882352941176,2.125,5.8
2.0,4.0,1.0,2.5882352941176467,2.125,5.2
1.0,5.0,1.0,2.5882352941176467,2.125,5.8
1.0,3.0,1.0,4.1764705882352935,1.0,5.8
2.0,2.0,1.0,4.705882352941176,2.125,3.4
1.0,3.0,1.0,4.705882352941176,1.0,5.8
1.0,4.0,1.0,4.1764705882352935,2.125,5.8
2.0,4.0,4.0,4.1764705882352935,2.125,6.4
2.0,3.0,1.0,4.705882352941176,2.125,5.2
2.0,3.0,4.0,2.0588235294117645,2.125,5.2
2.0,3.0,1.0,4.1764705882352935,2.125,6.4
2.0,3.0,1.0,2.0588235294117645,2.125,7.0
1.0,4.0,1.0,2.5882352941176467,1.0,5.8
2.0,4.0,1.0,2.0588235294117645,2.125,4.6
1.0,2.0,4.0,3.1176470588235294,1.0,5.8
1.0,4.0,1.0,2.5882352941176467,1.0,5.8
2.0,3.0,2.0,3.1176470588235294,2.125,5.8
2.0,4.0,1.0,4.1764705882352935,1.0,5.8
1.0,3.0,1.0,4.705882352941176,1.0,5.8
2.0,3.0,2.0,3.1176470588235294,2.125,6.4
2.0,3.0,4.0,1.5294117647058822,2.125,6.4
1.0,4.0,2.0,4.705882352941176,2.125,4.6
2.0,1.0,2.0,4.1764705882352935,2.125,5.8
2.0,3.0,1.0,4.705882352941176,1.0,3.4
2.0,2.0,2.0,3.6470588235294112,2.125,6.4
1.0,3.0,1.0,3.1176470588235294,2.125,5.8
2.0,4.0,1.0,4.705882352941176,2.125,5.8
1.0,4.0,2.0,3.6470588235294112,2.125,5.8
2.0,3.0,1.0,4.1764705882352935,2.125,6.4
2.0,3.0,2.0,3.1176470588235294,2.125,6.4
2.0,4.0,1.0,2.0588235294117645,2.125,5.2
1.0,4.0,1.0,4.705882352941176,1.0,5.2
1.0,5.0,2.0,3.6470588235294112,1.0,5.2
2.0,3.0,2.0,5.235294117647059,2.125,5.2
1.0,4.0,1.0,4.1764705882352935,2.125,5.8
1.0,1.0,2.0,2.5882352941176467,1.0,7.6
2.0,1.0,1.0,5.235294117647059,2.125,5.2
2.0,4.0,1.0,4.1764705882352935,2.125,5.8
2.0,1.0,2.0,3.1176470588235294,2.125,4.6
1.0,3.0,1.0,4.1764705882352935,1.0,5.8
2.0,3.0,2.0,4.705882352941176,2.125,5.8
2.0,1.0,2.0,4.1764705882352935,2.125,4.0
2.0,5.0,1.0,4.705882352941176,2.125,9.4
1.0,4.0,1.0,5.235294117647059,2.125,5.8
1.0,2.0,1.0,2.0588235294117645,1.0,7.0
1.0,3.0,1.0,2.5882352941176467,2.125,6.4
2.0,4.0,2.0,3.1176470588235294,2.125,4.6
1.0,3.0,1.0,2.5882352941176467,2.125,5.8
2.0,3.0,1.0,4.1764705882352935,2.125,7.0
2.0,4.0,1.0,2.5882352941176467,2.125,5.2
1.0,4.0,2.0,2.5882352941176467,2.125,5.2
1.0,2.0,1.0,4.1764705882352935,2.125,7.0
2.0,3.0,1.0,2.5882352941176467,2.125,5.2
2.0,4.0,1.0,2.5882352941176467,2.125,7.0
1.0,3.0,1.0,2.5882352941176467,1.0,5.8
1.0,3.0,1.0,4.1764705882352935,2.125,5.2
2.0,3.0,2.0,2.0588235294117645,2.125,5.2
2.0,4.0,1.0,2.5882352941176467,2.125,5.2
1.0,4.0,1.0,3.6470588235294112,2.125,5.2
2.0,3.0,1.0,2.5882352941176467,2.125,7.0
2.0,3.0,2.0,4.1764705882352935,2.125,5.8
2.0,1.0,1.0,5.235294117647059,2.125,4.6
2.0,1.0,1.0,4.705882352941176,2.125,8.2
2.0,3.0,1.0,2.5882352941176467,2.125,7.0
1.0,2.0,1.0,4.1764705882352935,2.125,5.8
1.0,4.0,2.0,3.1176470588235294,2.125,7.0
2.0,4.0,1.0,3.1176470588235294,2.125,5.8
2.0,2.0,1.0,3.6470588235294112,1.0,4.6
2.0,4.0,2.0,4.705882352941176,2.125,7.0
2.0,4.0,1.0,2.5882352941176467,2.125,5.2
2.0,4.0,1.0,2.5882352941176467,1.0,5.8
2.0,3.0,1.0,4.1764705882352935,2.125,5.2
1.0,2.0,2.0,2.5882352941176467,2.125,5.8
2.0,3.0,1.0,3.6470588235294112,2.125,7.0
2.0,1.0,1.0,2.5882352941176467,2.125,7.0
2.0,2.0,2.0,2.5882352941176467,2.125,5.2
1.0,5.0,1.0,2.0588235294117645,2.125,5.2
1.0,4.0,1.0,3.1176470588235294,2.125,6.4
1.0,3.0,2.0,2.0588235294117645,2.125,7.0
1.0,4.0,1.0,3.1176470588235294,2.125,5.2
1.0,5.0,1.0,4.705882352941176,2.125,5.2
2.0,2.0,3.0,4.1764705882352935,2.125,4.6
2.0,2.0,3.0,4.1764705882352935,2.125,5.8
1.0,4.0,1.0,4.705882352941176,1.0,8.8
1.0,4.0,1.0,3.6470588235294112,2.125,6.4
2.0,1.0,2.0,4.1764705882352935,2.125,4.6
1.0,5.0,1.0,2.5882352941176467,2.125,7.0
2.0,2.0,2.0,5.235294117647059,2.125,5.8
2.0,3.0,2.0,4.705882352941176,2.125,4.6
1.0,3.0,1.0,4.1764705882352935,2.125,7.0
2.0,1.0,2.0,4.1764705882352935,2.125,4.6
2.0,3.0,1.0,3.6470588235294112,2.125,7.0
2.0,3.0,3.0,2.0588235294117645,2.125,5.8
2.0,4.0,1.0,3.1176470588235294,2.125,7.0
1.0,4.0,2.0,5.235294117647059,1.0,7.0
2.0,1.0,2.0,4.1764705882352935,2.125,5.2
1.0,1.0,1.0,5.235294117647059,2.125,5.8
2.0,2.0,3.0,4.1764705882352935,2.125,5.2
2.0,4.0,1.0,4.705882352941176,2.125,6.4
2.0,3.0,2.0,4.1764705882352935,1.0,5.2
1.0,1.0,2.0,2.0588235294117645,2.125,5.2
2.0,2.0,3.0,3.6470588235294112,2.125,5.8
2.0,3.0,1.0,2.5882352941176467,2.125,7.0
2.0,4.0,2.0,2.5882352941176467,1.0,5.8
2.0,2.0,3.0,4.705882352941176,2.125,6.4
1.0,3.0,1.0,5.235294117647059,1.0,6.4
2.0,5.0,2.0,2.5882352941176467,10.0,5.8
2.0,4.0,1.0,3.1176470588235294,1.0,7.0
2.0,1.0,2.0,2.5882352941176467,2.125,5.8
2.0,3.0,1.0,5.235294117647059,2.125,7.6
1.0,1.0,3.0,3.6470588235294112,2.125,4.6
2.0,3.0,2.0,2.5882352941176467,2.125,5.2
2.0,1.0,3.0,3.6470588235294112,2.125,5.8
1.0,4.0,1.0,5.235294117647059,2.125,8.2
2.0,2.0,3.0,3.1176470588235294,2.125,4.6
2.0,4.0,2.0,2.0588235294117645,2.125,5.2
1.0,4.0,2.0,2.5882352941176467,2.125,4.6
1.0,1.0,3.0,3.6470588235294112,1.0,5.8
1.0,1.0,3.0,4.1764705882352935,1.0,5.8
1.0,3.0,2.0,2.0588235294117645,2.125,5.8
2.0,3.0,1.0,4.705882352941176,2.125,4.6
1.0,1.0,3.0,3.1176470588235294,2.125,5.8
2.0,3.0,1.0,2.5882352941176467,2.125,5.8
2.0,3.0,1.0,1.0,2.125,3.4
2.0,1.0,3.0,3.6470588235294112,2.125,5.8
1.0,4.0,2.0,3.1176470588235294,1.0,7.0
1.0,3.0,2.0,5.235294117647059,2.125,5.2
2.0,3.0,3.0,3.1176470588235294,2.125,5.2
2.0,4.0,1.0,4.705882352941176,2.125,5.2
1.0,4.0,2.0,2.5882352941176467,2.125,6.4
2.0,3.0,1.0,2.5882352941176467,2.125,5.8
2.0,1.0,1.0,3.6470588235294112,2.125,6.4
1.0,4.0,1.0,4.1764705882352935,1.0,5.2
2.0,3.0,2.0,7.352941176470588,2.125,5.8
2.0,2.0,3.0,4.705882352941176,2.125,7.0
2.0,4.0,2.0,2.5882352941176467,2.125,5.8
2.0,4.0,1.0,3.1176470588235294,2.125,5.2
2.0,3.0,1.0,4.1764705882352935,2.125,5.2
1.0,4.0,1.0,4.1764705882352935,2.125,5.2
1.0,4.0,1.0,2.5882352941176467,2.125,4.6
2.0,3.0,1.0,1.0,2.125,5.8
2.0,1.0,2.0,2.5882352941176467,2.125,10.0
2.0,5.0,2.0,2.5882352941176467,2.125,5.8
2.0,4.0,1.0,3.1176470588235294,2.125,5.2
2.0,5.0,1.0,4.705882352941176,2.125,5.8
2.0,2.0,1.0,5.764705882352941,2.125,5.2
2.0,4.0,1.0,3.6470588235294112,2.125,4.6
1.0,5.0,2.0,7.352941176470588,2.125,6.4
2.0,3.0,1.0,2.5882352941176467,2.125,7.0
2.0,1.0,1.0,4.1764705882352935,2.125,5.8
2.0,3.0,1.0,2.5882352941176467,2.125,6.4
1.0,1.0,1.0,4.1764705882352935,2.125,4.6
2.0,1.0,1.0,4.705882352941176,2.125,4.6
2.0,2.0,3.0,4.1764705882352935,2.125,7.0
2.0,5.0,1.0,2.0588235294117645,2.125,5.2
2.0,1.0,2.0,3.6470588235294112,2.125,4.6
2.0,3.0,2.0,3.6470588235294112,2.125,5.2
2.0,4.0,2.0,3.1176470588235294,2.125,5.8
2.0,3.0,1.0,3.1176470588235294,2.125,5.2
2.0,3.0,1.0,2.0588235294117645,2.125,7.0
2.0,4.0,3.0,3.1176470588235294,2.125,5.2
2.0,4.0,1.0,2.5882352941176467,2.125,5.8
2.0,2.0,1.0,4.1764705882352935,2.125,6.4
2.0,3.0,1.0,3.1176470588235294,2.125,5.2
1.0,2.0,1.0,4.1764705882352935,1.0,5.8
2.0,1.0,1.0,7.88235294117647,2.125,5.8
2.0,2.0,1.0,3.6470588235294112,2.125,5.2
2.0,3.0,1.0,5.235294117647059,2.125,5.8
1.0,3.0,1.0,3.6470588235294112,2.125,5.8
1.0,2.0,1.0,4.1764705882352935,2.125,5.8
2.0,2.0,1.0,3.1176470588235294,2.125,5.2
2.0,4.0,1.0,2.0588235294117645,2.125,5.8
2.0,3.0,1.0,5.235294117647059,2.125,5.8
2.0,2.0,1.0,4.705882352941176,2.125,5.8
2.0,4.0,1.0,3.6470588235294112,1.0,8.2
1.0,1.0,1.0,5.235294117647059,2.125,5.8
2.0,5.0,1.0,3.6470588235294112,1.0,2.2
2.0,3.0,1.0,5.235294117647059,2.125,6.4
2.0,3.0,1.0,3.1176470588235294,2.125,5.8
2.0,2.0,1.0,2.5882352941176467,2.125,5.8
2.0,2.0,1.0,5.235294117647059,2.125,5.2
1.0,3.0,2.0,3.1176470588235294,2.125,5.8
2.0,4.0,2.0,2.0588235294117645,2.125,5.2
1.0,4.0,1.0,2.5882352941176467,2.125,5.8
2.0,2.0,1.0,4.705882352941176,2.125,6.4
2.0,2.0,1.0,3.1176470588235294,2.125,5.8
2.0,5.0,1.0,2.5882352941176467,2.125,5.8
2.0,3.0,1.0,2.0588235294117645,2.125,5.8
2.0,4.0,1.0,1.5294117647058822,2.125,5.2
1.0,1.0,2.0,5.235294117647059,2.125,5.2
1.0,3.0,1.0,4.1764705882352935,2.125,5.8
1.0,2.0,1.0,5.235294117647059,1.0,6.4
2.0,1.0,1.0,3.1176470588235294,2.125,5.8
2.0,4.0,1.0,2.0588235294117645,1.0,1.6
2.0,2.0,2.0,4.1764705882352935,2.125,5.2
2.0,3.0,2.0,5.235294117647059,2.125,5.8
2.0,2.0,1.0,3.1176470588235294,2.125,2.8
2.0,4.0,1.0,4.1764705882352935,2.125,6.4
2.0,4.0,1.0,2.0588235294117645,2.125,5.2
2.0,4.0,1.0,4.705882352941176,2.125,7.6
1.0,4.0,2.0,3.1176470588235294,2.125,2.2
2.0,4.0,1.0,4.705882352941176,2.125,4.6
1.0,2.0,1.0,5.235294117647059,2.125,5.8
2.0,3.0,1.0,5.235294117647059,10.0,4.6
2.0,3.0,2.0,5.235294117647059,2.125,5.8
2.0,1.0,1.0,3.6470588235294112,2.125,4.6
2.0,3.0,1.0,1.5294117647058822,2.125,5.8
2.0,2.0,1.0,4.705882352941176,1.0,5.2
2.0,3.0,1.0,5.235294117647059,1.0,8.8
2.0,3.0,1.0,4.705882352941176,2.125,4.6
2.0,3.0,2.0,5.235294117647059,2.125,5.8
1.0,2.0,1.0,3.1176470588235294,1.0,5.2
2.0,5.0,1.0,4.1764705882352935,2.125,2.2
2.0,2.0,1.0,7.352941176470588,1.0,5.2
2.0,3.0,1.0,3.6470588235294112,2.125,5.8
2.0,4.0,1.0,2.5882352941176467,2.125,5.8
2.0,4.0,1.0,4.1764705882352935,2.125,5.2
2.0,3.0,2.0,4.1764705882352935,2.125,5.8
2.0,4.0,2.0,2.0588235294117645,2.125,6.4
2.0,3.0,1.0,5.235294117647059,2.125,5.8
1.0,4.0,1.0,2.5882352941176467,2.125,5.2
1.0,4.0,2.0,2.5882352941176467,2.125,4.6
2.0,3.0,1.0,3.6470588235294112,1.0,5.2
2.0,3.0,1.0,3.6470588235294112,2.125,4.6
1.0,4.0,1.0,2.5882352941176467,2.125,5.2
2.0,1.0,1.0,4.1764705882352935,2.125,5.2
1.0,2.0,1.0,2.5882352941176467,2.125,9.4
2.0,2.0,4.0,2.5882352941176467,2.125,6.4
2.0,3.0,2.0,3.6470588235294112,2.125,5.2
2.0,2.0,1.0,5.235294117647059,2.125,4.6
2.0,3.0,1.0,2.0588235294117645,2.125,5.2
2.0,2.0,2.0,4.705882352941176,2.125,5.8
2.0,2.0,1.0,4.1764705882352935,2.125,5.8
1.0,5.0,2.0,3.1176470588235294,1.0,4.6
1.0,4.0,3.0,2.5882352941176467,10.0,4.6
2.0,4.0,1.0,4.1764705882352935,2.125,4.6
2.0,2.0,1.0,5.235294117647059,2.125,5.8
2.0,3.0,2.0,4.1764705882352935,2.125,1.6
2.0,1.0,1.0,4.705882352941176,2.125,5.2
2.0,3.0,1.0,5.235294117647059,1.0,8.2
2.0,4.0,1.0,3.6470588235294112,2.125,4.6
1.0,3.0,1.0,4.705882352941176,2.125,5.2
2.0,1.0,1.0,4.1764705882352935,2.125,4.6
1.0,3.0,3.0,3.6470588235294112,2.125,4.6
2.0,2.0,1.0,4.1764705882352935,2.125,5.2
2.0,3.0,2.0,4.1764705882352935,2.125,5.2
2.0,2.0,1.0,5.235294117647059,2.125,5.2
2.0,4.0,3.0,3.1176470588235294,2.125,5.8
1.0,2.0,1.0,2.5882352941176467,1.0,8.8
2.0,3.0,2.0,4.705882352941176,2.125,4.6
1.0,3.0,1.0,4.1764705882352935,1.0,7.6
2.0,2.0,1.0,6.823529411764706,2.125,5.8
1.0,4.0,2.0,3.6470588235294112,2.125,5.8
2.0,3.0,1.0,4.705882352941176,2.125,1.6
2.0,3.0,1.0,4.705882352941176,2.125,5.2
2.0,1.0,4.0,5.235294117647059,2.125,6.4
2.0,4.0,1.0,3.6470588235294112,2.125,4.6
2.0,2.0,4.0,5.235294117647059,2.125,5.2
2.0,2.0,1.0,5.235294117647059,2.125,4.6
2.0,1.0,4.0,4.1764705882352935,2.125,5.2
2.0,3.0,2.0,3.6470588235294112,2.125,4.6
2.0,4.0,2.0,3.6470588235294112,2.125,5.2
2.0,3.0,4.0,4.705882352941176,10.0,7.0
2.0,3.0,1.0,4.1764705882352935,2.125,5.2
2.0,1.0,4.0,2.5882352941176467,2.125,4.0
2.0,2.0,1.0,6.823529411764706,2.125,5.2
1.0,1.0,4.0,4.705882352941176,2.125,5.8
2.0,3.0,1.0,5.764705882352941,2.125,5.2
1.0,4.0,3.0,3.1176470588235294,2.125,5.8
2.0,4.0,1.0,3.1176470588235294,2.125,5.2
1.0,3.0,4.0,4.1764705882352935,2.125,5.2
1.0,4.0,1.0,3.6470588235294112,2.125,5.8
2.0,4.0,4.0,3.6470588235294112,2.125,4.6
2.0,2.0,3.0,3.6470588235294112,2.125,5.8
1.0,4.0,1.0,4.705882352941176,2.125,5.2
2.0,3.0,4.0,3.1176470588235294,2.125,5.2
2.0,2.0,4.0,4.1764705882352935,2.125,5.2
1.0,3.0,1.0,4.1764705882352935,2.125,5.8
2.0,3.0,2.0,2.5882352941176467,2.125,7.0
2.0,3.0,3.0,3.1176470588235294,2.125,5.8
1.0,4.0,4.0,3.6470588235294112,1.0,6.4
2.0,3.0,1.0,3.1176470588235294,2.125,1.6
2.0,4.0,1.0,3.1176470588235294,2.125,7.0
2.0,3.0,4.0,3.6470588235294112,1.0,4.6
1.0,4.0,2.0,3.1176470588235294,2.125,5.2
2.0,4.0,2.0,4.1764705882352935,10.0,6.4
2.0,4.0,4.0,4.1764705882352935,2.125,7.0
1.0,4.0,4.0,4.1764705882352935,2.125,5.8
2.0,2.0,1.0,2.5882352941176467,2.125,6.4
2.0,4.0,4.0,3.1176470588235294,1.0,7.0
2.0,3.0,3.0,2.5882352941176467,2.125,5.8
2.0,4.0,1.0,4.1764705882352935,1.0,5.2
2.0,4.0,1.0,3.6470588235294112,1.0,5.8
1.0,1.0,4.0,3.1176470588235294,2.125,7.0
2.0,1.0,2.0,2.0588235294117645,2.125,5.8
2.0,3.0,2.0,5.235294117647059,2.125,7.0
1.0,4.0,4.0,4.1764705882352935,2.125,3.4
1.0,3.0,1.0,5.235294117647059,1.0,5.8
2.0,1.0,3.0,3.1176470588235294,2.125,1.6
1.0,1.0,4.0,4.1764705882352935,2.125,6.4
2.0,3.0,2.0,2.5882352941176467,2.125,4.6
2.0,4.0,1.0,5.235294117647059,2.125,4.0
2.0,1.0,4.0,4.705882352941176,2.125,7.0
2.0,2.0,3.0,2.0588235294117645,2.125,5.2
2.0,3.0,2.0,4.705882352941176,2.125,5.8
2.0,2.0,3.0,4.705882352941176,2.125,5.2
2.0,2.0,2.0,4.1764705882352935,2.125,7.0
2.0,4.0,1.0,2.5882352941176467,2.125,4.6
2.0,3.0,4.0,3.6470588235294112,2.125,7.0
1.0,4.0,4.0,3.6470588235294112,2.125,6.4
1.0,3.0,4.0,2.5882352941176467,2.125,4.6
1.0,2.0,1.0,3.6470588235294112,2.125,5.2
2.0,2.0,4.0,4.1764705882352935,2.125,6.4
2.0,1.0,3.0,4.705882352941176,2.125,4.6
2.0,4.0,4.0,4.1764705882352935,2.125,7.0
2.0,3.0,1.0,4.705882352941176,2.125,9.4
2.0,4.0,2.0,3.1176470588235294,2.125,7.0
1.0,3.0,2.0,4.1764705882352935,2.125,4.6
2.0,4.0,3.0,3.6470588235294112,2.125,4.6
1.0,4.0,1.0,4.1764705882352935,2.125,6.4
1.0,3.0,1.0,2.5882352941176467,2.125,6.4
1.0,4.0,1.0,2.0588235294117645,2.125,5.8
2.0,3.0,3.0,5.235294117647059,2.125,4.6
1.0,4.0,1.0,3.6470588235294112,1.0,6.4
2.0,4.0,3.0,4.1764705882352935,2.125,5.2
2.0,4.0,2.0,3.1176470588235294,2.125,5.8
2.0,2.0,1.0,2.5882352941176467,2.125,5.8
2.0,2.0,1.0,4.705882352941176,1.0,5.2
1.0,3.0,4.0,5.235294117647059,1.0,5.2
1.0,4.0,1.0,2.5882352941176467,1.0,9.4
2.0,4.0,1.0,3.6470588235294112,2.125,5.8
2.0,3.0,2.0,3.1176470588235294,2.125,5.8
2.0,3.0,1.0,4.1764705882352935,2.125,7.6
2.0,1.0,1.0,3.6470588235294112,2.125,6.4
2.0,3.0,1.0,4.705882352941176,2.125,5.2
1.0,5.0,1.0,2.5882352941176467,2.125,5.2
2.0,3.0,1.0,4.705882352941176,2.125,5.8
1.0,4.0,3.0,3.1176470588235294,1.0,1.6
2.0,4.0,1.0,4.1764705882352935,2.125,5.2
2.0,2.0,3.0,5.235294117647059,2.125,5.8
2.0,3.0,3.0,5.235294117647059,2.125,4.6
2.0,1.0,1.0,1.5294117647058822,2.125,7.6
2.0,3.0,1.0,2.0588235294117645,2.125,4.6
1.0,3.0,1.0,2.5882352941176467,1.0,5.8
1.0,3.0,3.0,2.5882352941176467,2.125,5.8
2.0,4.0,1.0,5.235294117647059,2.125,4.6
2.0,1.0,1.0,2.5882352941176467,2.125,5.8
2.0,2.0,2.0,3.6470588235294112,2.125,4.0
1.0,4.0,3.0,3.6470588235294112,2.125,6.4
2.0,5.0,3.0,4.705882352941176,2.125,5.2
2.0,1.0,1.0,5.235294117647059,2.125,5.2
2.0,3.0,1.0,5.235294117647059,2.125,5.2
2.0,1.0,1.0,5.235294117647059,2.125,5.8
1.0,5.0,3.0,3.1176470588235294,2.125,5.2
2.0,3.0,2.0,3.6470588235294112,2.125,9.4
2.0,1.0,1.0,2.5882352941176467,2.125,4.6
2.0,2.0,1.0,3.1176470588235294,2.125,4.6
2.0,3.0,2.0,4.705882352941176,2.125,8.2
2.0,3.0,1.0,2.0588235294117645,2.125,5.2
1.0,2.0,3.0,4.705882352941176,1.0,6.4
2.0,4.0,1.0,3.1176470588235294,2.125,2.2
2.0,2.0,1.0,3.6470588235294112,2.125,4.6
1.0,4.0,1.0,1.5294117647058822,2.125,5.2
2.0,2.0,1.0,3.6470588235294112,2.125,4.6
2.0,2.0,1.0,3.6470588235294112,2.125,5.2
1.0,1.0,1.0,3.1176470588235294,2.125,6.4
2.0,1.0,1.0,4.1764705882352935,2.125,6.4
2.0,3.0,1.0,2.5882352941176467,2.125,5.8
1.0,2.0,1.0,4.1764705882352935,1.0,5.8
2.0,2.0,3.0,2.0588235294117645,2.125,5.2
2.0,3.0,1.0,3.1176470588235294,1.0,5.8
2.0,3.0,1.0,2.5882352941176467,2.125,5.8
2.0,2.0,3.0,2.0588235294117645,2.125,5.2
1.0,3.0,3.0,4.705882352941176,1.0,4.6
1.0,2.0,1.0,4.1764705882352935,10.0,5.2
1.0,3.0,1.0,5.235294117647059,1.0,5.8
2.0,2.0,1.0,3.1176470588235294,2.125,5.8
1.0,2.0,1.0,4.1764705882352935,1.0,5.2
2.0,1.0,1.0,5.235294117647059,2.125,5.2
2.0,3.0,3.0,2.5882352941176467,2.125,7.6
2.0,3.0,3.0,3.6470588235294112,2.125,5.2
2.0,1.0,4.0,4.1764705882352935,10.0,8.8
2.0,3.0,1.0,2.0588235294117645,1.0,5.2
2.0,2.0,3.0,5.235294117647059,2.125,5.8
2.0,3.0,3.0,2.0588235294117645,2.125,5.8
1.0,3.0,4.0,4.705882352941176,1.0,8.2
2.0,1.0,4.0,3.6470588235294112,1.0,6.4
1.0,3.0,1.0,4.1764705882352935,2.125,6.4
2.0,3.0,3.0,4.705882352941176,2.125,4.6
2.0,4.0,3.0,2.5882352941176467,2.125,5.8
2.0,1.0,3.0,4.1764705882352935,2.125,5.8
2.0,2.0,3.0,4.705882352941176,2.125,4.6
1.0,3.0,3.0,2.5882352941176467,2.125,5.8
2.0,3.0,3.0,4.1764705882352935,2.125,4.6
1.0,4.0,3.0,3.1176470588235294,2.125,5.8
1.0,3.0,1.0,3.6470588235294112,1.0,8.2
2.0,4.0,3.0,3.6470588235294112,2.125,4.6
2.0,3.0,4.0,5.235294117647059,2.125,4.6
1.0,3.0,1.0,5.235294117647059,1.0,5.2
1.0,4.0,3.0,3.1176470588235294,2.125,4.6
1.0,2.0,3.0,2.5882352941176467,2.125,5.2
1.0,2.0,2.0,5.235294117647059,2.125,5.2
1.0,4.0,3.0,4.705882352941176,2.125,4.6
1.0,4.0,3.0,2.0588235294117645,1.0,7.0
2.0,2.0,4.0,3.1176470588235294,2.125,7.0
1.0,3.0,3.0,4.705882352941176,1.0,4.6
1.0,3.0,3.0,2.5882352941176467,2.125,2.8
1.0,4.0,1.0,3.1176470588235294,2.125,5.8
1.0,4.0,3.0,3.1176470588235294,1.0,5.8
2.0,2.0,4.0,3.6470588235294112,2.125,5.2
2.0,3.0,3.0,2.5882352941176467,2.125,5.2
1.0,4.0,3.0,4.705882352941176,2.125,5.2
2.0,1.0,2.0,3.1176470588235294,2.125,5.8
1.0,2.0,4.0,5.235294117647059,2.125,5.2
2.0,2.0,2.0,5.235294117647059,2.125,6.4
2.0,4.0,3.0,2.5882352941176467,2.125,6.4
1.0,3.0,2.0,3.1176470588235294,2.125,2.8
2.0,2.0,4.0,4.1764705882352935,2.125,5.2
2.0,5.0,3.0,1.5294117647058822,2.125,5.8
2.0,3.0,3.0,2.5882352941176467,2.125,6.4
2.0,3.0,2.0,5.235294117647059,2.125,6.4
2.0,2.0,4.0,3.1176470588235294,2.125,5.2
1.0,3.0,2.0,3.1176470588235294,1.0,5.8
2.0,1.0,1.0,4.705882352941176,2.125,5.8
2.0,5.0,2.0,5.235294117647059,2.125,5.8
1.0,4.0,1.0,4.705882352941176,1.0,7.0
2.0,4.0,3.0,1.5294117647058822,2.125,5.2
1.0,4.0,1.0,3.6470588235294112,1.0,6.4
1.0,4.0,2.0,3.6470588235294112,2.125,5.2
2.0,4.0,3.0,5.235294117647059,2.125,5.2
2.0,4.0,2.0,4.1764705882352935,2.125,3.4
2.0,1.0,1.0,4.1764705882352935,2.125,5.2
1.0,4.0,4.0,3.1176470588235294,2.125,5.2
2.0,2.0,1.0,4.1764705882352935,2.125,5.2
2.0,3.0,2.0,5.235294117647059,2.125,5.2
2.0,3.0,2.0,4.705882352941176,2.125,4.6
1.0,4.0,1.0,3.1176470588235294,1.0,6.4
2.0,1.0,1.0,4.1764705882352935,2.125,5.8
2.0,2.0,3.0,3.1176470588235294,2.125,5.8
2.0,4.0,3.0,3.1176470588235294,2.125,5.8
2.0,3.0,1.0,3.6470588235294112,2.125,4.6
