sexo,escol,Tam_loc,agg_judicial_institutional_trust,agg_law_compliance_motivation,agg_legal_cynicism_extrajudicial_justice,agg_police_trust_and_legitimacy
2.0,4.0,4.0,,6.294117647058823,2.8,1.0
2.0,4.0,4.0,,5.764705882352941,3.6999999999999997,2.125
1.0,4.0,4.0,,6.294117647058823,3.6999999999999997,1.0
1.0,4.0,4.0,,7.352941176470588,3.6999999999999997,1.0
2.0,3.0,4.0,,6.823529411764706,5.7250000000000005,1.0
1.0,4.0,4.0,2.3125,5.235294117647059,2.575,1.0
1.0,4.0,4.0,2.5,6.823529411764706,3.475,2.125
2.0,4.0,4.0,,5.235294117647059,3.025,2.125
2.0,3.0,4.0,2.125,5.764705882352941,2.125,2.125
1.0,2.0,4.0,2.6875,5.235294117647059,2.8,2.125
1.0,4.0,4.0,,4.705882352941177,3.025,2.125
2.0,4.0,4.0,,4.1764705882352935,3.9250000000000003,2.125
2.0,3.0,2.0,2.6875,4.705882352941177,2.8,2.125
1.0,3.0,2.0,3.8125,5.235294117647059,3.025,2.125
2.0,3.0,2.0,3.25,2.5882352941176467,1.45,3.25
1.0,1.0,2.0,2.875,5.764705882352941,2.35,4.375
2.0,2.0,2.0,4.375,6.294117647058823,4.825,4.375
1.0,2.0,2.0,3.0625,5.764705882352941,2.575,3.25
1.0,3.0,2.0,3.0625,5.235294117647059,3.6999999999999997,2.125
2.0,3.0,2.0,3.25,8.411764705882353,3.9250000000000003,2.125
1.0,4.0,2.0,3.625,7.352941176470588,3.25,1.0
2.0,3.0,2.0,,6.294117647058823,2.35,3.25
1.0,3.0,2.0,,7.352941176470588,2.8,3.25
1.0,3.0,2.0,,7.882352941176471,2.35,3.25
1.0,4.0,2.0,1.9375,7.352941176470588,2.125,2.125
1.0,4.0,2.0,1.5625,4.705882352941177,1.675,2.125
1.0,3.0,2.0,,7.352941176470588,3.025,2.125
1.0,3.0,2.0,3.4375,5.764705882352941,2.125,3.25
2.0,3.0,2.0,,5.235294117647059,5.05,2.125
2.0,2.0,2.0,1.9375,5.235294117647059,3.25,1.0
1.0,4.0,2.0,4.1875,5.235294117647059,5.7250000000000005,2.125
2.0,3.0,2.0,6.4375,5.764705882352941,4.6,2.125
1.0,4.0,2.0,4.375,4.705882352941177,2.575,2.125
1.0,4.0,2.0,4.1875,5.764705882352941,3.475,3.25
1.0,4.0,2.0,3.625,3.6470588235294117,1.9,2.125
1.0,2.0,2.0,,5.764705882352941,1.45,2.125
2.0,5.0,1.0,2.875,5.764705882352941,2.575,1.0
1.0,4.0,1.0,,5.235294117647059,3.025,2.125
1.0,4.0,1.0,,4.705882352941177,2.575,2.125
1.0,3.0,1.0,3.25,,2.8,3.25
2.0,3.0,1.0,3.0625,5.764705882352941,2.8,3.25
1.0,2.0,1.0,6.4375,4.705882352941177,2.8,2.125
1.0,5.0,1.0,,7.882352941176471,6.175,1.0
2.0,4.0,1.0,6.0625,1.5294117647058822,3.25,4.375
2.0,1.0,1.0,,5.764705882352941,3.475,1.0
1.0,4.0,1.0,,4.1764705882352935,2.8,2.125
2.0,3.0,1.0,,4.705882352941177,3.475,2.125
1.0,3.0,1.0,,4.705882352941177,2.575,2.125
2.0,4.0,1.0,2.875,,2.575,2.125
1.0,2.0,1.0,,6.294117647058823,4.825,1.0
2.0,5.0,1.0,,,3.9250000000000003,2.125
2.0,3.0,1.0,3.25,3.6470588235294117,2.8,3.25
1.0,4.0,1.0,,4.705882352941177,5.2749999999999995,2.125
2.0,4.0,1.0,,3.6470588235294117,3.025,4.375
1.0,4.0,1.0,3.4375,4.705882352941177,3.6999999999999997,4.375
2.0,4.0,1.0,3.4375,4.1764705882352935,3.25,3.25
2.0,3.0,1.0,3.4375,5.235294117647059,3.25,3.25
2.0,3.0,1.0,,3.6470588235294117,2.125,4.375
2.0,9.0,1.0,2.6875,6.294117647058823,1.9,4.375
2.0,3.0,1.0,1.375,6.294117647058823,1.45,2.125
1.0,4.0,1.0,2.3125,5.235294117647059,2.575,2.125
2.0,3.0,1.0,2.125,4.1764705882352935,3.25,2.125
1.0,4.0,1.0,,4.705882352941177,5.7250000000000005,1.0
2.0,3.0,1.0,3.25,7.882352941176471,3.025,1.0
2.0,3.0,1.0,4.0,6.823529411764706,2.8,2.125
1.0,3.0,1.0,2.6875,6.294117647058823,2.8,1.0
1.0,3.0,1.0,,4.705882352941177,2.8,2.125
2.0,4.0,1.0,2.875,7.882352941176471,3.9250000000000003,4.375
2.0,2.0,1.0,2.6875,4.1764705882352935,3.475,2.125
2.0,3.0,1.0,2.3125,6.294117647058823,2.8,2.125
1.0,4.0,1.0,2.125,6.294117647058823,2.35,3.25
2.0,3.0,1.0,2.3125,6.294117647058823,4.375,2.125
2.0,4.0,1.0,,5.235294117647059,2.8,1.0
2.0,4.0,1.0,,5.235294117647059,3.9250000000000003,1.0
2.0,3.0,1.0,10.0,,10.0,10.0
2.0,5.0,1.0,4.0,7.352941176470588,4.15,1.0
1.0,5.0,1.0,3.4375,6.294117647058823,1.9,1.0
2.0,3.0,1.0,2.6875,6.823529411764706,4.375,1.0
1.0,3.0,1.0,,6.823529411764706,4.825,2.125
2.0,4.0,1.0,2.875,6.294117647058823,5.95,2.125
1.0,3.0,1.0,2.875,8.411764705882353,2.575,2.125
1.0,3.0,1.0,2.3125,5.235294117647059,4.375,1.0
2.0,4.0,1.0,2.125,5.235294117647059,2.125,3.25
2.0,3.0,1.0,2.5,5.764705882352941,4.375,2.125
2.0,3.0,3.0,3.0625,7.352941176470588,1.675,3.25
1.0,1.0,3.0,2.5,7.352941176470588,1.675,2.125
1.0,2.0,3.0,2.875,6.294117647058823,3.25,2.125
2.0,1.0,3.0,4.0,6.294117647058823,2.8,3.25
2.0,2.0,3.0,,5.764705882352941,4.15,2.125
1.0,1.0,3.0,,7.882352941176471,3.9250000000000003,1.0
1.0,3.0,3.0,,5.764705882352941,3.475,1.0
2.0,2.0,3.0,,6.294117647058823,3.475,1.0
2.0,4.0,3.0,,5.235294117647059,2.35,2.125
1.0,3.0,3.0,1.375,5.235294117647059,3.9250000000000003,2.125
1.0,1.0,3.0,,,1.9,1.0
2.0,2.0,3.0,1.1875,6.823529411764706,3.025,2.125
1.0,3.0,3.0,2.875,7.352941176470588,3.6999999999999997,2.125
2.0,3.0,3.0,3.25,5.235294117647059,2.125,2.125
1.0,1.0,3.0,,6.294117647058823,2.35,1.0
2.0,2.0,3.0,3.0625,6.294117647058823,2.575,3.25
1.0,1.0,3.0,2.5,6.823529411764706,3.9250000000000003,1.0
1.0,2.0,3.0,3.0625,6.294117647058823,4.6,1.0
2.0,5.0,3.0,,4.705882352941177,3.025,1.0
1.0,1.0,3.0,,4.705882352941177,3.475,2.125
1.0,3.0,3.0,5.125,4.1764705882352935,2.125,4.375
2.0,3.0,3.0,1.1875,6.294117647058823,5.5,1.0
2.0,1.0,3.0,,4.705882352941177,2.8,3.25
1.0,2.0,3.0,3.0625,4.705882352941177,1.9,1.0
1.0,1.0,1.0,4.75,5.764705882352941,5.5,1.0
2.0,3.0,1.0,4.9375,6.294117647058823,5.7250000000000005,1.0
2.0,2.0,1.0,2.875,4.705882352941177,3.025,2.125
1.0,3.0,1.0,4.1875,4.705882352941177,1.9,2.125
1.0,3.0,1.0,3.8125,6.294117647058823,4.375,2.125
2.0,3.0,1.0,,7.882352941176471,2.575,2.125
2.0,4.0,1.0,3.25,4.705882352941177,3.25,3.25
1.0,5.0,1.0,3.625,5.235294117647059,2.575,2.125
2.0,4.0,1.0,4.1875,5.235294117647059,2.575,4.375
1.0,1.0,1.0,2.6875,4.1764705882352935,4.375,4.375
2.0,1.0,1.0,,6.823529411764706,2.125,2.125
1.0,1.0,1.0,3.0625,5.764705882352941,3.475,3.25
2.0,3.0,1.0,3.625,5.235294117647059,3.9250000000000003,2.125
2.0,4.0,1.0,4.9375,5.235294117647059,5.5,1.0
1.0,2.0,1.0,4.75,5.764705882352941,5.2749999999999995,1.0
1.0,3.0,1.0,,4.705882352941177,4.375,3.25
1.0,4.0,1.0,2.125,6.823529411764706,2.8,3.25
2.0,2.0,1.0,1.75,6.294117647058823,2.575,2.125
2.0,4.0,1.0,3.0625,5.235294117647059,2.575,2.125
1.0,4.0,1.0,3.625,5.235294117647059,3.025,2.125
2.0,3.0,1.0,,7.352941176470588,2.8,2.125
1.0,3.0,1.0,,4.1764705882352935,4.6,3.25
1.0,2.0,1.0,,5.764705882352941,2.575,2.125
2.0,1.0,1.0,3.8125,1.0,5.7250000000000005,4.375
1.0,3.0,1.0,,4.705882352941177,2.575,1.0
1.0,4.0,1.0,,5.235294117647059,2.8,1.0
2.0,3.0,1.0,,5.764705882352941,1.675,1.0
1.0,3.0,1.0,,6.823529411764706,4.375,2.125
1.0,4.0,1.0,,6.294117647058823,5.5,2.125
1.0,4.0,1.0,2.6875,3.6470588235294117,3.6999999999999997,2.125
1.0,3.0,1.0,1.9375,5.764705882352941,1.9,2.125
1.0,3.0,1.0,1.9375,5.235294117647059,2.125,2.125
2.0,3.0,1.0,,5.764705882352941,2.575,1.0
2.0,3.0,1.0,2.5,5.235294117647059,4.375,1.0
2.0,4.0,1.0,,5.764705882352941,3.025,2.125
1.0,4.0,1.0,,4.705882352941177,2.575,1.0
2.0,3.0,1.0,,5.764705882352941,2.575,1.0
1.0,4.0,1.0,,5.764705882352941,2.575,1.0
1.0,4.0,1.0,,5.764705882352941,2.8,1.0
2.0,4.0,1.0,,4.705882352941177,3.6999999999999997,2.125
1.0,3.0,1.0,,3.6470588235294117,3.25,2.125
2.0,3.0,1.0,1.75,5.764705882352941,2.575,2.125
2.0,4.0,1.0,,5.764705882352941,2.35,3.25
1.0,3.0,1.0,1.9375,6.823529411764706,2.35,3.25
2.0,3.0,1.0,4.5625,5.764705882352941,3.6999999999999997,3.25
1.0,3.0,1.0,,3.6470588235294117,2.35,3.25
2.0,4.0,1.0,2.125,3.6470588235294117,2.35,2.125
1.0,3.0,1.0,1.9375,4.1764705882352935,2.35,4.375
2.0,4.0,2.0,2.125,5.764705882352941,3.25,1.0
2.0,3.0,2.0,2.125,5.764705882352941,3.25,1.0
1.0,3.0,2.0,,5.235294117647059,4.15,2.125
1.0,4.0,2.0,,5.235294117647059,4.15,2.125
2.0,2.0,2.0,,6.294117647058823,4.15,1.0
1.0,3.0,2.0,,5.235294117647059,4.15,2.125
1.0,3.0,2.0,,5.764705882352941,3.6999999999999997,2.125
2.0,3.0,2.0,,5.235294117647059,2.35,2.125
2.0,2.0,2.0,2.5,7.352941176470588,3.475,2.125
1.0,4.0,2.0,2.3125,6.294117647058823,2.35,1.0
2.0,3.0,2.0,2.5,4.705882352941177,2.125,1.0
2.0,2.0,2.0,2.125,5.764705882352941,1.9,1.0
1.0,3.0,2.0,,2.5882352941176467,3.25,2.125
1.0,2.0,2.0,,5.235294117647059,3.025,2.125
2.0,4.0,2.0,,5.764705882352941,2.8,2.125
2.0,3.0,2.0,3.625,4.705882352941177,4.375,10.0
1.0,2.0,2.0,3.8125,4.705882352941177,3.25,2.125
2.0,3.0,2.0,,3.1176470588235294,2.8,2.125
1.0,3.0,2.0,,4.705882352941177,5.2749999999999995,2.125
1.0,4.0,2.0,2.125,5.764705882352941,2.575,1.0
2.0,3.0,2.0,,3.6470588235294117,3.25,2.125
1.0,4.0,2.0,2.3125,4.705882352941177,2.8,2.125
2.0,3.0,2.0,2.5,4.705882352941177,2.8,2.125
2.0,3.0,2.0,3.0625,3.6470588235294117,4.15,2.125
2.0,3.0,3.0,,5.764705882352941,2.35,2.125
1.0,4.0,3.0,,5.764705882352941,2.575,1.0
1.0,4.0,3.0,,5.235294117647059,5.2749999999999995,2.125
1.0,4.0,3.0,,5.235294117647059,3.475,1.0
1.0,3.0,3.0,,5.764705882352941,3.25,2.125
2.0,3.0,3.0,,6.294117647058823,3.475,2.125
2.0,4.0,3.0,4.5625,5.764705882352941,4.15,1.0
1.0,3.0,3.0,2.875,5.235294117647059,2.575,1.0
2.0,3.0,3.0,,6.294117647058823,4.825,2.125
2.0,2.0,3.0,,5.235294117647059,4.15,2.125
2.0,4.0,3.0,2.125,4.705882352941177,2.35,2.125
2.0,3.0,3.0,3.4375,6.294117647058823,3.9250000000000003,2.125
2.0,3.0,3.0,5.6875,5.764705882352941,4.375,4.375
1.0,3.0,3.0,4.375,5.235294117647059,5.2749999999999995,4.375
2.0,5.0,3.0,3.25,6.823529411764706,4.15,1.0
2.0,4.0,3.0,,7.352941176470588,5.2749999999999995,2.125
1.0,3.0,3.0,,5.235294117647059,2.575,1.0
1.0,3.0,3.0,,6.823529411764706,2.35,3.25
1.0,5.0,3.0,1.5625,3.6470588235294117,2.8,4.375
2.0,3.0,3.0,1.5625,3.6470588235294117,1.9,4.375
2.0,3.0,3.0,,4.1764705882352935,2.125,2.125
2.0,4.0,3.0,3.0625,3.6470588235294117,1.675,3.25
2.0,3.0,3.0,,3.6470588235294117,3.475,2.125
1.0,4.0,3.0,3.0625,4.1764705882352935,2.575,3.25
2.0,4.0,1.0,3.625,4.705882352941177,2.125,2.125
2.0,3.0,1.0,3.25,4.705882352941177,2.8,8.875
1.0,1.0,1.0,2.6875,10.0,3.25,1.0
2.0,4.0,1.0,3.625,6.823529411764706,3.025,3.25
1.0,3.0,1.0,2.5,1.0,2.35,4.375
2.0,3.0,1.0,3.4375,5.235294117647059,2.575,2.125
1.0,5.0,1.0,,9.470588235294118,2.8,3.25
2.0,2.0,1.0,5.125,5.764705882352941,4.15,3.25
2.0,3.0,1.0,5.125,5.764705882352941,5.7250000000000005,1.0
1.0,1.0,1.0,4.375,7.352941176470588,2.35,4.375
2.0,1.0,1.0,6.25,7.352941176470588,4.375,2.125
2.0,3.0,1.0,5.875,4.705882352941177,4.6,3.25
1.0,4.0,1.0,2.125,4.1764705882352935,2.35,1.0
2.0,3.0,1.0,2.5,3.6470588235294117,2.8,2.125
1.0,2.0,1.0,3.25,2.0588235294117645,3.025,4.375
2.0,1.0,1.0,3.0625,7.352941176470588,2.35,2.125
2.0,1.0,1.0,,6.294117647058823,3.025,3.25
2.0,2.0,1.0,3.625,4.705882352941177,3.25,3.25
2.0,5.0,1.0,3.0625,1.0,2.575,2.125
1.0,2.0,1.0,3.625,4.1764705882352935,3.025,2.125
2.0,3.0,1.0,7.0,4.1764705882352935,4.6,4.375
1.0,5.0,1.0,,3.1176470588235294,2.8,3.25
1.0,3.0,1.0,3.625,7.352941176470588,3.25,3.25
2.0,3.0,1.0,,7.882352941176471,4.15,2.125
2.0,3.0,1.0,,4.705882352941177,4.375,2.125
1.0,4.0,1.0,2.5,5.764705882352941,2.575,2.125
2.0,4.0,1.0,,5.764705882352941,3.475,2.125
1.0,5.0,1.0,,5.764705882352941,3.025,2.125
1.0,4.0,1.0,2.125,7.882352941176471,3.25,2.125
1.0,4.0,1.0,4.0,5.235294117647059,2.8,2.125
2.0,4.0,1.0,,6.823529411764706,3.475,3.25
2.0,4.0,1.0,,6.294117647058823,4.15,1.0
1.0,5.0,1.0,,5.235294117647059,3.475,2.125
1.0,3.0,1.0,,4.705882352941177,5.7250000000000005,2.125
2.0,4.0,1.0,,5.764705882352941,3.475,2.125
2.0,4.0,1.0,3.25,5.235294117647059,2.125,2.125
2.0,3.0,1.0,,3.6470588235294117,2.575,2.125
1.0,4.0,1.0,2.5,4.1764705882352935,3.475,2.125
2.0,4.0,1.0,,6.823529411764706,2.575,2.125
1.0,2.0,1.0,,,3.25,3.25
1.0,1.0,1.0,4.0,5.764705882352941,3.9250000000000003,3.25
2.0,2.0,1.0,,4.1764705882352935,2.35,3.25
2.0,3.0,1.0,,5.235294117647059,3.9250000000000003,1.0
1.0,3.0,1.0,,5.235294117647059,3.6999999999999997,4.375
1.0,4.0,1.0,,3.1176470588235294,3.9250000000000003,4.375
2.0,3.0,1.0,2.125,4.705882352941177,3.025,2.125
2.0,4.0,1.0,,5.235294117647059,3.9250000000000003,2.125
1.0,4.0,1.0,1.75,9.470588235294118,2.8,2.125
2.0,3.0,4.0,2.3125,6.294117647058823,2.575,2.125
1.0,1.0,4.0,,4.705882352941177,1.9,3.25
1.0,3.0,4.0,2.5,7.352941176470588,3.025,3.25
2.0,3.0,4.0,3.25,5.764705882352941,3.025,3.25
2.0,2.0,4.0,,7.882352941176471,3.6999999999999997,3.25
2.0,2.0,4.0,2.3125,5.764705882352941,2.575,1.0
1.0,2.0,4.0,3.625,5.764705882352941,3.25,1.0
1.0,3.0,4.0,,4.1764705882352935,5.5,3.25
2.0,1.0,4.0,1.1875,5.764705882352941,2.8,1.0
1.0,3.0,4.0,2.875,7.882352941176471,2.125,2.125
1.0,2.0,4.0,,6.294117647058823,2.575,2.125
1.0,3.0,4.0,3.0625,6.823529411764706,2.8,1.0
1.0,3.0,4.0,2.5,6.294117647058823,1.9,2.125
1.0,4.0,4.0,2.5,4.705882352941177,2.125,3.25
2.0,2.0,4.0,2.125,4.705882352941177,1.675,3.25
1.0,2.0,4.0,3.25,7.352941176470588,3.25,3.25
2.0,4.0,4.0,2.875,6.823529411764706,4.825,3.25
2.0,2.0,4.0,,7.352941176470588,3.6999999999999997,2.125
1.0,3.0,4.0,,7.352941176470588,4.6,3.25
1.0,2.0,4.0,2.6875,6.294117647058823,2.125,3.25
2.0,1.0,4.0,2.125,6.294117647058823,2.125,4.375
1.0,2.0,4.0,1.9375,5.764705882352941,1.2249999999999999,4.375
2.0,2.0,4.0,1.9375,4.705882352941177,1.9,4.375
1.0,4.0,4.0,2.3125,4.705882352941177,1.675,4.375
2.0,5.0,4.0,,3.6470588235294117,2.125,3.25
2.0,4.0,4.0,2.875,4.705882352941177,2.125,4.375
2.0,4.0,4.0,1.75,5.235294117647059,1.9,3.25
1.0,5.0,1.0,2.3125,5.764705882352941,2.35,1.0
2.0,4.0,1.0,2.3125,6.294117647058823,2.8,2.125
2.0,4.0,1.0,2.5,5.235294117647059,2.8,2.125
1.0,5.0,1.0,,4.705882352941177,2.575,1.0
1.0,3.0,1.0,,5.235294117647059,2.35,3.25
1.0,4.0,1.0,2.875,4.705882352941177,2.8,4.375
2.0,2.0,1.0,3.8125,4.1764705882352935,2.125,1.0
2.0,2.0,1.0,1.75,4.705882352941177,1.45,2.125
1.0,5.0,1.0,1.75,5.764705882352941,1.9,2.125
2.0,3.0,1.0,1.75,6.294117647058823,1.45,2.125
1.0,3.0,1.0,2.5,4.1764705882352935,1.45,3.25
2.0,2.0,1.0,2.5,5.764705882352941,2.35,3.25
2.0,2.0,1.0,2.125,5.235294117647059,1.675,2.125
1.0,3.0,1.0,1.9375,6.823529411764706,2.575,3.25
2.0,3.0,1.0,1.9375,7.352941176470588,1.675,3.25
2.0,3.0,1.0,1.75,8.411764705882353,4.6,2.125
1.0,2.0,1.0,1.75,5.235294117647059,2.35,1.0
1.0,3.0,1.0,2.125,5.764705882352941,2.35,2.125
1.0,4.0,1.0,2.6875,5.764705882352941,3.25,4.375
2.0,3.0,1.0,2.6875,5.764705882352941,2.575,4.375
1.0,2.0,1.0,1.9375,4.705882352941177,1.9,2.125
2.0,4.0,1.0,2.3125,4.705882352941177,1.675,2.125
1.0,4.0,1.0,1.75,5.235294117647059,1.9,2.125
2.0,3.0,1.0,2.125,6.294117647058823,2.35,2.125
2.0,3.0,3.0,2.3125,3.1176470588235294,3.475,2.125
1.0,2.0,3.0,1.9375,3.6470588235294117,3.25,2.125
2.0,1.0,3.0,2.3125,5.235294117647059,3.6999999999999997,1.0
2.0,4.0,3.0,2.6875,6.294117647058823,2.125,2.125
1.0,2.0,3.0,2.875,5.764705882352941,2.35,2.125
1.0,3.0,3.0,5.3125,5.764705882352941,2.35,2.125
1.0,2.0,3.0,,5.235294117647059,2.35,2.125
1.0,3.0,3.0,,6.294117647058823,3.475,2.125
1.0,2.0,3.0,,5.764705882352941,2.35,2.125
1.0,3.0,3.0,4.9375,1.0,1.9,1.0
1.0,3.0,3.0,,7.352941176470588,1.675,1.0
2.0,2.0,3.0,,8.411764705882353,3.9250000000000003,2.125
1.0,1.0,3.0,1.75,4.705882352941177,3.025,1.0
2.0,4.0,3.0,3.25,5.764705882352941,4.15,3.25
2.0,4.0,3.0,1.9375,4.705882352941177,3.475,2.125
2.0,3.0,3.0,,5.764705882352941,3.25,2.125
1.0,2.0,3.0,3.4375,7.352941176470588,2.125,1.0
1.0,1.0,3.0,,5.764705882352941,3.25,2.125
2.0,2.0,3.0,2.875,6.823529411764706,3.475,2.125
2.0,1.0,3.0,1.9375,7.352941176470588,2.8,1.0
1.0,4.0,3.0,3.625,5.235294117647059,2.575,2.125
2.0,3.0,3.0,4.9375,8.941176470588236,3.6999999999999997,1.0
1.0,1.0,3.0,4.375,7.882352941176471,2.8,2.125
1.0,1.0,3.0,5.5,,5.05,5.5
1.0,5.0,1.0,2.875,6.823529411764706,2.35,2.125
2.0,3.0,1.0,2.125,4.1764705882352935,1.9,2.125
2.0,4.0,1.0,2.5,5.235294117647059,2.575,3.25
1.0,4.0,1.0,,4.1764705882352935,2.575,2.125
1.0,4.0,1.0,1.9375,5.235294117647059,2.125,3.25
2.0,4.0,1.0,1.5625,5.235294117647059,1.9,3.25
1.0,3.0,1.0,,6.294117647058823,3.6999999999999997,2.125
1.0,3.0,1.0,,6.294117647058823,3.025,2.125
2.0,4.0,1.0,,6.294117647058823,3.9250000000000003,2.125
1.0,3.0,1.0,2.875,4.705882352941177,1.9,2.125
2.0,3.0,1.0,,6.823529411764706,2.8,1.0
1.0,3.0,1.0,,4.705882352941177,1.9,2.125
2.0,4.0,1.0,3.0625,6.294117647058823,3.025,2.125
1.0,3.0,1.0,1.5625,6.294117647058823,3.6999999999999997,3.25
2.0,3.0,1.0,2.6875,5.235294117647059,2.8,2.125
1.0,4.0,1.0,,5.764705882352941,3.9250000000000003,3.25
2.0,4.0,1.0,2.5,4.705882352941177,1.9,3.25
2.0,5.0,1.0,,5.235294117647059,2.35,4.375
2.0,3.0,1.0,3.0625,5.235294117647059,3.475,2.125
1.0,4.0,1.0,,6.823529411764706,4.375,2.125
1.0,4.0,1.0,,6.823529411764706,2.35,2.125
2.0,4.0,1.0,,5.235294117647059,2.125,2.125
2.0,4.0,1.0,2.5,5.235294117647059,2.575,2.125
1.0,4.0,1.0,,5.764705882352941,2.35,1.0
2.0,4.0,3.0,2.5,3.6470588235294117,2.125,2.125
2.0,2.0,3.0,2.3125,6.823529411764706,1.45,1.0
1.0,2.0,3.0,1.5625,4.1764705882352935,1.45,1.0
2.0,4.0,3.0,,5.764705882352941,2.125,4.375
1.0,3.0,3.0,5.3125,5.235294117647059,5.2749999999999995,4.375
1.0,4.0,3.0,,7.352941176470588,4.375,3.25
1.0,2.0,3.0,,6.823529411764706,2.125,3.25
1.0,5.0,3.0,,5.764705882352941,3.9250000000000003,4.375
2.0,3.0,3.0,3.4375,5.764705882352941,1.9,4.375
1.0,3.0,3.0,3.0625,6.294117647058823,2.125,4.375
1.0,1.0,3.0,3.4375,5.764705882352941,2.35,4.375
2.0,4.0,3.0,2.3125,6.294117647058823,3.25,4.375
1.0,5.0,3.0,2.3125,5.764705882352941,2.125,2.125
1.0,5.0,3.0,2.125,5.764705882352941,2.35,3.25
2.0,4.0,3.0,,5.764705882352941,1.9,1.0
1.0,3.0,3.0,2.875,6.294117647058823,2.35,4.375
1.0,3.0,3.0,3.0625,6.823529411764706,3.25,2.125
2.0,3.0,3.0,3.8125,5.235294117647059,3.25,2.125
2.0,1.0,3.0,3.0625,6.294117647058823,3.6999999999999997,3.25
1.0,4.0,3.0,3.4375,7.882352941176471,2.125,4.375
2.0,2.0,3.0,2.5,6.823529411764706,2.125,3.25
2.0,3.0,3.0,2.6875,5.235294117647059,2.125,2.125
2.0,3.0,3.0,4.5625,5.235294117647059,5.2749999999999995,2.125
1.0,4.0,3.0,,4.705882352941177,2.8,1.0
1.0,4.0,2.0,2.5,6.294117647058823,1.9,1.0
1.0,4.0,2.0,1.9375,4.1764705882352935,1.9,1.0
1.0,3.0,2.0,2.125,5.764705882352941,1.2249999999999999,1.0
2.0,3.0,2.0,5.125,5.235294117647059,6.3999999999999995,2.125
1.0,2.0,2.0,,3.6470588235294117,3.25,4.375
2.0,1.0,2.0,4.0,5.764705882352941,3.9250000000000003,2.125
2.0,1.0,2.0,3.8125,6.823529411764706,3.25,2.125
1.0,4.0,2.0,3.4375,5.235294117647059,2.125,4.375
2.0,3.0,2.0,2.6875,6.294117647058823,2.125,3.25
2.0,4.0,2.0,2.875,6.823529411764706,3.025,3.25
2.0,4.0,2.0,3.625,5.764705882352941,3.9250000000000003,3.25
1.0,4.0,2.0,3.25,9.470588235294118,2.35,2.125
2.0,3.0,2.0,1.375,5.235294117647059,2.35,1.0
2.0,3.0,2.0,2.3125,4.705882352941177,3.475,2.125
2.0,3.0,2.0,2.6875,5.764705882352941,2.35,2.125
1.0,4.0,2.0,,6.294117647058823,2.8,4.375
2.0,1.0,2.0,5.3125,4.1764705882352935,5.2749999999999995,4.375
2.0,4.0,2.0,3.625,6.294117647058823,4.825,2.125
1.0,5.0,2.0,,6.294117647058823,3.9250000000000003,4.375
1.0,3.0,2.0,,7.352941176470588,2.125,3.25
2.0,4.0,2.0,3.4375,5.764705882352941,1.9,4.375
1.0,3.0,2.0,4.375,5.235294117647059,4.375,3.25
1.0,3.0,2.0,,5.764705882352941,3.025,3.25
1.0,3.0,2.0,2.6875,5.235294117647059,2.125,2.125
1.0,1.0,1.0,,6.294117647058823,2.575,3.25
2.0,5.0,1.0,,6.294117647058823,1.9,2.125
2.0,5.0,1.0,,5.764705882352941,3.025,2.125
2.0,2.0,1.0,,4.705882352941177,2.125,2.125
1.0,5.0,1.0,,6.294117647058823,3.25,2.125
1.0,1.0,1.0,,4.705882352941177,3.025,2.125
1.0,4.0,1.0,3.0625,5.235294117647059,3.25,2.125
2.0,3.0,1.0,2.5,4.1764705882352935,2.35,2.125
1.0,1.0,1.0,1.9375,3.6470588235294117,2.575,2.125
2.0,2.0,1.0,,3.6470588235294117,2.8,2.125
1.0,3.0,1.0,,4.1764705882352935,3.25,2.125
2.0,4.0,1.0,,7.352941176470588,3.25,1.0
2.0,2.0,1.0,1.375,5.764705882352941,2.35,2.125
1.0,3.0,1.0,1.5625,6.823529411764706,1.2249999999999999,2.125
2.0,3.0,1.0,1.9375,6.823529411764706,1.45,2.125
1.0,3.0,1.0,1.375,5.764705882352941,1.0,2.125
2.0,4.0,1.0,1.75,5.764705882352941,1.45,4.375
1.0,1.0,1.0,1.75,7.352941176470588,1.45,2.125
1.0,3.0,1.0,1.9375,5.235294117647059,2.125,2.125
2.0,1.0,1.0,3.0625,6.294117647058823,2.125,1.0
2.0,3.0,1.0,,5.235294117647059,1.9,1.0
1.0,5.0,1.0,2.3125,6.294117647058823,3.025,2.125
2.0,1.0,1.0,3.0625,5.764705882352941,2.125,2.125
1.0,3.0,1.0,2.875,5.235294117647059,2.8,1.0
2.0,3.0,1.0,3.25,5.764705882352941,5.05,2.125
1.0,3.0,1.0,1.75,4.1764705882352935,1.9,1.0
1.0,4.0,1.0,1.9375,6.294117647058823,2.125,2.125
2.0,2.0,1.0,2.6875,7.352941176470588,3.025,2.125
1.0,3.0,1.0,1.5625,5.764705882352941,1.9,1.0
2.0,2.0,1.0,,6.823529411764706,3.6999999999999997,1.0
2.0,3.0,1.0,1.9375,4.1764705882352935,3.025,1.0
2.0,2.0,1.0,1.375,5.764705882352941,2.8,1.0
2.0,3.0,1.0,3.0625,6.823529411764706,5.95,2.125
2.0,2.0,1.0,2.125,6.823529411764706,3.9250000000000003,3.25
2.0,3.0,1.0,3.0625,5.235294117647059,4.6,2.125
2.0,2.0,1.0,1.9375,7.352941176470588,3.6999999999999997,2.125
2.0,5.0,1.0,3.625,5.764705882352941,2.125,4.375
