sexo,escol,Tam_loc,agg_attitudes_toward_cultural_openness_and_foreign_influence,agg_cultural_identity_and_heritage,agg_cultural_socialization_in_childhood,agg_reading_engagement_and_literacy
2.0,4.0,1.0,2.0227272727272725,1.7659574468085104,2.384615384615385,7.000000000000001
2.0,3.0,1.0,2.4318181818181817,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,4.0,3.0,2.4318181818181817,1.9574468085106382,3.076923076923077,10.0
2.0,3.0,1.0,2.4318181818181817,1.9574468085106382,1.0,3.999999999999999
2.0,3.0,2.0,2.0227272727272725,1.9574468085106382,1.692307692307692,1.0
1.0,2.0,3.0,6.931818181818182,3.1063829787234045,1.0,1.0
1.0,3.0,3.0,4.2727272727272725,1.9574468085106382,1.692307692307692,1.0
1.0,4.0,3.0,3.8636363636363633,3.1063829787234045,3.076923076923077,7.000000000000001
2.0,2.0,3.0,2.0227272727272725,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,3.0,2.0,2.0227272727272725,1.7659574468085104,3.076923076923077,1.0
2.0,3.0,4.0,2.6363636363636367,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,3.0,2.0,3.8636363636363633,2.1489361702127656,1.0,10.0
1.0,2.0,2.0,4.477272727272727,1.9574468085106382,1.692307692307692,7.000000000000001
2.0,4.0,1.0,2.4318181818181817,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,5.0,1.0,2.6363636363636367,1.3829787234042552,6.538461538461539,3.999999999999999
2.0,3.0,1.0,3.6590909090909087,2.3404255319148937,2.384615384615385,7.000000000000001
2.0,4.0,3.0,4.681818181818182,3.1063829787234045,4.461538461538462,3.999999999999999
2.0,3.0,2.0,2.0227272727272725,1.9574468085106382,1.0,3.999999999999999
2.0,4.0,3.0,4.681818181818182,3.2978723404255317,4.461538461538462,3.999999999999999
2.0,3.0,3.0,2.4318181818181817,1.9574468085106382,2.384615384615385,7.000000000000001
2.0,2.0,2.0,2.4318181818181817,1.9574468085106382,3.076923076923077,7.000000000000001
2.0,3.0,1.0,2.227272727272727,1.9574468085106382,4.461538461538462,7.000000000000001
1.0,3.0,1.0,1.6136363636363635,1.9574468085106382,1.692307692307692,3.999999999999999
2.0,3.0,2.0,2.6363636363636367,1.9574468085106382,3.76923076923077,10.0
2.0,4.0,1.0,2.0227272727272725,1.9574468085106382,3.76923076923077,3.999999999999999
2.0,4.0,1.0,3.454545454545454,2.1489361702127656,3.76923076923077,1.0
2.0,4.0,1.0,2.6363636363636367,3.2978723404255317,5.153846153846154,7.000000000000001
2.0,2.0,1.0,1.6136363636363635,1.7659574468085104,3.076923076923077,7.000000000000001
2.0,4.0,1.0,3.454545454545454,2.723404255319149,,1.0
2.0,4.0,1.0,1.2045454545454546,1.9574468085106382,6.538461538461539,10.0
2.0,5.0,1.0,2.6363636363636367,3.2978723404255317,3.076923076923077,7.000000000000001
1.0,3.0,1.0,1.409090909090909,3.2978723404255317,3.076923076923077,1.0
2.0,3.0,1.0,2.0227272727272725,1.7659574468085104,3.076923076923077,1.0
2.0,3.0,1.0,1.8181818181818183,1.9574468085106382,3.76923076923077,1.0
2.0,4.0,1.0,2.840909090909091,1.9574468085106382,4.461538461538462,7.000000000000001
2.0,5.0,1.0,2.6363636363636367,3.1063829787234045,3.076923076923077,1.0
1.0,4.0,1.0,2.4318181818181817,1.9574468085106382,4.461538461538462,10.0
1.0,3.0,1.0,1.8181818181818183,1.9574468085106382,3.076923076923077,1.0
2.0,4.0,4.0,3.8636363636363633,2.1489361702127656,3.76923076923077,7.000000000000001
2.0,3.0,2.0,2.227272727272727,1.9574468085106382,3.76923076923077,3.999999999999999
2.0,4.0,2.0,2.6363636363636367,3.2978723404255317,4.461538461538462,7.000000000000001
2.0,3.0,2.0,2.6363636363636367,1.9574468085106382,3.76923076923077,7.000000000000001
1.0,4.0,3.0,2.6363636363636367,1.9574468085106382,5.846153846153847,7.000000000000001
2.0,3.0,1.0,2.6363636363636367,1.9574468085106382,3.76923076923077,10.0
1.0,4.0,1.0,2.4318181818181817,1.9574468085106382,3.076923076923077,3.999999999999999
1.0,3.0,4.0,3.045454545454545,2.1489361702127656,1.692307692307692,1.0
2.0,4.0,1.0,2.6363636363636367,1.9574468085106382,4.461538461538462,7.000000000000001
1.0,3.0,1.0,3.25,1.9574468085106382,3.76923076923077,3.999999999999999
1.0,4.0,4.0,2.227272727272727,3.1063829787234045,5.153846153846154,7.000000000000001
2.0,4.0,2.0,2.4318181818181817,1.9574468085106382,3.076923076923077,3.999999999999999
1.0,4.0,1.0,2.4318181818181817,1.9574468085106382,4.461538461538462,7.000000000000001
2.0,4.0,1.0,3.045454545454545,3.1063829787234045,4.461538461538462,3.999999999999999
1.0,3.0,2.0,2.4318181818181817,2.1489361702127656,5.153846153846154,3.999999999999999
1.0,4.0,1.0,1.6136363636363635,1.9574468085106382,2.384615384615385,1.0
2.0,4.0,4.0,2.0227272727272725,1.574468085106383,5.153846153846154,3.999999999999999
2.0,3.0,1.0,2.227272727272727,2.1489361702127656,5.153846153846154,7.000000000000001
1.0,4.0,1.0,2.6363636363636367,1.9574468085106382,3.076923076923077,7.000000000000001
2.0,3.0,1.0,2.4318181818181817,2.1489361702127656,4.461538461538462,7.000000000000001
2.0,4.0,1.0,2.227272727272727,1.9574468085106382,3.76923076923077,10.0
1.0,2.0,3.0,8.159090909090908,3.1063829787234045,3.76923076923077,1.0
2.0,4.0,1.0,1.8181818181818183,1.9574468085106382,1.692307692307692,1.0
2.0,2.0,4.0,2.227272727272727,2.1489361702127656,3.076923076923077,3.999999999999999
2.0,3.0,1.0,2.227272727272727,2.1489361702127656,3.076923076923077,1.0
2.0,3.0,1.0,2.0227272727272725,1.7659574468085104,1.0,3.999999999999999
2.0,4.0,2.0,2.227272727272727,1.9574468085106382,3.76923076923077,7.000000000000001
1.0,5.0,1.0,3.6590909090909087,2.3404255319148937,6.538461538461539,10.0
2.0,3.0,4.0,2.4318181818181817,1.9574468085106382,3.76923076923077,1.0
2.0,3.0,2.0,3.454545454545454,1.7659574468085104,5.153846153846154,1.0
2.0,3.0,4.0,2.6363636363636367,1.9574468085106382,1.0,1.0
2.0,2.0,1.0,2.6363636363636367,1.9574468085106382,3.076923076923077,10.0
2.0,3.0,1.0,2.6363636363636367,1.9574468085106382,1.692307692307692,3.999999999999999
2.0,3.0,1.0,2.227272727272727,3.2978723404255317,3.076923076923077,7.000000000000001
2.0,4.0,1.0,2.840909090909091,1.7659574468085104,3.076923076923077,1.0
1.0,3.0,1.0,2.6363636363636367,3.2978723404255317,2.384615384615385,1.0
2.0,3.0,1.0,2.0227272727272725,1.9574468085106382,1.0,3.999999999999999
2.0,3.0,1.0,2.6363636363636367,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,4.0,2.0,2.0227272727272725,1.9574468085106382,3.076923076923077,1.0
2.0,3.0,2.0,2.227272727272727,1.9574468085106382,5.846153846153847,7.000000000000001
2.0,1.0,1.0,2.4318181818181817,1.9574468085106382,2.384615384615385,3.999999999999999
2.0,2.0,4.0,2.6363636363636367,1.9574468085106382,3.76923076923077,3.999999999999999
2.0,4.0,2.0,1.409090909090909,1.9574468085106382,2.384615384615385,3.999999999999999
2.0,3.0,2.0,2.0227272727272725,2.1489361702127656,3.076923076923077,1.0
1.0,4.0,1.0,2.4318181818181817,1.9574468085106382,3.76923076923077,3.999999999999999
2.0,3.0,2.0,4.681818181818182,1.9574468085106382,2.384615384615385,1.0
2.0,3.0,2.0,2.840909090909091,1.7659574468085104,1.0,7.000000000000001
2.0,3.0,1.0,2.227272727272727,1.9574468085106382,1.0,3.999999999999999
2.0,1.0,2.0,1.8181818181818183,3.48936170212766,1.0,3.999999999999999
2.0,3.0,1.0,1.6136363636363635,1.7659574468085104,2.384615384615385,3.999999999999999
2.0,4.0,1.0,2.4318181818181817,2.1489361702127656,1.692307692307692,3.999999999999999
1.0,4.0,3.0,3.454545454545454,1.9574468085106382,1.692307692307692,3.999999999999999
1.0,4.0,1.0,1.6136363636363635,1.9574468085106382,5.153846153846154,1.0
2.0,3.0,1.0,2.6363636363636367,1.9574468085106382,4.461538461538462,10.0
2.0,3.0,1.0,3.6590909090909087,1.9574468085106382,2.384615384615385,3.999999999999999
1.0,4.0,2.0,2.227272727272727,1.9574468085106382,1.0,1.0
1.0,2.0,4.0,1.6136363636363635,1.9574468085106382,3.076923076923077,1.0
2.0,3.0,1.0,2.227272727272727,1.9574468085106382,2.384615384615385,7.000000000000001
2.0,2.0,4.0,1.8181818181818183,1.9574468085106382,2.384615384615385,1.0
2.0,2.0,4.0,2.227272727272727,1.9574468085106382,2.384615384615385,1.0
2.0,4.0,1.0,3.25,1.9574468085106382,1.692307692307692,1.0
2.0,2.0,1.0,3.25,1.9574468085106382,1.0,1.0
2.0,3.0,2.0,2.227272727272727,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,3.0,1.0,2.227272727272727,1.9574468085106382,3.076923076923077,7.000000000000001
2.0,2.0,4.0,1.409090909090909,2.1489361702127656,2.384615384615385,1.0
2.0,3.0,4.0,1.8181818181818183,1.9574468085106382,1.692307692307692,1.0
1.0,4.0,3.0,3.25,1.9574468085106382,3.076923076923077,3.999999999999999
1.0,4.0,2.0,3.8636363636363633,1.9574468085106382,4.461538461538462,7.000000000000001
2.0,4.0,1.0,1.6136363636363635,3.2978723404255317,4.461538461538462,1.0
1.0,3.0,1.0,3.25,1.7659574468085104,3.076923076923077,3.999999999999999
2.0,3.0,2.0,2.227272727272727,1.9574468085106382,4.461538461538462,7.000000000000001
2.0,3.0,2.0,2.840909090909091,2.1489361702127656,,1.0
1.0,4.0,2.0,2.6363636363636367,2.1489361702127656,4.461538461538462,1.0
2.0,3.0,3.0,3.6590909090909087,1.9574468085106382,1.0,7.000000000000001
2.0,4.0,1.0,2.4318181818181817,3.2978723404255317,3.076923076923077,1.0
1.0,4.0,2.0,2.6363636363636367,1.9574468085106382,5.846153846153847,10.0
2.0,3.0,1.0,2.6363636363636367,1.9574468085106382,5.153846153846154,7.000000000000001
2.0,4.0,3.0,4.068181818181818,1.9574468085106382,6.538461538461539,10.0
1.0,4.0,1.0,2.6363636363636367,1.9574468085106382,5.153846153846154,7.000000000000001
2.0,4.0,1.0,3.8636363636363633,1.9574468085106382,4.461538461538462,1.0
2.0,3.0,4.0,3.25,1.9574468085106382,3.076923076923077,1.0
2.0,4.0,1.0,2.227272727272727,1.7659574468085104,2.384615384615385,7.000000000000001
2.0,5.0,1.0,2.4318181818181817,1.9574468085106382,1.0,3.999999999999999
2.0,3.0,1.0,3.6590909090909087,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,4.0,1.0,2.0227272727272725,1.9574468085106382,3.076923076923077,7.000000000000001
2.0,5.0,1.0,2.0227272727272725,1.9574468085106382,2.384615384615385,1.0
2.0,5.0,1.0,2.4318181818181817,3.1063829787234045,2.384615384615385,1.0
1.0,4.0,2.0,2.0227272727272725,1.9574468085106382,5.153846153846154,1.0
1.0,4.0,1.0,2.227272727272727,3.1063829787234045,3.076923076923077,1.0
2.0,4.0,1.0,1.8181818181818183,1.9574468085106382,2.384615384615385,1.0
2.0,4.0,1.0,3.6590909090909087,2.1489361702127656,1.692307692307692,3.999999999999999
1.0,4.0,1.0,2.0227272727272725,1.9574468085106382,2.384615384615385,3.999999999999999
2.0,5.0,1.0,2.227272727272727,2.1489361702127656,3.076923076923077,10.0
2.0,4.0,1.0,2.227272727272727,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,4.0,2.0,6.3181818181818175,3.1063829787234045,7.230769230769231,3.999999999999999
1.0,4.0,1.0,4.2727272727272725,1.9574468085106382,2.384615384615385,1.0
1.0,3.0,1.0,2.227272727272727,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,5.0,2.0,2.0227272727272725,1.9574468085106382,3.076923076923077,10.0
2.0,4.0,1.0,2.4318181818181817,1.9574468085106382,7.9230769230769225,7.000000000000001
1.0,4.0,1.0,3.8636363636363633,2.1489361702127656,3.076923076923077,1.0
1.0,4.0,1.0,2.227272727272727,1.7659574468085104,5.153846153846154,1.0
2.0,4.0,1.0,1.8181818181818183,1.9574468085106382,3.76923076923077,10.0
2.0,3.0,3.0,2.6363636363636367,3.2978723404255317,1.0,1.0
1.0,5.0,2.0,2.0227272727272725,1.9574468085106382,3.76923076923077,7.000000000000001
1.0,5.0,1.0,2.227272727272727,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,4.0,1.0,2.6363636363636367,2.1489361702127656,3.076923076923077,1.0
2.0,3.0,1.0,1.2045454545454546,4.638297872340425,1.0,10.0
1.0,4.0,1.0,3.8636363636363633,2.1489361702127656,5.153846153846154,7.000000000000001
2.0,5.0,1.0,2.6363636363636367,2.1489361702127656,1.692307692307692,1.0
2.0,4.0,1.0,2.227272727272727,1.9574468085106382,5.153846153846154,7.000000000000001
2.0,4.0,3.0,1.8181818181818183,3.1063829787234045,3.76923076923077,3.999999999999999
2.0,4.0,3.0,1.409090909090909,2.1489361702127656,4.461538461538462,3.999999999999999
2.0,3.0,1.0,1.8181818181818183,1.9574468085106382,2.384615384615385,1.0
2.0,4.0,2.0,2.840909090909091,1.9574468085106382,3.076923076923077,1.0
1.0,4.0,1.0,2.0227272727272725,1.9574468085106382,6.538461538461539,10.0
1.0,5.0,3.0,2.227272727272727,1.9574468085106382,3.76923076923077,10.0
2.0,4.0,1.0,2.0227272727272725,2.1489361702127656,4.461538461538462,7.000000000000001
2.0,4.0,3.0,2.0227272727272725,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,4.0,1.0,4.2727272727272725,1.9574468085106382,3.076923076923077,1.0
2.0,5.0,1.0,2.227272727272727,2.1489361702127656,2.384615384615385,3.999999999999999
1.0,4.0,1.0,4.681818181818182,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,4.0,3.0,1.6136363636363635,1.9574468085106382,3.076923076923077,10.0
2.0,4.0,1.0,2.4318181818181817,2.1489361702127656,5.153846153846154,7.000000000000001
2.0,4.0,1.0,2.6363636363636367,2.1489361702127656,5.153846153846154,7.000000000000001
2.0,3.0,1.0,2.840909090909091,3.1063829787234045,6.538461538461539,1.0
1.0,4.0,3.0,2.6363636363636367,3.2978723404255317,4.461538461538462,3.999999999999999
1.0,5.0,3.0,2.840909090909091,1.9574468085106382,5.153846153846154,7.000000000000001
2.0,3.0,1.0,2.6363636363636367,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,4.0,3.0,1.8181818181818183,1.9574468085106382,3.076923076923077,10.0
1.0,5.0,1.0,2.4318181818181817,1.9574468085106382,2.384615384615385,3.999999999999999
2.0,4.0,1.0,2.4318181818181817,1.9574468085106382,5.846153846153847,3.999999999999999
1.0,4.0,1.0,2.4318181818181817,2.1489361702127656,5.153846153846154,3.999999999999999
1.0,4.0,3.0,2.4318181818181817,1.9574468085106382,4.461538461538462,1.0
1.0,4.0,1.0,4.068181818181818,1.9574468085106382,7.230769230769231,7.000000000000001
2.0,4.0,1.0,2.227272727272727,2.1489361702127656,5.153846153846154,7.000000000000001
2.0,4.0,1.0,2.0227272727272725,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,4.0,1.0,2.4318181818181817,1.9574468085106382,2.384615384615385,3.999999999999999
2.0,4.0,1.0,2.0227272727272725,1.9574468085106382,5.153846153846154,3.999999999999999
2.0,4.0,1.0,2.0227272727272725,1.9574468085106382,5.153846153846154,3.999999999999999
2.0,3.0,1.0,2.227272727272727,1.574468085106383,4.461538461538462,7.000000000000001
2.0,4.0,1.0,2.4318181818181817,2.1489361702127656,3.076923076923077,1.0
1.0,5.0,1.0,2.227272727272727,2.1489361702127656,3.076923076923077,3.999999999999999
1.0,4.0,1.0,2.0227272727272725,1.9574468085106382,7.230769230769231,7.000000000000001
1.0,4.0,1.0,2.227272727272727,1.9574468085106382,2.384615384615385,1.0
1.0,4.0,1.0,2.0227272727272725,1.9574468085106382,6.538461538461539,7.000000000000001
1.0,3.0,1.0,2.0227272727272725,2.914893617021277,3.76923076923077,3.999999999999999
2.0,5.0,1.0,2.227272727272727,1.9574468085106382,3.76923076923077,3.999999999999999
2.0,4.0,1.0,1.8181818181818183,2.1489361702127656,5.153846153846154,7.000000000000001
2.0,4.0,1.0,2.227272727272727,2.1489361702127656,3.076923076923077,3.999999999999999
1.0,5.0,1.0,2.4318181818181817,3.2978723404255317,3.76923076923077,10.0
1.0,3.0,1.0,2.0227272727272725,1.9574468085106382,5.846153846153847,3.999999999999999
2.0,2.0,1.0,2.4318181818181817,2.1489361702127656,5.153846153846154,3.999999999999999
2.0,2.0,2.0,1.8181818181818183,3.1063829787234045,2.384615384615385,3.999999999999999
2.0,3.0,1.0,2.227272727272727,1.9574468085106382,2.384615384615385,1.0
2.0,3.0,1.0,2.227272727272727,1.9574468085106382,1.0,7.000000000000001
2.0,3.0,1.0,2.0227272727272725,1.9574468085106382,3.076923076923077,1.0
1.0,5.0,3.0,3.045454545454545,1.9574468085106382,3.076923076923077,7.000000000000001
1.0,2.0,1.0,2.227272727272727,1.7659574468085104,4.461538461538462,7.000000000000001
1.0,4.0,1.0,2.4318181818181817,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,3.0,1.0,2.0227272727272725,3.1063829787234045,1.692307692307692,10.0
1.0,2.0,1.0,1.8181818181818183,2.1489361702127656,3.076923076923077,3.999999999999999
2.0,2.0,1.0,2.227272727272727,1.9574468085106382,1.0,1.0
1.0,1.0,4.0,4.2727272727272725,1.9574468085106382,3.76923076923077,3.999999999999999
1.0,1.0,1.0,1.8181818181818183,3.1063829787234045,1.692307692307692,3.999999999999999
2.0,1.0,1.0,1.6136363636363635,1.7659574468085104,2.384615384615385,1.0
2.0,2.0,4.0,4.477272727272727,1.9574468085106382,2.384615384615385,1.0
1.0,3.0,1.0,3.454545454545454,1.9574468085106382,,7.000000000000001
2.0,1.0,1.0,5.09090909090909,3.1063829787234045,,1.0
2.0,1.0,1.0,8.363636363636363,3.1063829787234045,6.538461538461539,1.0
2.0,2.0,2.0,4.477272727272727,3.1063829787234045,1.692307692307692,1.0
1.0,4.0,1.0,1.8181818181818183,2.1489361702127656,4.461538461538462,3.999999999999999
2.0,1.0,3.0,3.6590909090909087,1.9574468085106382,1.692307692307692,1.0
2.0,2.0,4.0,2.4318181818181817,3.1063829787234045,1.0,1.0
2.0,1.0,4.0,2.6363636363636367,1.7659574468085104,4.461538461538462,3.999999999999999
2.0,1.0,3.0,7.749999999999999,4.638297872340425,3.076923076923077,1.0
1.0,5.0,1.0,5.5,1.9574468085106382,2.384615384615385,1.0
2.0,3.0,1.0,2.840909090909091,1.9574468085106382,1.692307692307692,10.0
1.0,3.0,1.0,2.6363636363636367,2.1489361702127656,3.076923076923077,1.0
2.0,3.0,4.0,8.363636363636363,1.9574468085106382,2.384615384615385,10.0
1.0,3.0,1.0,1.8181818181818183,1.9574468085106382,1.692307692307692,3.999999999999999
1.0,1.0,2.0,3.8636363636363633,1.9574468085106382,1.0,7.000000000000001
2.0,3.0,4.0,4.681818181818182,1.574468085106383,3.076923076923077,1.0
2.0,2.0,4.0,6.113636363636363,3.1063829787234045,5.846153846153847,1.0
1.0,4.0,4.0,3.8636363636363633,2.1489361702127656,3.76923076923077,10.0
1.0,1.0,1.0,2.227272727272727,1.9574468085106382,2.384615384615385,1.0
2.0,3.0,1.0,2.4318181818181817,1.9574468085106382,3.76923076923077,10.0
2.0,2.0,4.0,2.4318181818181817,2.914893617021277,2.384615384615385,1.0
1.0,4.0,1.0,2.4318181818181817,2.1489361702127656,3.76923076923077,3.999999999999999
2.0,2.0,1.0,2.6363636363636367,2.3404255319148937,3.076923076923077,1.0
2.0,4.0,1.0,2.227272727272727,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,2.0,3.0,3.454545454545454,1.9574468085106382,3.076923076923077,1.0
2.0,3.0,2.0,4.477272727272727,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,4.0,1.0,2.4318181818181817,3.1063829787234045,6.538461538461539,7.000000000000001
2.0,3.0,1.0,2.4318181818181817,3.1063829787234045,6.538461538461539,7.000000000000001
2.0,2.0,4.0,2.4318181818181817,2.914893617021277,2.384615384615385,1.0
1.0,3.0,1.0,2.6363636363636367,2.1489361702127656,5.153846153846154,1.0
1.0,4.0,1.0,2.840909090909091,1.9574468085106382,4.461538461538462,7.000000000000001
1.0,1.0,4.0,9.59090909090909,1.9574468085106382,1.0,1.0
2.0,3.0,3.0,2.4318181818181817,1.9574468085106382,2.384615384615385,1.0
2.0,2.0,4.0,4.477272727272727,1.7659574468085104,1.0,10.0
1.0,1.0,1.0,2.6363636363636367,2.1489361702127656,3.076923076923077,1.0
1.0,3.0,1.0,2.0227272727272725,1.9574468085106382,2.384615384615385,3.999999999999999
2.0,1.0,2.0,4.2727272727272725,1.7659574468085104,1.692307692307692,1.0
2.0,1.0,1.0,2.0227272727272725,1.9574468085106382,1.0,1.0
2.0,2.0,1.0,3.454545454545454,1.9574468085106382,2.384615384615385,1.0
1.0,2.0,1.0,1.6136363636363635,1.9574468085106382,3.076923076923077,7.000000000000001
2.0,1.0,1.0,4.681818181818182,3.1063829787234045,1.0,3.999999999999999
2.0,3.0,1.0,1.8181818181818183,2.1489361702127656,8.615384615384617,1.0
2.0,2.0,1.0,4.681818181818182,2.3404255319148937,3.076923076923077,1.0
2.0,3.0,1.0,1.8181818181818183,2.3404255319148937,4.461538461538462,7.000000000000001
2.0,3.0,3.0,1.6136363636363635,1.7659574468085104,2.384615384615385,1.0
1.0,3.0,3.0,2.227272727272727,1.9574468085106382,1.692307692307692,1.0
2.0,3.0,4.0,2.0227272727272725,1.9574468085106382,3.076923076923077,3.999999999999999
1.0,4.0,2.0,2.0227272727272725,1.9574468085106382,4.461538461538462,7.000000000000001
2.0,3.0,1.0,2.227272727272727,1.9574468085106382,3.076923076923077,1.0
2.0,3.0,3.0,1.6136363636363635,1.9574468085106382,3.076923076923077,3.999999999999999
1.0,1.0,1.0,2.0227272727272725,3.2978723404255317,3.076923076923077,3.999999999999999
1.0,3.0,1.0,6.3181818181818175,3.2978723404255317,3.076923076923077,1.0
2.0,3.0,1.0,2.0227272727272725,2.1489361702127656,3.76923076923077,3.999999999999999
1.0,1.0,3.0,3.6590909090909087,3.1063829787234045,1.0,1.0
1.0,3.0,2.0,2.4318181818181817,1.9574468085106382,5.846153846153847,7.000000000000001
1.0,1.0,1.0,1.6136363636363635,1.7659574468085104,1.0,10.0
1.0,3.0,3.0,1.8181818181818183,2.1489361702127656,3.076923076923077,3.999999999999999
2.0,1.0,4.0,7.749999999999999,4.829787234042553,,1.0
1.0,1.0,2.0,6.931818181818182,2.723404255319149,,1.0
2.0,2.0,1.0,2.0227272727272725,2.914893617021277,1.0,3.999999999999999
1.0,1.0,2.0,5.909090909090908,2.914893617021277,1.0,1.0
1.0,1.0,1.0,2.0227272727272725,2.723404255319149,1.692307692307692,3.999999999999999
1.0,4.0,3.0,3.454545454545454,4.063829787234043,2.384615384615385,7.000000000000001
2.0,4.0,3.0,3.454545454545454,4.063829787234043,2.384615384615385,7.000000000000001
2.0,3.0,3.0,3.454545454545454,2.914893617021277,2.384615384615385,7.000000000000001
2.0,4.0,3.0,3.454545454545454,4.063829787234043,2.384615384615385,7.000000000000001
2.0,2.0,3.0,3.454545454545454,2.914893617021277,2.384615384615385,7.000000000000001
2.0,4.0,3.0,3.454545454545454,2.914893617021277,2.384615384615385,7.000000000000001
2.0,3.0,3.0,3.454545454545454,2.914893617021277,2.384615384615385,7.000000000000001
2.0,3.0,3.0,3.454545454545454,5.212765957446808,2.384615384615385,7.000000000000001
2.0,3.0,3.0,3.454545454545454,5.212765957446808,2.384615384615385,7.000000000000001
2.0,3.0,2.0,1.8181818181818183,2.914893617021277,3.76923076923077,1.0
2.0,2.0,3.0,1.8181818181818183,2.914893617021277,3.76923076923077,1.0
2.0,2.0,3.0,2.840909090909091,4.25531914893617,2.384615384615385,7.000000000000001
1.0,3.0,1.0,3.6590909090909087,2.914893617021277,2.384615384615385,10.0
2.0,3.0,2.0,1.8181818181818183,2.914893617021277,4.461538461538462,7.000000000000001
1.0,3.0,2.0,3.25,2.914893617021277,4.461538461538462,7.000000000000001
2.0,2.0,3.0,2.0227272727272725,4.063829787234043,4.461538461538462,10.0
1.0,3.0,1.0,3.454545454545454,5.404255319148937,3.076923076923077,1.0
1.0,4.0,2.0,2.6363636363636367,2.914893617021277,4.461538461538462,10.0
2.0,4.0,3.0,3.25,4.063829787234043,5.846153846153847,7.000000000000001
2.0,3.0,3.0,3.6590909090909087,2.914893617021277,3.076923076923077,3.999999999999999
2.0,3.0,2.0,2.0227272727272725,4.063829787234043,7.230769230769231,1.0
1.0,4.0,2.0,3.6590909090909087,4.063829787234043,3.76923076923077,1.0
2.0,4.0,3.0,1.8181818181818183,3.1063829787234045,3.076923076923077,7.000000000000001
1.0,4.0,1.0,1.8181818181818183,2.5319148936170213,4.461538461538462,3.999999999999999
2.0,2.0,3.0,2.227272727272727,5.212765957446808,4.461538461538462,1.0
2.0,5.0,3.0,1.8181818181818183,2.914893617021277,3.76923076923077,3.999999999999999
2.0,4.0,3.0,2.227272727272727,4.063829787234043,3.076923076923077,7.000000000000001
1.0,3.0,3.0,3.454545454545454,2.914893617021277,3.76923076923077,7.000000000000001
2.0,3.0,3.0,3.454545454545454,2.914893617021277,2.384615384615385,7.000000000000001
2.0,4.0,1.0,2.4318181818181817,2.914893617021277,3.76923076923077,7.000000000000001
2.0,3.0,3.0,4.068181818181818,4.063829787234043,4.461538461538462,3.999999999999999
2.0,5.0,1.0,3.6590909090909087,3.1063829787234045,2.384615384615385,10.0
2.0,5.0,3.0,2.0227272727272725,2.914893617021277,5.846153846153847,10.0
1.0,5.0,1.0,2.840909090909091,4.063829787234043,10.0,10.0
2.0,5.0,1.0,2.840909090909091,3.1063829787234045,6.538461538461539,7.000000000000001
2.0,1.0,1.0,4.2727272727272725,2.914893617021277,1.692307692307692,1.0
2.0,2.0,3.0,7.340909090909091,3.872340425531915,6.538461538461539,1.0
1.0,3.0,1.0,2.227272727272727,4.25531914893617,3.076923076923077,1.0
2.0,1.0,4.0,2.0227272727272725,5.212765957446808,3.76923076923077,10.0
2.0,2.0,2.0,2.0227272727272725,4.063829787234043,3.76923076923077,1.0
1.0,4.0,1.0,4.068181818181818,4.063829787234043,7.9230769230769225,7.000000000000001
2.0,2.0,3.0,3.454545454545454,4.063829787234043,3.076923076923077,7.000000000000001
2.0,1.0,2.0,4.068181818181818,2.914893617021277,3.076923076923077,1.0
2.0,1.0,1.0,10.0,5.212765957446808,3.076923076923077,1.0
1.0,2.0,1.0,1.409090909090909,8.46808510638298,1.692307692307692,10.0
2.0,3.0,3.0,2.227272727272727,3.1063829787234045,3.76923076923077,1.0
2.0,3.0,3.0,2.227272727272727,3.1063829787234045,3.76923076923077,7.000000000000001
2.0,3.0,3.0,2.4318181818181817,3.1063829787234045,3.076923076923077,1.0
2.0,4.0,1.0,2.4318181818181817,3.1063829787234045,2.384615384615385,1.0
2.0,4.0,1.0,1.2045454545454546,10.0,5.153846153846154,7.000000000000001
2.0,1.0,1.0,2.0227272727272725,4.446808510638299,3.76923076923077,10.0
2.0,3.0,1.0,2.0227272727272725,5.787234042553191,3.76923076923077,10.0
1.0,5.0,1.0,2.0227272727272725,4.25531914893617,3.76923076923077,3.999999999999999
1.0,4.0,1.0,1.409090909090909,3.2978723404255317,1.692307692307692,7.000000000000001
2.0,4.0,1.0,2.4318181818181817,4.446808510638299,5.153846153846154,3.999999999999999
1.0,3.0,3.0,3.454545454545454,4.446808510638299,4.461538461538462,7.000000000000001
1.0,2.0,3.0,1.2045454545454546,2.1489361702127656,1.692307692307692,1.0
