sexo,escol,Tam_loc,agg_fiscal_and_service_federalism_preferences,agg_legal_uniformity_preference,agg_perceived_representativeness,agg_political_interest_and_engagement,agg_security_governance_preferences
2.0,5.0,1.0,2.883720930232559,1.375,6.571428571428572,7.352941176470588,3.25
2.0,5.0,1.0,3.511627906976744,1.375,6.571428571428572,8.941176470588236,3.8125
1.0,3.0,1.0,3.0930232558139537,1.375,6.999999999999999,6.8235294117647065,1.84375
1.0,2.0,1.0,2.883720930232559,1.5625,6.571428571428572,6.8235294117647065,3.53125
1.0,3.0,3.0,4.558139534883722,1.0,7.857142857142858,3.6470588235294117,3.53125
1.0,4.0,3.0,3.7209302325581395,10.0,6.571428571428572,9.470588235294116,2.125
1.0,2.0,3.0,4.9767441860465125,10.0,4.2142857142857135,5.764705882352941,3.53125
1.0,4.0,3.0,4.558139534883722,10.0,3.142857142857143,3.11764705882353,3.25
2.0,3.0,1.0,2.2558139534883717,1.9375,9.142857142857142,8.411764705882351,2.125
1.0,3.0,4.0,4.767441860465116,1.0,7.214285714285714,6.294117647058824,5.21875
2.0,1.0,4.0,9.372093023255815,8.875,7.428571428571428,6.8235294117647065,8.875
2.0,2.0,4.0,4.767441860465116,2.125,1.0,7.352941176470588,3.8125
1.0,2.0,4.0,3.9302325581395348,1.1875,8.5,7.352941176470588,3.25
2.0,2.0,4.0,3.511627906976744,1.5625,7.857142857142858,7.352941176470588,1.5625
1.0,1.0,4.0,3.511627906976744,1.5625,8.07142857142857,7.352941176470588,1.84375
2.0,2.0,4.0,4.558139534883722,1.1875,8.5,6.8235294117647065,1.5625
1.0,3.0,3.0,2.4651162790697674,1.375,7.857142857142858,7.882352941176473,2.96875
1.0,4.0,3.0,2.674418604651163,1.0,6.999999999999999,7.352941176470588,2.6875
1.0,3.0,3.0,3.7209302325581395,2.3125,6.571428571428572,8.411764705882351,2.125
2.0,2.0,3.0,3.302325581395349,1.9375,4.642857142857143,6.294117647058824,3.8125
2.0,4.0,3.0,3.302325581395349,1.0,7.428571428571428,7.352941176470588,1.5625
1.0,4.0,3.0,2.883720930232559,2.5,6.999999999999999,6.8235294117647065,2.40625
1.0,3.0,3.0,3.302325581395349,3.0625,6.357142857142857,4.1764705882352935,3.8125
2.0,4.0,3.0,4.1395348837209305,2.875,6.999999999999999,7.882352941176473,2.40625
2.0,2.0,3.0,2.674418604651163,1.375,6.142857142857142,8.411764705882351,1.84375
2.0,1.0,4.0,5.813953488372093,8.875,6.571428571428572,3.11764705882353,3.53125
2.0,5.0,4.0,3.511627906976744,1.75,6.142857142857142,8.411764705882351,4.09375
2.0,3.0,4.0,3.7209302325581395,2.875,7.857142857142858,9.470588235294116,2.96875
2.0,2.0,4.0,3.511627906976744,1.75,6.785714285714285,7.352941176470588,1.84375
2.0,3.0,4.0,2.883720930232559,1.0,7.428571428571428,7.882352941176473,2.40625
1.0,4.0,1.0,3.0930232558139537,1.1875,9.785714285714285,8.411764705882351,2.6875
2.0,3.0,1.0,3.511627906976744,1.1875,8.5,8.411764705882351,2.125
1.0,4.0,1.0,3.0930232558139537,1.75,6.142857142857142,5.764705882352941,5.5
2.0,3.0,1.0,2.674418604651163,1.5625,8.07142857142857,7.352941176470588,1.84375
2.0,2.0,2.0,3.7209302325581395,1.0,4.428571428571429,6.8235294117647065,4.09375
1.0,1.0,2.0,3.7209302325581395,1.0,7.214285714285714,7.352941176470588,4.65625
2.0,4.0,2.0,4.1395348837209305,1.0,8.07142857142857,7.882352941176473,3.8125
2.0,5.0,2.0,3.0930232558139537,1.375,9.357142857142858,8.411764705882351,3.8125
1.0,3.0,2.0,2.674418604651163,1.5625,8.07142857142857,7.352941176470588,2.96875
1.0,4.0,2.0,2.046511627906977,1.375,8.07142857142857,7.352941176470588,2.96875
1.0,1.0,3.0,3.7209302325581395,1.375,6.999999999999999,8.941176470588236,4.375
2.0,3.0,4.0,2.4651162790697674,1.0,7.642857142857142,5.764705882352941,4.09375
1.0,1.0,3.0,10.0,1.375,8.714285714285714,7.882352941176473,10.0
1.0,3.0,3.0,3.511627906976744,1.375,9.785714285714285,8.411764705882351,2.40625
2.0,4.0,1.0,4.767441860465116,1.0,6.142857142857142,10.0,2.6875
2.0,3.0,1.0,3.302325581395349,1.0,7.428571428571428,7.352941176470588,1.84375
2.0,5.0,1.0,3.302325581395349,1.0,6.142857142857142,9.470588235294116,2.96875
2.0,5.0,1.0,3.0930232558139537,1.0,6.142857142857142,8.941176470588236,2.125
2.0,4.0,1.0,4.348837209302325,1.0,6.142857142857142,8.941176470588236,3.53125
2.0,3.0,1.0,3.511627906976744,1.0,6.142857142857142,8.411764705882351,3.53125
2.0,4.0,1.0,3.511627906976744,2.125,7.642857142857142,8.941176470588236,2.6875
2.0,3.0,1.0,2.4651162790697674,1.0,6.142857142857142,8.411764705882351,7.1875
2.0,4.0,1.0,4.1395348837209305,1.0,8.928571428571427,10.0,5.5
1.0,1.0,1.0,5.604651162790697,1.9375,7.642857142857142,7.352941176470588,5.5
2.0,4.0,3.0,4.9767441860465125,1.1875,8.714285714285714,6.8235294117647065,2.6875
1.0,3.0,3.0,5.395348837209303,2.125,10.0,6.8235294117647065,6.625
1.0,4.0,3.0,3.511627906976744,1.0,7.428571428571428,7.882352941176473,2.125
2.0,4.0,3.0,2.4651162790697674,1.0,8.285714285714285,8.411764705882351,1.84375
2.0,4.0,3.0,2.674418604651163,1.0,8.285714285714285,8.411764705882351,1.84375
2.0,3.0,3.0,2.674418604651163,1.0,8.714285714285714,8.941176470588236,1.5625
2.0,4.0,1.0,3.511627906976744,1.9375,10.0,7.352941176470588,3.53125
2.0,3.0,1.0,3.0930232558139537,1.375,8.285714285714285,6.8235294117647065,3.8125
1.0,3.0,1.0,2.4651162790697674,1.9375,6.999999999999999,7.882352941176473,1.5625
1.0,3.0,1.0,3.302325581395349,1.75,8.5,8.411764705882351,3.8125
1.0,4.0,1.0,4.348837209302325,2.875,8.714285714285714,8.411764705882351,3.53125
2.0,2.0,1.0,3.0930232558139537,2.875,8.285714285714285,7.352941176470588,3.53125
2.0,4.0,1.0,3.511627906976744,1.0,9.357142857142858,9.470588235294116,2.96875
2.0,3.0,1.0,2.883720930232559,1.0,9.357142857142858,8.941176470588236,3.53125
2.0,1.0,1.0,2.674418604651163,1.75,7.214285714285714,8.411764705882351,2.96875
2.0,3.0,1.0,6.232558139534883,1.75,8.928571428571427,8.941176470588236,4.9375
2.0,4.0,1.0,5.604651162790697,1.1875,8.07142857142857,8.941176470588236,3.53125
2.0,2.0,1.0,6.232558139534883,1.375,8.07142857142857,8.941176470588236,2.40625
2.0,3.0,1.0,5.395348837209303,1.75,6.357142857142857,8.411764705882351,4.09375
2.0,3.0,1.0,4.767441860465116,3.25,6.142857142857142,8.941176470588236,4.09375
2.0,3.0,1.0,2.883720930232559,1.0,8.714285714285714,10.0,3.25
2.0,3.0,1.0,5.395348837209303,5.875,5.2857142857142865,8.411764705882351,4.65625
2.0,3.0,1.0,3.302325581395349,8.875,7.428571428571428,5.764705882352941,3.8125
2.0,3.0,1.0,3.302325581395349,8.875,7.428571428571428,8.411764705882351,3.8125
1.0,4.0,1.0,4.558139534883722,1.5625,7.214285714285714,6.294117647058824,2.6875
2.0,3.0,1.0,3.0930232558139537,1.1875,8.07142857142857,6.8235294117647065,3.8125
1.0,3.0,1.0,6.0232558139534875,8.875,6.142857142857142,6.8235294117647065,3.8125
2.0,3.0,1.0,4.767441860465116,1.5625,8.714285714285714,7.882352941176473,2.6875
1.0,4.0,2.0,3.9302325581395348,1.0,6.142857142857142,8.411764705882351,3.25
1.0,3.0,4.0,4.767441860465116,1.0,5.7142857142857135,5.764705882352941,3.8125
2.0,1.0,4.0,8.74418604651163,6.25,1.0,3.6470588235294117,7.46875
1.0,5.0,2.0,3.9302325581395348,1.75,6.357142857142857,7.352941176470588,3.25
1.0,1.0,2.0,2.674418604651163,1.375,6.142857142857142,6.294117647058824,3.25
1.0,1.0,2.0,2.4651162790697674,1.5625,6.571428571428572,5.764705882352941,2.6875
2.0,2.0,2.0,2.883720930232559,1.0,7.428571428571428,7.352941176470588,2.96875
1.0,3.0,2.0,3.302325581395349,1.0,6.571428571428572,6.8235294117647065,2.96875
1.0,4.0,1.0,4.9767441860465125,1.5625,6.357142857142857,7.352941176470588,3.8125
1.0,4.0,1.0,3.302325581395349,1.0,6.142857142857142,8.411764705882351,3.53125
2.0,4.0,1.0,3.9302325581395348,1.0,7.428571428571428,7.882352941176473,2.96875
2.0,3.0,1.0,3.511627906976744,1.375,8.714285714285714,6.294117647058824,4.375
2.0,1.0,3.0,4.348837209302325,1.0,6.142857142857142,7.882352941176473,2.6875
2.0,1.0,3.0,4.348837209302325,1.0,8.928571428571427,5.764705882352941,1.28125
1.0,3.0,3.0,2.883720930232559,2.125,8.714285714285714,7.352941176470588,1.5625
1.0,2.0,4.0,6.0232558139534875,1.0,7.857142857142858,7.352941176470588,2.125
2.0,4.0,2.0,2.674418604651163,1.0,6.142857142857142,7.352941176470588,6.90625
2.0,4.0,2.0,3.302325581395349,1.0,7.857142857142858,7.352941176470588,6.90625
2.0,2.0,1.0,3.0930232558139537,1.5625,8.714285714285714,8.941176470588236,1.84375
2.0,4.0,1.0,2.2558139534883717,1.0,8.714285714285714,7.352941176470588,1.5625
1.0,4.0,1.0,3.511627906976744,1.0,7.857142857142858,7.882352941176473,2.6875
2.0,1.0,1.0,4.767441860465116,2.125,8.285714285714285,7.352941176470588,2.125
1.0,4.0,2.0,3.9302325581395348,2.125,7.642857142857142,8.941176470588236,1.84375
2.0,3.0,2.0,3.302325581395349,2.125,8.714285714285714,8.941176470588236,1.84375
1.0,2.0,1.0,4.348837209302325,1.375,7.642857142857142,7.882352941176473,2.96875
1.0,3.0,1.0,3.0930232558139537,2.125,8.5,9.470588235294116,1.84375
1.0,4.0,1.0,3.511627906976744,1.9375,9.357142857142858,6.8235294117647065,2.40625
2.0,4.0,1.0,3.9302325581395348,1.5625,6.999999999999999,7.352941176470588,3.53125
2.0,2.0,1.0,3.0930232558139537,1.375,6.785714285714285,5.764705882352941,2.96875
1.0,3.0,1.0,3.0930232558139537,1.375,6.785714285714285,6.8235294117647065,2.40625
1.0,3.0,1.0,3.0930232558139537,2.125,8.5,9.470588235294116,1.84375
1.0,4.0,1.0,5.186046511627907,1.0,6.142857142857142,5.235294117647059,6.34375
1.0,3.0,1.0,4.348837209302325,1.0,7.642857142857142,7.352941176470588,2.96875
1.0,3.0,1.0,3.302325581395349,1.1875,6.571428571428572,5.764705882352941,2.6875
1.0,4.0,1.0,2.674418604651163,1.0,9.357142857142858,6.8235294117647065,2.96875
2.0,1.0,2.0,2.883720930232559,1.375,8.07142857142857,6.294117647058824,2.125
2.0,1.0,2.0,2.2558139534883717,8.875,10.0,7.352941176470588,2.6875
2.0,1.0,2.0,2.2558139534883717,1.0,6.142857142857142,7.882352941176473,1.28125
2.0,3.0,4.0,5.186046511627907,1.75,8.5,6.294117647058824,5.5
1.0,3.0,4.0,4.558139534883722,1.0,6.142857142857142,6.294117647058824,4.65625
1.0,1.0,2.0,2.2558139534883717,1.0,6.142857142857142,7.352941176470588,2.125
2.0,2.0,2.0,2.674418604651163,1.0,7.857142857142858,5.764705882352941,4.65625
2.0,4.0,2.0,3.302325581395349,1.0,9.142857142857142,8.411764705882351,2.125
1.0,4.0,2.0,3.302325581395349,1.0,7.642857142857142,8.411764705882351,1.84375
2.0,1.0,2.0,2.4651162790697674,1.0,6.142857142857142,5.764705882352941,2.6875
1.0,2.0,2.0,4.348837209302325,1.375,7.857142857142858,8.411764705882351,2.6875
2.0,3.0,1.0,2.883720930232559,1.0,8.714285714285714,7.882352941176473,2.96875
2.0,4.0,1.0,2.674418604651163,1.0,8.714285714285714,5.764705882352941,2.96875
1.0,3.0,1.0,2.883720930232559,1.0,7.428571428571428,5.764705882352941,4.375
1.0,4.0,1.0,3.7209302325581395,1.375,6.999999999999999,5.764705882352941,2.6875
2.0,3.0,1.0,5.395348837209303,1.0,2.5,6.8235294117647065,4.09375
2.0,4.0,1.0,3.302325581395349,1.75,6.142857142857142,5.764705882352941,1.5625
2.0,4.0,1.0,3.0930232558139537,1.75,8.928571428571427,6.294117647058824,2.6875
1.0,5.0,1.0,2.674418604651163,1.0,7.428571428571428,8.411764705882351,1.84375
2.0,5.0,1.0,3.7209302325581395,1.0,7.428571428571428,6.294117647058824,2.40625
2.0,4.0,3.0,3.0930232558139537,1.375,7.642857142857142,7.882352941176473,2.40625
1.0,4.0,3.0,3.0930232558139537,2.5,7.857142857142858,8.941176470588236,2.6875
2.0,5.0,1.0,3.0930232558139537,2.125,8.285714285714285,6.8235294117647065,2.40625
2.0,5.0,1.0,2.674418604651163,1.0,6.785714285714285,6.294117647058824,3.25
2.0,5.0,1.0,3.0930232558139537,1.5625,9.357142857142858,7.352941176470588,2.40625
1.0,3.0,3.0,3.302325581395349,1.0,8.714285714285714,7.352941176470588,2.40625
2.0,5.0,1.0,2.674418604651163,1.0,6.142857142857142,10.0,2.96875
2.0,5.0,1.0,3.511627906976744,1.75,8.5,7.882352941176473,2.6875
1.0,4.0,1.0,3.0930232558139537,1.0,10.0,8.941176470588236,1.5625
2.0,4.0,1.0,3.0930232558139537,1.1875,7.214285714285714,7.882352941176473,1.84375
1.0,4.0,1.0,2.674418604651163,1.0,7.428571428571428,7.352941176470588,2.96875
2.0,5.0,1.0,3.7209302325581395,1.0,7.214285714285714,9.470588235294116,2.6875
2.0,4.0,3.0,2.674418604651163,1.375,7.642857142857142,7.352941176470588,1.84375
1.0,3.0,1.0,2.4651162790697674,1.0,7.428571428571428,9.470588235294116,2.6875
1.0,5.0,1.0,3.302325581395349,1.9375,8.07142857142857,7.882352941176473,2.6875
2.0,5.0,2.0,3.9302325581395348,1.0,8.07142857142857,7.882352941176473,3.8125
1.0,4.0,1.0,4.1395348837209305,1.5625,7.857142857142858,8.941176470588236,1.84375
2.0,5.0,2.0,4.348837209302325,1.375,6.785714285714285,8.411764705882351,3.8125
1.0,3.0,1.0,2.4651162790697674,1.0,7.428571428571428,7.352941176470588,2.125
1.0,5.0,2.0,2.674418604651163,1.375,10.0,8.941176470588236,1.5625
2.0,4.0,1.0,3.7209302325581395,1.9375,6.571428571428572,7.882352941176473,3.53125
1.0,4.0,1.0,3.302325581395349,1.5625,8.714285714285714,7.352941176470588,2.40625
1.0,2.0,1.0,3.302325581395349,1.5625,8.714285714285714,7.882352941176473,2.96875
1.0,5.0,1.0,2.4651162790697674,1.0,6.571428571428572,6.8235294117647065,3.25
1.0,3.0,3.0,3.7209302325581395,1.375,8.714285714285714,8.411764705882351,2.125
1.0,4.0,1.0,4.1395348837209305,1.0,6.142857142857142,8.411764705882351,3.53125
2.0,4.0,1.0,2.674418604651163,1.1875,8.5,8.941176470588236,1.84375
2.0,4.0,1.0,3.0930232558139537,1.0,7.428571428571428,8.411764705882351,3.25
1.0,4.0,1.0,2.4651162790697674,1.9375,8.285714285714285,8.411764705882351,1.5625
1.0,3.0,1.0,2.2558139534883717,1.0,7.428571428571428,8.411764705882351,1.84375
1.0,4.0,1.0,3.302325581395349,1.75,9.142857142857142,8.411764705882351,3.25
2.0,5.0,3.0,5.186046511627907,1.0,6.142857142857142,6.294117647058824,2.96875
1.0,3.0,1.0,3.0930232558139537,1.0,8.07142857142857,8.411764705882351,1.5625
1.0,5.0,1.0,3.302325581395349,1.75,7.428571428571428,8.941176470588236,2.96875
2.0,5.0,2.0,3.7209302325581395,2.125,7.428571428571428,5.764705882352941,1.84375
1.0,5.0,1.0,3.9302325581395348,1.75,6.142857142857142,8.941176470588236,1.28125
2.0,3.0,1.0,2.046511627906977,1.375,8.928571428571427,9.470588235294116,1.28125
2.0,5.0,3.0,2.883720930232559,1.0,7.428571428571428,6.8235294117647065,2.6875
1.0,3.0,1.0,3.0930232558139537,1.75,6.142857142857142,8.941176470588236,2.40625
2.0,3.0,1.0,3.302325581395349,1.375,7.642857142857142,8.411764705882351,2.40625
1.0,4.0,1.0,3.511627906976744,1.0,6.142857142857142,5.764705882352941,3.53125
1.0,5.0,1.0,3.302325581395349,1.75,5.071428571428571,8.941176470588236,2.96875
2.0,1.0,1.0,2.4651162790697674,1.0,6.357142857142857,6.8235294117647065,3.25
2.0,3.0,1.0,2.883720930232559,1.0,6.785714285714285,7.882352941176473,3.25
1.0,4.0,2.0,2.4651162790697674,1.0,6.142857142857142,5.764705882352941,1.84375
1.0,4.0,1.0,3.9302325581395348,1.0,10.0,7.882352941176473,2.6875
1.0,4.0,3.0,3.7209302325581395,1.1875,4.857142857142857,7.882352941176473,3.8125
1.0,5.0,3.0,2.046511627906977,1.0,8.714285714285714,8.411764705882351,1.28125
1.0,4.0,1.0,3.302325581395349,1.5625,6.785714285714285,8.411764705882351,2.6875
1.0,2.0,4.0,2.674418604651163,1.1875,6.999999999999999,8.411764705882351,3.25
1.0,3.0,1.0,3.302325581395349,1.0,7.428571428571428,7.882352941176473,2.125
2.0,4.0,1.0,2.674418604651163,2.3125,8.5,8.411764705882351,2.125
2.0,2.0,1.0,3.511627906976744,2.125,8.5,8.411764705882351,2.96875
1.0,3.0,2.0,3.302325581395349,2.875,8.5,7.882352941176473,1.84375
2.0,2.0,1.0,3.9302325581395348,1.1875,6.142857142857142,6.8235294117647065,3.8125
2.0,3.0,1.0,3.0930232558139537,2.125,7.214285714285714,7.352941176470588,2.125
1.0,4.0,1.0,2.883720930232559,2.875,7.214285714285714,8.411764705882351,2.125
2.0,4.0,1.0,2.2558139534883717,4.0,8.07142857142857,7.352941176470588,2.96875
2.0,3.0,1.0,3.302325581395349,1.0,8.714285714285714,7.352941176470588,2.6875
1.0,3.0,1.0,3.0930232558139537,1.375,7.642857142857142,6.8235294117647065,1.84375
2.0,2.0,2.0,2.046511627906977,3.8125,7.642857142857142,7.882352941176473,2.6875
1.0,3.0,2.0,5.604651162790697,1.0,7.642857142857142,8.411764705882351,4.09375
1.0,3.0,3.0,3.302325581395349,2.125,7.428571428571428,8.411764705882351,2.6875
1.0,3.0,1.0,5.604651162790697,1.0,7.642857142857142,8.411764705882351,4.09375
2.0,4.0,1.0,4.348837209302325,1.0,7.857142857142858,7.882352941176473,2.96875
2.0,3.0,1.0,3.302325581395349,1.1875,7.642857142857142,8.411764705882351,2.96875
2.0,4.0,1.0,3.0930232558139537,1.375,8.07142857142857,8.411764705882351,2.96875
2.0,4.0,1.0,2.883720930232559,1.0,6.142857142857142,6.8235294117647065,3.25
1.0,3.0,1.0,2.674418604651163,1.0,7.428571428571428,6.8235294117647065,1.28125
1.0,1.0,4.0,3.9302325581395348,1.0,6.142857142857142,6.8235294117647065,3.53125
2.0,5.0,1.0,3.302325581395349,2.5,7.857142857142858,7.352941176470588,2.96875
1.0,3.0,1.0,2.4651162790697674,1.375,8.714285714285714,10.0,1.5625
1.0,4.0,1.0,3.511627906976744,1.375,6.999999999999999,7.882352941176473,2.40625
2.0,3.0,1.0,2.883720930232559,1.5625,9.142857142857142,6.294117647058824,2.40625
2.0,3.0,1.0,2.4651162790697674,1.0,7.428571428571428,6.8235294117647065,2.40625
2.0,5.0,1.0,3.302325581395349,1.75,9.571428571428571,9.470588235294116,3.53125
1.0,5.0,3.0,3.511627906976744,1.0,6.999999999999999,7.352941176470588,1.5625
1.0,5.0,1.0,4.1395348837209305,1.0,6.999999999999999,9.470588235294116,4.9375
1.0,3.0,1.0,3.0930232558139537,1.0,6.785714285714285,8.411764705882351,1.28125
1.0,3.0,4.0,2.883720930232559,1.5625,7.642857142857142,7.882352941176473,5.78125
2.0,1.0,2.0,2.674418604651163,1.5625,6.571428571428572,6.8235294117647065,1.5625
1.0,3.0,2.0,2.883720930232559,1.375,8.5,8.941176470588236,1.84375
2.0,3.0,2.0,2.883720930232559,1.375,6.142857142857142,5.764705882352941,3.25
1.0,4.0,2.0,2.046511627906977,1.75,6.142857142857142,7.882352941176473,2.125
1.0,3.0,1.0,2.4651162790697674,1.1875,6.999999999999999,7.882352941176473,2.6875
2.0,5.0,2.0,3.7209302325581395,1.375,6.142857142857142,8.941176470588236,3.25
2.0,4.0,3.0,4.1395348837209305,2.125,2.714285714285714,6.8235294117647065,3.53125
1.0,4.0,3.0,4.1395348837209305,1.0,8.714285714285714,5.764705882352941,3.8125
1.0,2.0,4.0,3.302325581395349,1.1875,6.999999999999999,6.294117647058824,2.40625
1.0,4.0,3.0,5.604651162790697,1.5625,7.428571428571428,7.352941176470588,2.125
1.0,2.0,2.0,3.511627906976744,1.0,6.999999999999999,6.294117647058824,4.09375
1.0,4.0,1.0,4.348837209302325,1.0,7.428571428571428,7.352941176470588,1.84375
1.0,4.0,1.0,3.302325581395349,1.1875,7.214285714285714,8.411764705882351,2.96875
2.0,3.0,1.0,3.511627906976744,1.75,6.142857142857142,8.941176470588236,3.53125
2.0,4.0,3.0,4.348837209302325,1.9375,8.07142857142857,6.8235294117647065,5.78125
2.0,5.0,1.0,3.511627906976744,1.0,7.428571428571428,10.0,3.25
2.0,3.0,1.0,4.9767441860465125,4.1875,9.785714285714285,9.470588235294116,5.78125
1.0,4.0,1.0,3.7209302325581395,1.1875,6.357142857142857,7.882352941176473,3.25
2.0,5.0,1.0,3.302325581395349,1.0,6.142857142857142,6.8235294117647065,2.125
1.0,4.0,1.0,2.4651162790697674,1.9375,8.714285714285714,6.8235294117647065,2.125
1.0,2.0,1.0,6.232558139534883,1.0,7.428571428571428,6.294117647058824,3.53125
1.0,3.0,1.0,3.7209302325581395,2.125,6.142857142857142,7.882352941176473,2.96875
1.0,4.0,1.0,2.046511627906977,1.375,8.5,9.470588235294116,2.96875
2.0,3.0,1.0,3.302325581395349,1.0,8.714285714285714,8.411764705882351,2.125
2.0,3.0,1.0,3.511627906976744,1.0,8.285714285714285,8.411764705882351,3.8125
2.0,5.0,2.0,3.0930232558139537,4.375,6.785714285714285,5.764705882352941,5.78125
2.0,4.0,1.0,3.0930232558139537,1.0,9.142857142857142,10.0,1.84375
2.0,4.0,1.0,3.302325581395349,1.0,7.642857142857142,7.352941176470588,2.40625
2.0,3.0,1.0,2.4651162790697674,1.1875,8.714285714285714,9.470588235294116,1.5625
2.0,4.0,1.0,2.883720930232559,1.5625,8.714285714285714,7.352941176470588,2.125
1.0,4.0,1.0,2.2558139534883717,1.5625,8.928571428571427,6.8235294117647065,1.84375
1.0,4.0,4.0,2.883720930232559,1.0,8.928571428571427,8.941176470588236,1.0
2.0,4.0,1.0,2.674418604651163,1.0,7.428571428571428,7.882352941176473,2.96875
1.0,4.0,4.0,5.395348837209303,1.0,8.5,7.352941176470588,6.625
2.0,3.0,3.0,2.674418604651163,1.0,7.642857142857142,5.764705882352941,2.40625
2.0,4.0,1.0,4.1395348837209305,1.9375,6.142857142857142,5.764705882352941,3.25
1.0,4.0,2.0,3.0930232558139537,1.0,6.785714285714285,7.352941176470588,2.125
1.0,3.0,4.0,7.279069767441861,2.125,8.5,6.294117647058824,3.25
2.0,3.0,4.0,3.302325581395349,1.0,7.428571428571428,7.352941176470588,3.25
1.0,5.0,1.0,2.674418604651163,1.0,6.357142857142857,8.411764705882351,2.40625
1.0,4.0,1.0,3.0930232558139537,1.0,10.0,8.411764705882351,3.53125
1.0,4.0,2.0,2.4651162790697674,1.0,7.428571428571428,8.411764705882351,4.65625
1.0,3.0,4.0,3.9302325581395348,1.0,7.214285714285714,6.294117647058824,2.96875
1.0,4.0,1.0,2.883720930232559,1.0,6.142857142857142,8.941176470588236,1.5625
2.0,2.0,1.0,4.767441860465116,1.0,7.642857142857142,6.8235294117647065,3.8125
2.0,2.0,1.0,3.7209302325581395,1.0,6.142857142857142,6.294117647058824,3.25
1.0,4.0,2.0,6.44186046511628,2.125,8.07142857142857,7.352941176470588,3.53125
1.0,4.0,1.0,2.883720930232559,1.75,7.214285714285714,8.941176470588236,2.6875
1.0,2.0,1.0,2.883720930232559,1.0,8.285714285714285,7.352941176470588,6.34375
1.0,4.0,1.0,3.9302325581395348,1.5625,6.142857142857142,7.882352941176473,1.5625
1.0,4.0,2.0,2.4651162790697674,1.0,7.428571428571428,8.411764705882351,4.65625
2.0,4.0,1.0,2.4651162790697674,1.5625,9.571428571428571,9.470588235294116,2.40625
1.0,4.0,2.0,2.4651162790697674,1.0,7.428571428571428,8.411764705882351,4.65625
1.0,4.0,1.0,3.511627906976744,1.1875,7.428571428571428,8.411764705882351,1.84375
1.0,4.0,1.0,3.0930232558139537,1.0,6.785714285714285,8.941176470588236,2.40625
2.0,3.0,1.0,2.674418604651163,1.0,7.428571428571428,7.352941176470588,3.8125
2.0,3.0,1.0,3.511627906976744,1.0,6.785714285714285,6.8235294117647065,3.8125
2.0,3.0,1.0,2.4651162790697674,1.0,7.428571428571428,7.882352941176473,1.84375
2.0,3.0,1.0,2.674418604651163,1.9375,7.428571428571428,8.411764705882351,1.84375
2.0,3.0,1.0,3.302325581395349,1.9375,8.5,7.882352941176473,3.25
2.0,3.0,1.0,3.302325581395349,1.9375,8.5,7.882352941176473,3.25
1.0,3.0,4.0,3.302325581395349,1.0,9.571428571428571,8.941176470588236,1.5625
1.0,3.0,4.0,2.674418604651163,1.0,9.142857142857142,7.352941176470588,2.40625
1.0,2.0,4.0,3.9302325581395348,1.0,8.714285714285714,8.941176470588236,2.125
2.0,3.0,4.0,2.674418604651163,1.0,8.928571428571427,8.411764705882351,1.84375
1.0,4.0,1.0,2.674418604651163,1.0,7.428571428571428,8.411764705882351,2.96875
1.0,4.0,1.0,3.0930232558139537,1.0,9.142857142857142,6.294117647058824,1.5625
1.0,4.0,1.0,2.2558139534883717,1.0,8.714285714285714,7.352941176470588,2.40625
2.0,5.0,1.0,3.7209302325581395,1.0,7.642857142857142,8.941176470588236,2.6875
2.0,4.0,1.0,2.2558139534883717,1.5625,8.07142857142857,7.882352941176473,2.96875
2.0,4.0,1.0,3.511627906976744,1.1875,9.142857142857142,8.941176470588236,2.6875
2.0,4.0,1.0,3.0930232558139537,1.5625,6.999999999999999,7.352941176470588,1.5625
2.0,4.0,1.0,3.302325581395349,1.5625,7.428571428571428,8.411764705882351,3.25
1.0,3.0,1.0,3.302325581395349,1.75,6.999999999999999,6.294117647058824,4.09375
1.0,4.0,1.0,2.883720930232559,1.75,6.142857142857142,7.352941176470588,3.8125
2.0,3.0,3.0,2.046511627906977,1.0,7.428571428571428,7.882352941176473,1.84375
1.0,4.0,3.0,2.674418604651163,1.0,8.5,7.882352941176473,2.40625
2.0,4.0,1.0,3.511627906976744,1.0,6.142857142857142,7.352941176470588,2.125
2.0,3.0,4.0,4.767441860465116,1.0,6.785714285714285,6.8235294117647065,5.78125
2.0,2.0,1.0,3.0930232558139537,1.0,6.142857142857142,7.352941176470588,2.125
1.0,3.0,2.0,2.4651162790697674,1.5625,6.571428571428572,7.352941176470588,1.84375
2.0,4.0,2.0,3.302325581395349,1.375,7.642857142857142,8.941176470588236,3.25
2.0,4.0,2.0,3.0930232558139537,1.375,8.714285714285714,8.941176470588236,3.25
1.0,4.0,2.0,3.0930232558139537,1.0,6.785714285714285,8.941176470588236,2.40625
2.0,3.0,2.0,1.8372093023255813,2.125,7.642857142857142,7.352941176470588,2.40625
1.0,3.0,3.0,4.558139534883722,1.0,7.428571428571428,6.8235294117647065,5.78125
2.0,4.0,3.0,3.9302325581395348,1.375,6.142857142857142,7.352941176470588,3.53125
2.0,3.0,1.0,3.511627906976744,1.0,6.785714285714285,6.294117647058824,3.25
2.0,4.0,1.0,4.348837209302325,1.5625,6.999999999999999,7.882352941176473,2.125
2.0,4.0,1.0,2.4651162790697674,1.0,8.714285714285714,9.470588235294116,2.40625
1.0,4.0,2.0,3.7209302325581395,1.0,7.214285714285714,6.8235294117647065,4.65625
