sexo,escol,Tam_loc,agg_fiscal_and_service_federalism_preferences,agg_legal_uniformity_preference,agg_perceived_representativeness,agg_political_interest_and_engagement,agg_security_governance_preferences
1.0,4.0,3.0,2.046511627906977,1.0,7.857142857142858,9.470588235294116,2.40625
1.0,3.0,3.0,2.4651162790697674,2.125,6.142857142857142,7.882352941176473,2.40625
2.0,4.0,1.0,2.674418604651163,1.0,7.642857142857142,7.352941176470588,3.53125
1.0,5.0,1.0,2.883720930232559,1.0,7.428571428571428,8.411764705882351,3.25
1.0,3.0,1.0,2.4651162790697674,1.0,6.142857142857142,6.8235294117647065,3.25
1.0,5.0,1.0,3.0930232558139537,1.9375,6.357142857142857,7.352941176470588,2.96875
2.0,4.0,1.0,3.7209302325581395,2.3125,7.857142857142858,6.294117647058824,2.125
1.0,4.0,1.0,3.0930232558139537,1.375,8.285714285714285,8.941176470588236,2.125
1.0,4.0,1.0,7.488372093023256,1.9375,6.785714285714285,6.8235294117647065,4.375
2.0,4.0,1.0,3.511627906976744,1.75,7.428571428571428,7.352941176470588,3.25
1.0,5.0,1.0,2.883720930232559,1.5625,6.357142857142857,6.294117647058824,1.5625
1.0,4.0,1.0,2.674418604651163,1.75,6.142857142857142,5.764705882352941,1.5625
2.0,5.0,1.0,6.44186046511628,1.75,6.785714285714285,5.764705882352941,2.40625
1.0,5.0,1.0,2.883720930232559,1.0,9.357142857142858,9.470588235294116,1.28125
2.0,5.0,1.0,2.674418604651163,1.375,8.5,8.941176470588236,1.84375
1.0,5.0,1.0,4.558139534883722,1.75,8.285714285714285,6.294117647058824,3.25
2.0,5.0,1.0,5.186046511627907,2.5,9.357142857142858,8.411764705882351,2.96875
2.0,9.0,1.0,2.674418604651163,1.0,6.142857142857142,5.764705882352941,3.8125
1.0,9.0,1.0,2.4651162790697674,1.0,6.571428571428572,5.764705882352941,2.6875
1.0,5.0,1.0,2.883720930232559,1.0,8.5,8.941176470588236,1.28125
2.0,4.0,1.0,3.302325581395349,1.1875,6.999999999999999,6.294117647058824,2.40625
1.0,4.0,1.0,3.7209302325581395,1.375,7.428571428571428,7.352941176470588,3.25
2.0,9.0,1.0,3.0930232558139537,1.0,7.428571428571428,8.411764705882351,1.84375
1.0,4.0,1.0,2.674418604651163,1.0,8.714285714285714,8.411764705882351,2.96875
2.0,9.0,1.0,3.0930232558139537,2.125,7.857142857142858,6.294117647058824,2.40625
2.0,9.0,1.0,2.883720930232559,1.375,6.999999999999999,5.235294117647059,2.96875
