sexo,escol,Tam_loc,agg_digital_and_cultural_capital,agg_educational_returns_belief,agg_perceived_education_quality,agg_school_environment_quality
2.0,3.0,3.0,9.4375,9.625,1.5625,
2.0,4.0,3.0,8.875,7.375,1.5625,1.0
2.0,2.0,3.0,7.468749999999999,9.625,1.5625,
1.0,4.0,3.0,7.75,10.0,1.0,
2.0,2.0,3.0,7.468749999999999,9.625,1.0,1.0
1.0,3.0,3.0,8.3125,4.75,1.5625,1.0
1.0,3.0,3.0,7.468749999999999,8.5,5.5,5.5
1.0,3.0,3.0,8.3125,10.0,1.0,
1.0,4.0,3.0,9.15625,9.625,2.125,2.125
1.0,4.0,3.0,9.15625,10.0,1.5625,2.125
1.0,3.0,3.0,1.0,8.125,3.25,5.5
1.0,2.0,3.0,7.468749999999999,10.0,1.5625,1.0
2.0,3.0,3.0,8.59375,10.0,1.0,2.125
1.0,4.0,3.0,10.0,10.0,1.5625,2.125
2.0,3.0,3.0,7.1875,8.875,2.125,3.25
2.0,2.0,3.0,7.75,9.25,2.6875,1.0
1.0,2.0,3.0,8.03125,10.0,1.0,1.0
1.0,4.0,3.0,10.0,10.0,1.0,
2.0,2.0,1.0,8.3125,9.625,2.125,1.0
1.0,5.0,1.0,9.718750000000002,10.0,2.125,3.25
1.0,2.0,1.0,8.3125,9.25,3.25,1.0
2.0,4.0,1.0,8.3125,9.625,2.6875,3.25
1.0,3.0,1.0,7.75,10.0,2.125,
2.0,3.0,1.0,8.59375,9.625,5.5,3.25
1.0,3.0,1.0,8.875,10.0,2.125,2.125
1.0,3.0,1.0,10.0,9.625,1.5625,
2.0,3.0,1.0,8.59375,10.0,2.125,1.0
2.0,3.0,1.0,8.3125,10.0,1.5625,
2.0,2.0,1.0,9.15625,10.0,1.5625,3.25
1.0,4.0,1.0,9.718750000000002,10.0,1.0,
1.0,3.0,1.0,8.875,10.0,2.125,1.0
1.0,2.0,1.0,8.59375,10.0,2.125,1.0
1.0,3.0,1.0,8.875,10.0,2.125,2.125
2.0,3.0,1.0,9.4375,10.0,2.125,2.125
2.0,4.0,1.0,9.718750000000002,10.0,2.125,2.125
2.0,3.0,1.0,9.718750000000002,10.0,2.125,
1.0,3.0,1.0,8.875,9.625,1.0,2.125
1.0,3.0,1.0,9.718750000000002,10.0,1.5625,
1.0,3.0,1.0,8.875,10.0,1.5625,2.125
2.0,3.0,1.0,9.15625,10.0,1.5625,
2.0,3.0,1.0,7.75,9.625,1.0,4.375
2.0,3.0,1.0,8.59375,8.5,2.125,3.25
1.0,4.0,1.0,8.03125,10.0,1.5625,3.25
2.0,4.0,1.0,8.59375,9.625,1.5625,1.0
1.0,4.0,1.0,8.59375,7.375,1.5625,
2.0,3.0,1.0,7.1875,10.0,1.0,2.125
1.0,4.0,1.0,7.468749999999999,10.0,1.5625,1.0
2.0,4.0,1.0,8.3125,10.0,1.5625,1.0
1.0,4.0,1.0,8.3125,10.0,3.25,3.25
2.0,2.0,1.0,8.03125,4.75,6.0625,3.25
2.0,5.0,1.0,7.75,9.625,1.0,3.25
2.0,1.0,1.0,8.875,7.375,2.6875,10.0
2.0,5.0,1.0,9.4375,7.375,2.6875,1.0
2.0,2.0,1.0,9.4375,10.0,1.0,3.25
1.0,4.0,1.0,6.906249999999999,10.0,2.125,3.25
2.0,4.0,1.0,7.1875,10.0,1.5625,
2.0,4.0,1.0,7.75,10.0,2.6875,
1.0,4.0,1.0,8.59375,10.0,2.125,1.0
1.0,1.0,1.0,8.3125,8.875,3.25,3.25
1.0,3.0,1.0,8.3125,8.875,3.25,4.375
2.0,2.0,1.0,7.75,10.0,3.25,3.25
1.0,5.0,1.0,8.875,10.0,2.6875,3.25
2.0,5.0,1.0,8.3125,10.0,2.6875,3.25
2.0,4.0,1.0,8.03125,9.25,2.6875,4.375
1.0,4.0,3.0,8.3125,7.375,2.6875,3.25
2.0,5.0,3.0,8.3125,10.0,2.6875,3.25
2.0,3.0,3.0,7.75,10.0,3.25,3.25
1.0,2.0,3.0,8.03125,10.0,3.25,3.25
1.0,3.0,3.0,8.3125,10.0,2.125,3.25
2.0,2.0,3.0,8.3125,10.0,2.6875,3.25
2.0,4.0,3.0,8.03125,10.0,2.125,3.25
1.0,3.0,3.0,8.3125,10.0,2.125,3.25
2.0,5.0,3.0,8.3125,10.0,2.125,3.25
1.0,3.0,3.0,7.1875,10.0,2.125,3.25
1.0,2.0,3.0,8.3125,9.25,2.125,3.25
2.0,4.0,3.0,8.3125,9.625,2.125,4.375
1.0,4.0,3.0,6.906249999999999,10.0,3.25,
1.0,3.0,3.0,7.75,9.625,2.125,1.0
1.0,4.0,3.0,7.1875,10.0,6.0625,3.25
2.0,1.0,3.0,6.906249999999999,10.0,2.125,8.875
1.0,3.0,3.0,6.906249999999999,,8.875,3.25
2.0,4.0,3.0,6.906249999999999,10.0,8.875,
1.0,3.0,3.0,6.906249999999999,,2.6875,3.25
1.0,3.0,1.0,6.624999999999998,9.25,1.0,2.125
1.0,3.0,1.0,8.3125,9.25,1.0,2.125
2.0,4.0,1.0,9.4375,10.0,1.0,2.125
1.0,4.0,1.0,10.0,10.0,1.0,1.0
2.0,3.0,1.0,8.875,8.875,1.0,2.125
1.0,3.0,1.0,9.718750000000002,10.0,1.5625,
2.0,2.0,1.0,8.875,8.875,3.25,3.25
2.0,2.0,1.0,8.875,6.625,1.5625,2.125
2.0,3.0,1.0,8.59375,9.625,4.9375,2.125
2.0,3.0,1.0,8.59375,7.375,1.0,
1.0,5.0,1.0,8.59375,9.25,1.0,3.25
1.0,5.0,1.0,7.468749999999999,9.625,1.5625,2.125
2.0,5.0,1.0,8.59375,9.625,1.0,4.375
1.0,4.0,1.0,8.03125,9.625,1.5625,3.25
1.0,4.0,1.0,7.468749999999999,9.625,1.5625,2.125
2.0,5.0,1.0,8.59375,9.625,1.0,3.25
1.0,5.0,1.0,8.59375,10.0,1.5625,4.375
2.0,4.0,1.0,8.3125,9.25,1.0,3.25
1.0,4.0,1.0,8.03125,8.875,1.0,3.25
1.0,4.0,1.0,7.75,9.625,2.125,3.25
1.0,4.0,1.0,8.59375,9.25,2.125,2.125
1.0,5.0,1.0,7.468749999999999,8.875,1.5625,3.25
2.0,3.0,1.0,7.468749999999999,10.0,2.125,3.25
1.0,3.0,1.0,8.03125,8.875,1.5625,4.375
1.0,4.0,1.0,8.3125,8.5,2.125,2.125
2.0,4.0,1.0,8.3125,9.25,2.125,2.125
1.0,3.0,1.0,8.3125,9.625,1.5625,
2.0,4.0,1.0,7.468749999999999,9.25,2.125,3.25
2.0,3.0,1.0,8.3125,10.0,2.125,3.25
2.0,4.0,1.0,8.03125,9.25,2.125,3.25
2.0,3.0,3.0,7.1875,8.875,2.125,2.125
1.0,4.0,3.0,8.59375,9.625,1.5625,4.375
1.0,3.0,3.0,8.59375,9.25,2.125,
1.0,5.0,3.0,8.875,8.875,1.5625,2.125
2.0,3.0,3.0,7.75,8.5,2.125,2.125
1.0,4.0,3.0,8.03125,8.5,1.5625,2.125
2.0,4.0,3.0,7.75,8.5,2.6875,3.25
1.0,3.0,3.0,7.1875,8.875,2.125,2.125
2.0,3.0,3.0,7.1875,8.125,2.6875,3.25
2.0,3.0,3.0,8.03125,8.5,2.125,2.125
1.0,3.0,3.0,8.03125,8.875,2.125,3.25
1.0,5.0,3.0,9.15625,8.5,2.125,1.0
1.0,4.0,3.0,8.03125,10.0,1.5625,2.125
1.0,2.0,3.0,7.1875,9.625,6.0625,2.125
1.0,3.0,3.0,8.03125,5.875,2.6875,2.125
1.0,3.0,3.0,9.4375,10.0,1.0,
2.0,3.0,3.0,6.906249999999999,9.625,2.125,2.125
1.0,4.0,3.0,8.03125,10.0,1.5625,2.125
1.0,3.0,3.0,8.03125,10.0,1.0,2.125
2.0,3.0,3.0,7.1875,9.625,1.5625,1.0
2.0,3.0,3.0,7.75,9.625,2.125,2.125
1.0,4.0,4.0,8.3125,8.875,1.5625,3.25
2.0,3.0,4.0,8.3125,9.625,2.125,2.125
2.0,2.0,4.0,7.75,4.75,8.875,2.125
2.0,2.0,4.0,7.75,10.0,1.5625,2.125
1.0,3.0,4.0,8.59375,10.0,2.125,
1.0,3.0,4.0,8.59375,9.25,1.5625,
1.0,3.0,4.0,8.875,10.0,1.0,
1.0,3.0,4.0,8.3125,10.0,2.125,3.25
2.0,3.0,4.0,8.3125,10.0,1.5625,2.125
1.0,2.0,4.0,8.875,9.625,2.125,3.25
1.0,2.0,4.0,8.59375,8.5,2.125,2.125
2.0,3.0,4.0,9.15625,10.0,1.5625,
1.0,3.0,2.0,9.4375,9.625,2.125,
1.0,1.0,2.0,9.718750000000002,9.625,2.125,
2.0,3.0,2.0,9.15625,8.875,2.125,1.0
1.0,3.0,2.0,8.875,8.5,2.125,2.125
2.0,3.0,2.0,9.4375,3.625,2.125,1.0
2.0,1.0,2.0,9.718750000000002,10.0,2.125,
2.0,3.0,2.0,8.875,9.625,2.125,1.0
1.0,1.0,2.0,8.875,10.0,2.125,
1.0,1.0,2.0,9.718750000000002,9.625,2.125,2.125
1.0,1.0,2.0,9.15625,9.625,2.125,3.25
2.0,1.0,2.0,9.15625,9.625,2.125,2.125
1.0,1.0,2.0,9.718750000000002,9.625,1.5625,
1.0,3.0,2.0,9.15625,5.875,2.125,3.25
2.0,4.0,2.0,8.875,8.5,2.125,1.0
2.0,3.0,2.0,8.875,8.5,2.125,1.0
1.0,4.0,2.0,9.15625,9.625,2.125,1.0
1.0,1.0,2.0,8.59375,10.0,1.5625,2.125
1.0,3.0,2.0,9.718750000000002,8.875,2.125,2.125
2.0,4.0,2.0,9.718750000000002,9.625,2.125,1.0
1.0,3.0,2.0,8.59375,6.25,2.125,2.125
1.0,4.0,2.0,8.875,9.25,2.125,2.125
2.0,3.0,2.0,9.4375,9.25,2.125,1.0
2.0,4.0,2.0,9.15625,10.0,2.125,1.0
1.0,1.0,4.0,7.75,4.0,6.0625,5.5
1.0,2.0,4.0,7.468749999999999,10.0,1.5625,2.125
1.0,3.0,4.0,8.03125,9.625,2.125,3.25
1.0,3.0,4.0,7.1875,2.125,2.125,1.0
1.0,3.0,4.0,8.3125,4.75,1.0,1.0
1.0,2.0,4.0,6.906249999999999,10.0,1.5625,1.0
1.0,3.0,4.0,7.75,4.75,6.0625,2.125
2.0,4.0,4.0,7.468749999999999,9.25,1.0,
2.0,2.0,4.0,6.906249999999999,9.625,2.125,2.125
2.0,4.0,4.0,9.15625,10.0,4.9375,
2.0,3.0,1.0,8.3125,10.0,1.0,2.125
1.0,3.0,1.0,8.59375,,3.25,2.125
1.0,4.0,1.0,9.718750000000002,10.0,1.0,
1.0,5.0,1.0,7.75,10.0,2.6875,2.125
2.0,3.0,1.0,8.59375,10.0,2.6875,1.0
2.0,3.0,1.0,9.15625,3.625,1.5625,1.0
1.0,3.0,1.0,8.3125,9.625,1.0,3.25
1.0,3.0,1.0,8.03125,10.0,2.6875,3.25
1.0,3.0,1.0,8.875,7.0,2.125,2.125
2.0,4.0,1.0,7.1875,,6.0625,3.25
1.0,3.0,1.0,9.4375,10.0,1.0,2.125
2.0,3.0,1.0,7.75,10.0,2.6875,3.25
1.0,4.0,1.0,9.718750000000002,10.0,1.0,
1.0,1.0,1.0,9.15625,9.25,2.125,1.0
1.0,4.0,1.0,8.875,10.0,1.0,
1.0,4.0,1.0,8.3125,10.0,2.6875,2.125
1.0,4.0,1.0,9.4375,10.0,1.5625,2.125
1.0,4.0,1.0,8.875,9.25,1.5625,
1.0,3.0,1.0,8.3125,9.625,1.5625,3.25
2.0,3.0,1.0,7.75,10.0,2.125,3.25
1.0,3.0,1.0,8.875,10.0,2.125,1.0
1.0,4.0,1.0,8.875,9.625,1.0,2.125
1.0,4.0,1.0,9.15625,10.0,2.125,3.25
1.0,3.0,1.0,8.59375,10.0,2.6875,2.125
1.0,5.0,1.0,10.0,10.0,1.5625,
1.0,3.0,1.0,8.875,9.625,2.6875,2.125
2.0,3.0,1.0,8.3125,9.625,2.125,1.0
2.0,3.0,1.0,8.59375,4.75,1.0,3.25
2.0,3.0,1.0,8.03125,4.375,2.125,3.25
1.0,1.0,1.0,9.15625,6.625,1.0,3.25
1.0,2.0,1.0,10.0,4.375,5.5,
2.0,3.0,1.0,7.1875,10.0,1.5625,2.125
1.0,3.0,1.0,7.75,10.0,2.125,1.0
1.0,4.0,1.0,8.875,10.0,1.5625,
1.0,4.0,1.0,9.718750000000002,9.25,1.5625,
1.0,3.0,1.0,7.468749999999999,8.875,6.0625,5.5
1.0,4.0,1.0,9.15625,8.875,1.0,
2.0,3.0,1.0,7.1875,8.875,3.25,3.25
1.0,4.0,1.0,9.718750000000002,9.25,2.125,3.25
1.0,3.0,1.0,8.875,9.625,2.6875,2.125
2.0,4.0,1.0,9.4375,10.0,2.125,
2.0,3.0,1.0,7.468749999999999,10.0,2.125,1.0
2.0,2.0,1.0,8.3125,4.0,2.125,2.125
1.0,2.0,1.0,9.15625,4.75,1.0,
1.0,3.0,1.0,9.718750000000002,7.375,1.0,
2.0,2.0,1.0,8.03125,6.25,8.875,3.25
1.0,3.0,1.0,7.1875,10.0,1.5625,3.25
1.0,4.0,1.0,7.468749999999999,10.0,1.0,
1.0,3.0,1.0,7.468749999999999,10.0,4.9375,1.0
1.0,4.0,1.0,9.718750000000002,8.875,1.0,
1.0,3.0,1.0,8.3125,8.875,5.5,5.5
1.0,5.0,2.0,9.718750000000002,10.0,2.125,
2.0,4.0,2.0,7.75,10.0,2.6875,2.125
1.0,3.0,2.0,8.3125,8.875,3.25,3.25
2.0,4.0,2.0,9.4375,10.0,2.6875,
1.0,4.0,2.0,7.468749999999999,9.25,3.25,2.125
2.0,3.0,2.0,8.03125,9.625,1.5625,2.125
1.0,3.0,2.0,9.15625,10.0,1.0,2.125
1.0,4.0,2.0,10.0,10.0,1.0,
2.0,3.0,2.0,7.1875,7.0,1.0,3.25
1.0,5.0,2.0,10.0,10.0,1.0,
2.0,4.0,2.0,10.0,10.0,1.0,
1.0,3.0,2.0,8.875,3.625,1.5625,2.125
2.0,3.0,2.0,7.1875,9.25,1.5625,1.0
1.0,3.0,2.0,7.1875,10.0,2.6875,3.25
2.0,4.0,2.0,9.15625,10.0,1.0,2.125
2.0,1.0,2.0,6.906249999999999,10.0,3.25,5.5
1.0,4.0,2.0,7.75,7.0,2.125,2.125
1.0,4.0,2.0,9.15625,10.0,1.5625,
1.0,1.0,4.0,6.34375,7.0,2.6875,2.125
2.0,2.0,4.0,6.906249999999999,10.0,5.5,2.125
2.0,2.0,4.0,4.9375,10.0,1.5625,3.25
2.0,1.0,4.0,6.906249999999999,9.625,2.6875,2.125
2.0,2.0,4.0,7.1875,10.0,1.5625,3.25
1.0,2.0,4.0,7.468749999999999,10.0,5.5,4.375
2.0,3.0,4.0,6.906249999999999,10.0,2.6875,3.25
