sexo,edad,escol,Tam_loc,agg_conjugal_union_attitudes,agg_family_cohesion_quality,agg_family_value_transmission,agg_ideal_family_normativity,agg_intergenerational_obligations
1.0,60.0,4.0,2.0,1.9375,2.125,1.0,,1.375
2.0,70.0,2.0,3.0,3.8125,3.25,2.6875,2.40625,1.375
1.0,31.0,3.0,3.0,3.8125,3.8125,1.5625,,3.625
2.0,62.0,3.0,3.0,1.9375,1.5625,2.6875,1.0,1.0
1.0,31.0,5.0,1.0,2.3125,2.125,1.0,3.53125,2.875
2.0,42.0,4.0,2.0,1.9375,1.5625,2.6875,3.25,2.125
1.0,36.0,1.0,1.0,1.9375,1.5625,2.125,,3.625
1.0,70.0,2.0,2.0,3.0625,2.125,2.125,2.40625,1.0
2.0,32.0,4.0,2.0,5.875,2.125,2.125,,2.125
2.0,57.0,1.0,1.0,3.25,1.5625,1.5625,2.40625,1.75
2.0,32.0,4.0,2.0,1.75,3.25,1.5625,1.84375,1.75
1.0,33.0,3.0,2.0,1.75,3.25,1.5625,,1.75
2.0,58.0,3.0,1.0,5.125,2.125,1.5625,4.375,1.75
2.0,33.0,5.0,3.0,2.5,2.125,2.125,1.84375,2.125
2.0,65.0,1.0,3.0,1.75,2.125,1.5625,1.84375,1.375
2.0,35.0,3.0,1.0,2.125,2.125,2.125,2.125,2.125
1.0,37.0,3.0,2.0,1.375,2.125,2.125,,4.0
2.0,54.0,2.0,1.0,2.125,3.8125,1.5625,1.84375,1.375
2.0,72.0,2.0,3.0,2.6875,2.125,2.6875,2.96875,1.375
1.0,59.0,4.0,1.0,5.875,3.25,2.6875,2.40625,1.0
1.0,38.0,3.0,1.0,1.9375,2.125,2.125,,2.125
2.0,64.0,1.0,3.0,3.8125,2.6875,2.125,2.125,1.75
1.0,36.0,1.0,2.0,1.9375,2.6875,2.125,1.5625,1.375
1.0,40.0,3.0,1.0,1.9375,2.125,2.125,,2.125
2.0,55.0,4.0,1.0,4.0,3.25,2.125,3.53125,2.125
2.0,75.0,1.0,3.0,2.125,2.6875,2.125,,1.75
2.0,38.0,3.0,1.0,2.125,2.125,2.125,3.8125,2.125
1.0,40.0,1.0,4.0,1.75,2.125,1.5625,1.5625,1.75
1.0,40.0,3.0,1.0,3.625,2.6875,2.125,,1.75
1.0,58.0,3.0,3.0,3.4375,3.25,2.6875,,1.375
2.0,39.0,3.0,1.0,3.0625,2.6875,4.375,,1.0
1.0,63.0,1.0,1.0,1.9375,2.125,2.125,2.125,2.125
1.0,18.0,2.0,3.0,1.5625,2.6875,1.5625,1.5625,2.125
1.0,43.0,1.0,1.0,2.125,1.0,2.125,1.28125,4.0
2.0,40.0,3.0,1.0,2.125,2.125,2.6875,,1.375
1.0,41.0,3.0,4.0,3.25,1.0,1.5625,2.125,1.0
2.0,41.0,3.0,1.0,1.5625,2.6875,2.125,1.0,1.0
2.0,41.0,4.0,1.0,3.25,2.125,4.375,2.6875,1.75
2.0,20.0,4.0,1.0,2.6875,3.8125,2.6875,1.5625,1.375
2.0,45.0,3.0,1.0,2.5,2.125,2.125,2.125,2.125
2.0,46.0,2.0,1.0,1.75,2.6875,2.125,2.125,2.125
2.0,46.0,3.0,1.0,2.125,6.0625,2.125,2.40625,2.125
1.0,48.0,3.0,1.0,2.125,3.25,2.125,,1.0
2.0,47.0,3.0,1.0,2.125,2.125,2.125,,2.125
2.0,48.0,4.0,2.0,3.625,2.6875,3.25,2.125,2.125
1.0,33.0,5.0,1.0,3.625,3.25,2.125,1.28125,1.0
1.0,53.0,2.0,4.0,1.5625,1.5625,2.125,3.53125,2.875
2.0,60.0,3.0,3.0,4.375,1.0,2.125,,1.375
1.0,75.0,4.0,2.0,4.1875,2.125,2.125,1.28125,1.375
2.0,41.0,5.0,1.0,2.875,3.25,2.6875,1.84375,1.0
2.0,62.0,3.0,3.0,3.0625,1.5625,2.125,1.0,1.375
2.0,72.0,9.0,2.0,2.6875,1.5625,1.0,,1.375
1.0,45.0,4.0,1.0,2.125,2.6875,1.0,2.125,3.25
1.0,41.0,4.0,1.0,2.5,1.0,2.125,,1.75
1.0,35.0,3.0,1.0,3.625,3.25,2.125,1.5625,2.125
2.0,18.0,4.0,1.0,4.1875,3.25,1.0,1.5625,2.875
2.0,61.0,1.0,4.0,2.3125,1.5625,1.0,1.84375,1.75
2.0,18.0,4.0,1.0,5.125,3.8125,1.5625,1.5625,1.0
2.0,57.0,3.0,4.0,2.5,3.25,1.5625,1.28125,1.0
2.0,34.0,3.0,1.0,1.5625,2.125,2.6875,2.6875,1.375
1.0,48.0,3.0,1.0,2.125,3.25,1.0,2.125,1.375
2.0,44.0,3.0,4.0,2.6875,2.125,1.5625,1.28125,1.375
2.0,20.0,3.0,1.0,2.125,2.125,3.25,1.28125,2.125
2.0,39.0,2.0,1.0,1.1875,3.25,1.0,2.6875,1.375
1.0,22.0,2.0,1.0,1.9375,1.0,1.0,1.84375,1.0
1.0,56.0,4.0,1.0,1.375,2.125,2.125,,1.375
2.0,20.0,4.0,2.0,2.6875,1.5625,2.6875,1.5625,1.375
1.0,49.0,2.0,2.0,2.6875,4.375,2.125,1.5625,2.125
1.0,18.0,3.0,1.0,2.5,2.125,3.25,,2.125
2.0,56.0,1.0,4.0,1.1875,3.25,2.125,1.28125,1.0
2.0,51.0,4.0,1.0,1.75,1.5625,2.125,2.125,1.375
2.0,54.0,3.0,1.0,1.75,2.6875,1.5625,2.40625,1.375
2.0,49.0,3.0,1.0,3.0625,2.125,2.125,,1.375
2.0,19.0,3.0,2.0,4.75,3.25,2.6875,2.125,1.75
1.0,18.0,3.0,1.0,1.5625,2.125,2.125,1.5625,1.375
2.0,40.0,3.0,1.0,2.125,2.125,1.5625,1.28125,2.125
1.0,65.0,2.0,1.0,2.125,2.125,2.6875,1.28125,2.125
2.0,45.0,3.0,3.0,4.0,3.25,5.5,2.96875,2.5
1.0,33.0,4.0,1.0,1.375,1.5625,2.125,4.375,1.0
2.0,60.0,2.0,2.0,4.1875,3.25,2.6875,2.40625,3.25
2.0,28.0,3.0,2.0,1.375,2.6875,2.125,,2.5
1.0,22.0,4.0,2.0,1.5625,2.6875,3.25,1.28125,1.0
2.0,44.0,3.0,2.0,3.8125,1.5625,1.0,,1.0
2.0,25.0,4.0,1.0,2.3125,2.125,1.5625,6.0625,1.375
1.0,28.0,3.0,1.0,2.6875,2.125,3.25,1.28125,1.0
1.0,65.0,2.0,2.0,4.1875,3.25,2.6875,2.40625,3.25
2.0,71.0,5.0,1.0,1.9375,1.0,2.125,2.6875,2.125
1.0,26.0,5.0,3.0,1.9375,1.0,2.6875,3.8125,1.0
1.0,35.0,2.0,2.0,3.0625,2.125,1.0,1.84375,1.75
2.0,49.0,4.0,1.0,3.25,1.0,2.125,,1.375
