country,ARG,ARM,AUS,AZE,BLR,BRA,CHL,CHN,COL,CYP,DEU,DZA,ECU,EST,GEO,GHA,HTI,IND,IRQ,JOR,KAZ,KGZ,KWT,LBN,LBY,MEX,MYS,NGA,NLD,NZL,PER,PHL,POL,ROU,RUS,RWA,SVN,SWE,THA,TUN,TWN,UKR,URY,UZB,YEM,ZAF,ZWE
KAZ,0.20528102124194889,0.10837392933738824,0.08010777003915133,0.18477371384037578,0.12925000546616358,0.11045574485945789,0.09099378747348529,0.19218833264297877,0.09707723383191055,0.15557106240342447,0.09178108590804905,0.09840057309625609,0.060849336702473764,0.09366012912259777,0.18592053515807513,0.08808776128715094,0.19731421647891814,0.1560251798025722,0.13451172836457773,0.09975369701328,0.0,0.14250786948124466,0.15931671232393532,0.12945228623222255,0.20674118040177172,0.12518244340406626,0.12574135181011942,0.08791039375034625,0.15281864768208359,0.09683618735046805,0.08202631084943707,0.11414629189599657,0.21902834051617592,0.1417335833104634,0.16111236590741337,0.20892182307734827,0.25422755828332294,0.1347537236259509,0.19325135986082553,0.12074236275634975,0.12485811525161375,0.12025329217749743,0.08417562399343978,0.10104890091867555,0.2299730751377595,0.1057564147156664,0.10164739541522484
KGZ,0.12100204826621931,0.2017677924098592,0.17815114494951978,0.2149386563585847,0.12229527223761313,0.15274202254332883,0.1403784337407661,0.163326015466828,0.09910096794330278,0.10651229279058695,0.14799640937047148,0.1854291725438886,0.1515874561486543,0.11845314838808267,0.13013940475236668,0.18924585506211491,0.2577294004101851,0.14211418293632,0.21252622612872846,0.1546043277850186,0.14250786948124466,0.0,0.1097651415399885,0.1165346068232304,0.20197747281558825,0.11048355100923636,0.21558434626177345,0.1844803780001126,0.14727084927115144,0.13759261018638855,0.1396781895677389,0.20978611910187647,0.12710280594485046,0.12177620668013292,0.17316206720777205,0.2840351230763725,0.15239782471514307,0.1216805473133007,0.1821549901346123,0.1906784037600479,0.1320384912239246,0.15440852771676014,0.18777701280517542,0.10377747617445232,0.13561602023753971,0.11357780248000628,0.17426628672349007
KWT,0.0883465865919375,0.21288195013090272,0.17446039270089647,0.18839500948124357,0.10365204542672593,0.12775885829772538,0.18207778197906846,0.1710140125949689,0.12635870525088352,0.09081829145909957,0.18895353532875878,0.20185921386614925,0.1887703920828265,0.12015363687592276,0.10838907441479126,0.19835888127932189,0.21313090964023856,0.16970256482161902,0.1988383852726594,0.17671352495950793,0.15931671232393532,0.1097651415399885,0.0,0.09515928826972794,0.20951848107400126,0.06988286222154143,0.20089790824356443,0.178867480785657,0.15202318532465364,0.1434662847577394,0.15883205640008805,0.22297715293117312,0.10752605201421722,0.12719691509028205,0.1375371817425916,0.2730565909739146,0.13875810785203446,0.11913230004873605,0.12436761387509147,0.21388345090767946,0.10311079538297169,0.13189098478897163,0.1955698762517444,0.12052172822806972,0.1542416075626057,0.1616516325974406,0.18264088426693004
LBN,0.1247044840833859,0.18057585979741772,0.14378896615290065,0.18433206002535246,0.10717564704136132,0.06976521501513744,0.12388586597804814,0.1263787578447872,0.11106638610261868,0.11416941744017668,0.1678897353251716,0.1566316941407647,0.14913086649661422,0.10451889376465524,0.14157186944515168,0.1618808875122127,0.24785130075426884,0.12223589403500733,0.19678426117548628,0.12589068491995256,0.12945228623222255,0.1165346068232304,0.09515928826972794,0.0,0.16127651323170317,0.07419012715335997,0.15803033098438518,0.13390200095006582,0.09615253555294384,0.13357001098846683,0.14375100663806958,0.1595477942840181,0.1470109184210651,0.10496049581236076,0.13582703566658266,0.23962804803854437,0.16447812895661862,0.1312364144037817,0.12309991642587573,0.17418973202579596,0.12122617019368875,0.13408547247496913,0.16644396207313286,0.10669590002213226,0.1542024232253213,0.10218226398828067,0.14368243543479056
LBY,0.21132092901581273,0.1815986866604948,0.1923870802387412,0.16042169953105154,0.16582094895823468,0.1473932467058546,0.17224357657909192,0.13586330359340393,0.18516976900817345,0.19239962437256558,0.23565097741529323,0.18704206559439723,0.2179089044230416,0.16593796219724555,0.180469754990009,0.20433933745922692,0.30203731444550763,0.09378586560007356,0.23845428640420305,0.1936712628586935,0.20674118040177172,0.20197747281558825,0.20951848107400126,0.16127651323170317,0.0,0.16519874902994475,0.20246374943915926,0.21536559240498465,0.12069657505015283,0.19056793807147746,0.2241744524152337,0.19106574302115878,0.20545258021065885,0.11212945991391739,0.14636338264826043,0.17703774478507378,0.22380171704190108,0.2226778158658362,0.1323311116976553,0.1643182737232351,0.1716377495072793,0.17325635669682787,0.1945138583394221,0.17503212969586385,0.150566443752313,0.16612527307603975,0.1703701828994861
MEX,0.11094372745661488,0.16889172304689254,0.1429069829675211,0.15206354612796405,0.08184739308392078,0.0942534649704055,0.1471063495847015,0.15539814015233017,0.08913455656625471,0.10200251219276683,0.15493870000228613,0.16807993782229905,0.15297384777322243,0.07593621919416754,0.09759078993806142,0.1620940750767359,0.20104144877990215,0.1312776504897147,0.16779187861601183,0.14387920899493073,0.12518244340406626,0.11048355100923636,0.06988286222154143,0.07419012715335997,0.16519874902994475,0.0,0.17263293483640504,0.1452734636332596,0.11197814707932889,0.11922551168316528,0.12340722280300521,0.17898776663499014,0.12399278817280693,0.0937268667899793,0.09105037097457643,0.22089175967730273,0.16055129000868684,0.10429698926403538,0.1058454328810724,0.16517804394020308,0.07786509990580857,0.09545165296478779,0.1493070377866468,0.08948104465410843,0.14828293165562104,0.11989325843783603,0.15088232179110347
MYS,0.25559598018832097,0.1149018548797546,0.12480727276739507,0.19525937856471762,0.18671207402656037,0.1108770068413356,0.12822336531537604,0.2125037650776396,0.19243936930347066,0.2046145498574976,0.19123225224704932,0.09224152416149116,0.14600510769171693,0.16796678579123916,0.23355167116910738,0.0841351272640793,0.21581090564428093,0.16648913777751334,0.15859171651700238,0.16610729691591508,0.12574135181011942,0.21558434626177345,0.20089790824356443,0.15803033098438518,0.20246374943915926,0.17263293483640504,0.0,0.11965719092347404,0.1886496672761678,0.17494935134131714,0.1828423068084652,0.11635649491144512,0.2715136080328465,0.18439132275554732,0.2023682326555252,0.2022986507124559,0.3040828694309218,0.22832154929372453,0.1949277973002182,0.13642997835815693,0.1809471400156885,0.1607732403742433,0.12471498961926743,0.18155305189054874,0.2654302577375775,0.16654002966064524,0.07587518898442741
NGA,0.22030031073585107,0.1386157532153706,0.1160209603003078,0.21796973225548946,0.16390082818760074,0.1125117991220136,0.12136175328678922,0.19980213877053318,0.14147166154121638,0.2008109905440795,0.13464505816014563,0.112973510518642,0.10534397770480562,0.12405655501590196,0.2221732941642259,0.10605398967513355,0.2136608672977914,0.18175098490573155,0.16626450810784352,0.10902877671757989,0.08791039375034625,0.1844803780001126,0.178867480785657,0.13390200095006582,0.21536559240498465,0.1452734636332596,0.11965719092347404,0.0,0.1631852236644728,0.15306344273767472,0.1327033138732858,0.10131542418310813,0.2517381525215783,0.17026413674852223,0.17726018368798174,0.21379810646399294,0.2772954104837613,0.17124610613667088,0.20301903687747708,0.14453247218786827,0.16120057308325472,0.14992513153607465,0.11666968331001139,0.1472922792032348,0.25951505495160765,0.12562060269863537,0.12530410187242202
NLD,0.14548578880283838,0.1918773928889472,0.14031580286986148,0.18369544780304045,0.10467367793078657,0.11254167025935012,0.1445980602093087,0.0825304526943443,0.11951892084056033,0.14363901727441217,0.1911301236616559,0.1582912287463929,0.17685158863820913,0.12204107336792282,0.16884804375141338,0.18765507275124801,0.28794409382790137,0.10730499543561502,0.23291319174515013,0.11795656023764733,0.15281864768208359,0.14727084927115144,0.15202318532465364,0.09615253555294384,0.12069657505015283,0.11197814707932889,0.1886496672761678,0.1631852236644728,0.0,0.13534644212176974,0.17403784301499306,0.17541087188613302,0.16707728045285175,0.07907490001189668,0.12881277841373978,0.21070490457346724,0.17613735837605685,0.14603836546538862,0.13180643258811106,0.18034970723627938,0.12235279488476225,0.16274790705782874,0.17569630333214464,0.1010876700951452,0.13968659334363126,0.1209938670319084,0.16532067499430494
NZL,0.1850783705716843,0.14618227141851606,0.08310229057629707,0.1450508301842143,0.08212394767498131,0.12197777774498512,0.12885917572946792,0.1664876746791695,0.0857152993257851,0.10450820047035903,0.12149031760021974,0.14473374678101347,0.12617149403770425,0.08516853063140742,0.14747857437107761,0.14073280036359695,0.21371287528206312,0.1416108038652745,0.15572404275002039,0.11176010163970047,0.09683618735046805,0.13759261018638855,0.1434662847577394,0.13357001098846683,0.19056793807147746,0.11922551168316528,0.17494935134131714,0.15306344273767472,0.13534644212176974,0.0,0.11094941415477451,0.1692332943192831,0.1687893216900742,0.11054028512553003,0.1322458866627296,0.22162440484423077,0.20452199342915445,0.0945246264516324,0.15781741844838296,0.14771214038148925,0.0892502536269337,0.10762556245663546,0.12385685360352182,0.0625760702560376,0.19186174542120268,0.13341291259509752,0.13159547067123414
PER,0.2026756511747725,0.14241024354628212,0.13671616309151205,0.1789301441545484,0.14395178983438556,0.14134292639945234,0.13274212644359973,0.2253036328516314,0.08739445071005048,0.1525094917125957,0.07886652161063822,0.1668431578512494,0.07890500944335113,0.09610219882925089,0.15882116245172054,0.13656861654380095,0.1871921798646195,0.1754125604067181,0.1256059446696203,0.14155212492208347,0.08202631084943707,0.1396781895677389,0.15883205640008805,0.14375100663806958,0.2241744524152337,0.12340722280300521,0.1828423068084652,0.1327033138732858,0.17403784301499306,0.11094941415477451,0.0,0.147771144569312,0.20065514213085614,0.15223788039989425,0.15019136678890424,0.22642695583156675,0.24083162359733368,0.11390121846702418,0.20063405333679135,0.13806884840152658,0.13274802518622142,0.11170749751311078,0.10551179120276238,0.10794178962545435,0.22755179205848844,0.11820688706341394,0.150363547109214
