,AND,ARG,ARM,AUS,BGD,BOL,BRA,CAN,CHL,CHN,COL,CYP,CZE,DEU,ECU,EGY,ETH,GBR,GRC,GTM,HKG,IDN,IND,IRN,IRQ,JOR,JPN,KAZ,KEN,KGZ,KOR,LBN,LBY,MAC,MAR,MDV,MEX,MMR,MNG,MYS,NGA,NIC,NIR,NLD,NZL,PAK,PER,PHL,PRI,ROU,RUS,SGP,SRB,SVK,THA,TJK,TUN,TUR,TWN,UKR,URY,USA,UZB,VEN,VNM,ZWE
IND,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.0238124281167984,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.02259647101163864,0.04198375344276428,0.024492159485816956,0.02742825448513031,0.026067517697811127,0.026067517697811127,0.0,0.021228216588497162,0.026067517697811127,0.02239835262298584,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.023311302065849304,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.02326066792011261,0.024934887886047363,0.022518672049045563,0.04676980525255203,0.01944352313876152,0.026067517697811127,0.01960289478302002,0.026067517697811127,0.020875226706266403,0.025750920176506042,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.023964062333106995,0.02330540120601654,0.026067517697811127,0.026067517697811127,0.02786365896463394,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.024742737412452698,0.020428188145160675,0.026067517697811127,0.026067517697811127,0.026067517697811127,0.02007143199443817
IRN,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.02677549421787262,0.030621238052845,0.03014358878135681,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.028488188982009888,0.030621238052845,0.030621238052845,0.030621238052845,0.02677549421787262,0.04198375344276428,0.02677549421787262,0.030135497450828552,0.030621238052845,0.030621238052845,0.021228216588497162,0.0,0.030621238052845,0.021904677152633667,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.027409076690673828,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.024016082286834717,0.029898300766944885,0.01960526779294014,0.045142218470573425,0.02677549421787262,0.030621238052845,0.026644442230463028,0.030621238052845,0.02677549421787262,0.0230436772108078,0.030621238052845,0.030621238052845,0.030621238052845,0.02313871681690216,0.0205981582403183,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.030621238052845,0.02677549421787262,0.02677549421787262,0.030621238052845,0.030621238052845,0.030621238052845,0.02677549421787262
IRQ,0.015285864472389221,0.021319285035133362,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.009077951312065125,0.030801206827163696,0.01381305605173111,0.010434284806251526,0.009770035743713379,0.009770035743713379,0.013904325664043427,0.00622626394033432,0.009770035743713379,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.010138502344489098,0.026067517697811127,0.030621238052845,0.0,0.03054460883140564,0.009770035743713379,0.010352473706007004,0.01155855879187584,0.015073511749505997,0.011796016246080399,0.009770035743713379,0.012399831786751747,0.009770035743713379,0.02992597222328186,0.018991004675626755,0.009770035743713379,0.023695003241300583,0.009770035743713379,0.01597021520137787,0.009770035743713379,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.009770035743713379,0.032889679074287415,0.009770035743713379,0.017725102603435516,0.02628498524427414,0.009770035743713379,0.009770035743713379,0.009770035743713379,0.018382631242275238,0.015499137341976166,0.009770035743713379,0.013413399457931519,0.02786365896463394,0.009770035743713379,0.009770035743713379,0.008913151919841766,0.011408507823944092,0.024564873427152634,0.009770035743713379,0.0133034847676754,0.009770035743713379,0.018951810896396637
JOR,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.026191432029008865,0.03054460883140564,0.02511236071586609,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.030075624585151672,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.026191432029008865,0.04198375344276428,0.026442572474479675,0.03993886709213257,0.03054460883140564,0.03054460883140564,0.02239835262298584,0.021904677152633667,0.03054460883140564,0.0,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.030058547854423523,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.025193706154823303,0.03054460883140564,0.026191432029008865,0.04676980525255203,0.024863779544830322,0.03054460883140564,0.026005059480667114,0.03054460883140564,0.02322922646999359,0.026191432029008865,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.025735467672348022,0.026005059480667114,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.026191432029008865,0.027386650443077087,0.03054460883140564,0.03054460883140564,0.03054460883140564,0.03054460883140564
JPN,0.015285864472389221,0.023052308708429337,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.008785925805568695,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.006238147616386414,0.006238147616386414,0.013904325664043427,0.006238147616386414,0.006238147616386414,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.009151816368103027,0.026067517697811127,0.030621238052845,0.009770035743713379,0.03054460883140564,0.0,0.010352473706007004,0.01155855879187584,0.015073511749505997,0.011796016246080399,0.006238147616386414,0.012399831786751747,0.006238147616386414,0.02992597222328186,0.018991004675626755,0.005789982154965401,0.023695003241300583,0.006238147616386414,0.016424614936113358,0.005508894100785255,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.006238147616386414,0.032889679074287415,0.006238147616386414,0.017725102603435516,0.02628498524427414,0.006238147616386414,0.007635675370693207,0.006238147616386414,0.018382631242275238,0.015499137341976166,0.006238147616386414,0.013413399457931519,0.02786365896463394,0.006238147616386414,0.006238147616386414,0.006238147616386414,0.011408507823944092,0.024564873427152634,0.006238147616386414,0.014180097728967667,0.006238147616386414,0.018951810896396637
KAZ,0.015285864472389221,0.02155466377735138,0.010991789400577545,0.012844525277614594,0.015703819692134857,0.012576572597026825,0.008748799562454224,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.010352473706007004,0.010352473706007004,0.011156454682350159,0.010352473706007004,0.010352473706007004,0.015192791819572449,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.010352473706007004,0.010352473706007004,0.026067517697811127,0.030621238052845,0.010352473706007004,0.03054460883140564,0.010352473706007004,0.0,0.010352473706007004,0.010352473706007004,0.011796016246080399,0.010352473706007004,0.012399831786751747,0.010352473706007004,0.02992597222328186,0.017765194177627563,0.010352473706007004,0.01927752047777176,0.010352473706007004,0.01597021520137787,0.010352473706007004,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.010352473706007004,0.026644442230463028,0.010352473706007004,0.017725102603435516,0.02628498524427414,0.010352473706007004,0.010352473706007004,0.010352473706007004,0.018382631242275238,0.015499137341976166,0.010352473706007004,0.010802801698446274,0.02786365896463394,0.010352473706007004,0.010352473706007004,0.010352473706007004,0.011408507823944092,0.024564873427152634,0.010352473706007004,0.014180097728967667,0.010352473706007004,0.018951810896396637
KEN,0.015285864472389221,0.02134723961353302,0.010957568883895874,0.012844525277614594,0.01733539253473282,0.012576572597026825,0.009917836636304855,0.030801206827163696,0.01381305605173111,0.011400870978832245,0.01155855879187584,0.01155855879187584,0.011156454682350159,0.01155855879187584,0.01000765711069107,0.016148224472999573,0.01586093008518219,0.0448732003569603,0.01155855879187584,0.039124876260757446,0.009917836636304855,0.01155855879187584,0.026067517697811127,0.030621238052845,0.01155855879187584,0.03054460883140564,0.01155855879187584,0.010352473706007004,0.0,0.009917836636304855,0.01155855879187584,0.01155855879187584,0.012399831786751747,0.01155855879187584,0.02992597222328186,0.017765194177627563,0.01155855879187584,0.01526099443435669,0.01155855879187584,0.015353642404079437,0.010581612586975098,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.01155855879187584,0.026644442230463028,0.01155855879187584,0.017725102603435516,0.02628498524427414,0.01155855879187584,0.01155855879187584,0.01155855879187584,0.018382631242275238,0.015499137341976166,0.01155855879187584,0.011099778115749359,0.02786365896463394,0.01155855879187584,0.009917836636304855,0.01155855879187584,0.01155855879187584,0.02309831976890564,0.01155855879187584,0.0124921053647995,0.01155855879187584,0.017481371760368347
KGZ,0.012813001871109009,0.023052308708429337,0.015073511749505997,0.015073511749505997,0.02048354595899582,0.015073511749505997,0.015073511749505997,0.030801206827163696,0.015073511749505997,0.011381655931472778,0.015073511749505997,0.015073511749505997,0.011156454682350159,0.015073511749505997,0.013593174517154694,0.008902009576559067,0.01586093008518219,0.0448732003569603,0.015073511749505997,0.033553868532180786,0.008660390973091125,0.015073511749505997,0.026067517697811127,0.030621238052845,0.015073511749505997,0.03054460883140564,0.015073511749505997,0.010352473706007004,0.009917836636304855,0.0,0.015073511749505997,0.015073511749505997,0.015073511749505997,0.015073511749505997,0.02352049946784973,0.018087252974510193,0.015073511749505997,0.017626404762268066,0.015073511749505997,0.016424614936113358,0.012401469051837921,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.015073511749505997,0.026644442230463028,0.015073511749505997,0.017725102603435516,0.02628498524427414,0.015073511749505997,0.015067614614963531,0.015073511749505997,0.018382631242275238,0.015499137341976166,0.015073511749505997,0.013413399457931519,0.02786365896463394,0.015073511749505997,0.014239870011806488,0.015073511749505997,0.015073511749505997,0.022766783833503723,0.015073511749505997,0.014975644648075104,0.015073511749505997,0.017946787178516388
KOR,0.015285864472389221,0.02172970026731491,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.011796016246080399,0.030801206827163696,0.011732332408428192,0.011796016246080399,0.011796016246080399,0.011796016246080399,0.013904325664043427,0.0106220543384552,0.011061914265155792,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.011796016246080399,0.026067517697811127,0.030621238052845,0.011796016246080399,0.03054460883140564,0.011796016246080399,0.011796016246080399,0.01155855879187584,0.015073511749505997,0.0,0.011796016246080399,0.012399831786751747,0.011796016246080399,0.02992597222328186,0.018991004675626755,0.011796016246080399,0.023695003241300583,0.011796016246080399,0.01627161353826523,0.011796016246080399,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.011796016246080399,0.032889679074287415,0.011796016246080399,0.017725102603435516,0.02628498524427414,0.011796016246080399,0.011796016246080399,0.011796016246080399,0.018382631242275238,0.015499137341976166,0.011796016246080399,0.013413399457931519,0.02786365896463394,0.011796016246080399,0.011796016246080399,0.010808825492858887,0.011408507823944092,0.024564873427152634,0.011796016246080399,0.01289089024066925,0.011796016246080399,0.018951810896396637
LBN,0.015285864472389221,0.023052308708429337,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.008785925805568695,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.001208968460559845,0.001494579017162323,0.013904325664043427,0.005154788494110107,0.004455801099538803,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.010138502344489098,0.026067517697811127,0.030621238052845,0.009770035743713379,0.03054460883140564,0.006238147616386414,0.010352473706007004,0.01155855879187584,0.015073511749505997,0.011796016246080399,0.0,0.012399831786751747,0.0013585984706878662,0.02992597222328186,0.018991004675626755,0.0077265966683626175,0.023695003241300583,0.0,0.016424614936113358,0.0054591745138168335,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.003420397639274597,0.032889679074287415,0.001690894365310669,0.017725102603435516,0.02628498524427414,0.002707565203309059,0.007635675370693207,0.0,0.018382631242275238,0.015499137341976166,0.006200341507792473,0.013413399457931519,0.02786365896463394,0.0024443399161100388,0.005000203847885132,0.0049575455486774445,0.011408507823944092,0.024564873427152634,0.0,0.014180097728967667,0.0,0.018951810896396637
LBY,0.015285864472389221,0.023052308708429337,0.012399831786751747,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.012399831786751747,0.030801206827163696,0.00839119404554367,0.012399831786751747,0.012399831786751747,0.012399831786751747,0.013904325664043427,0.012399831786751747,0.010525114834308624,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.01203804463148117,0.04119612276554108,0.01465657353401184,0.012399831786751747,0.026067517697811127,0.030621238052845,0.012399831786751747,0.03054460883140564,0.012399831786751747,0.012399831786751747,0.012399831786751747,0.015073511749505997,0.012399831786751747,0.012399831786751747,0.0,0.012399831786751747,0.02992597222328186,0.018991004675626755,0.012348286807537079,0.023695003241300583,0.012399831786751747,0.016424614936113358,0.008330576121807098,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.012399831786751747,0.032889679074287415,0.012399831786751747,0.017725102603435516,0.02628498524427414,0.012399831786751747,0.012399831786751747,0.012399831786751747,0.018382631242275238,0.015499137341976166,0.007505379617214203,0.013413399457931519,0.02786365896463394,0.011249963194131851,0.012399831786751747,0.012399831786751747,0.012399831786751747,0.024564873427152634,0.012399831786751747,0.0133034847676754,0.012399831786751747,0.018951810896396637
MAC,0.015285864472389221,0.023052308708429337,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.008785925805568695,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.0013585984706878662,0.001494579017162323,0.013904325664043427,0.005154788494110107,0.004455801099538803,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.010138502344489098,0.026067517697811127,0.030621238052845,0.009770035743713379,0.03054460883140564,0.006238147616386414,0.010352473706007004,0.01155855879187584,0.015073511749505997,0.011796016246080399,0.0013585984706878662,0.012399831786751747,0.0,0.02992597222328186,0.018991004675626755,0.0077265966683626175,0.023695003241300583,0.0013585984706878662,0.016424614936113358,0.0054591745138168335,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.003420397639274597,0.032889679074287415,0.001690894365310669,0.017725102603435516,0.02628498524427414,0.002707565203309059,0.007635675370693207,0.0013585984706878662,0.018382631242275238,0.015499137341976166,0.006200341507792473,0.013413399457931519,0.02786365896463394,0.0024443399161100388,0.005000203847885132,0.0049575455486774445,0.011408507823944092,0.024564873427152634,0.0013585984706878662,0.014180097728967667,0.0013585984706878662,0.018951810896396637
MAR,0.018572717905044556,0.02992597222328186,0.02992597222328186,0.027111604809761047,0.01925089955329895,0.02992597222328186,0.02992597222328186,0.030801206827163696,0.02992597222328186,0.02992597222328186,0.02992597222328186,0.02992597222328186,0.021832488477230072,0.02992597222328186,0.02992597222328186,0.01676759123802185,0.02992597222328186,0.0448732003569603,0.02992597222328186,0.023646995425224304,0.028775349259376526,0.02992597222328186,0.023311302065849304,0.027409076690673828,0.02992597222328186,0.030058547854423523,0.02992597222328186,0.02992597222328186,0.02992597222328186,0.02352049946784973,0.02992597222328186,0.02992597222328186,0.02992597222328186,0.02992597222328186,0.0,0.014954298734664917,0.02992597222328186,0.023903921246528625,0.02992597222328186,0.01913626492023468,0.02992597222328186,0.026101812720298767,0.04676980525255203,0.02536258101463318,0.02992597222328186,0.0212247371673584,0.02992597222328186,0.02495470643043518,0.02992597222328186,0.02992597222328186,0.02332855761051178,0.02992597222328186,0.02821822464466095,0.02992597222328186,0.02992597222328186,0.025232747197151184,0.02786365896463394,0.02992597222328186,0.02992597222328186,0.02992597222328186,0.02992597222328186,0.020394735038280487,0.02992597222328186,0.024809792637825012,0.02992597222328186,0.026003912091255188
MDV,0.018991004675626755,0.019756615161895752,0.017765194177627563,0.018991004675626755,0.015703819692134857,0.018991004675626755,0.017765194177627563,0.030801206827163696,0.018991004675626755,0.018991004675626755,0.018991004675626755,0.018991004675626755,0.018991004675626755,0.018991004675626755,0.018991004675626755,0.017005175352096558,0.018991004675626755,0.0448732003569603,0.018991004675626755,0.029541015625,0.017765194177627563,0.018991004675626755,0.026067517697811127,0.030621238052845,0.018991004675626755,0.03054460883140564,0.018991004675626755,0.017765194177627563,0.017765194177627563,0.018087252974510193,0.018991004675626755,0.018991004675626755,0.018991004675626755,0.018991004675626755,0.014954298734664917,0.0,0.018991004675626755,0.017765194177627563,0.018991004675626755,0.01597021520137787,0.018991004675626755,0.026101812720298767,0.03290380537509918,0.02629433199763298,0.018991004675626755,0.02311067283153534,0.018991004675626755,0.017725102603435516,0.02628498524427414,0.018991004675626755,0.018991004675626755,0.018991004675626755,0.017100557684898376,0.017765194177627563,0.018991004675626755,0.014954298734664917,0.02786365896463394,0.018991004675626755,0.018991004675626755,0.018991004675626755,0.018991004675626755,0.020790204405784607,0.018991004675626755,0.015825048089027405,0.018991004675626755,0.015924733132123947
MEX,0.015285864472389221,0.023052308708429337,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.008785925805568695,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.0077265966683626175,0.0077265966683626175,0.013904325664043427,0.0077265966683626175,0.0077265966683626175,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.007536925375461578,0.026067517697811127,0.030621238052845,0.009770035743713379,0.03054460883140564,0.005789982154965401,0.010352473706007004,0.01155855879187584,0.015073511749505997,0.011796016246080399,0.0077265966683626175,0.012348286807537079,0.0077265966683626175,0.02992597222328186,0.018991004675626755,0.0,0.023695003241300583,0.0077265966683626175,0.016424614936113358,0.00736851803958416,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.0077265966683626175,0.032889679074287415,0.0077265966683626175,0.017725102603435516,0.02628498524427414,0.0077265966683626175,0.0077265966683626175,0.0077265966683626175,0.018382631242275238,0.015499137341976166,0.00736851803958416,0.013413399457931519,0.02786365896463394,0.0077265966683626175,0.0077265966683626175,0.0077265966683626175,0.011408507823944092,0.024564873427152634,0.0077265966683626175,0.014180097728967667,0.0077265966683626175,0.018951810896396637
MMR,0.023695003241300583,0.021319285035133362,0.019959844648838043,0.02275930345058441,0.015703819692134857,0.023695003241300583,0.016805261373519897,0.030801206827163696,0.023695003241300583,0.023695003241300583,0.023695003241300583,0.023695003241300583,0.02071502059698105,0.023695003241300583,0.023695003241300583,0.014560654759407043,0.023695003241300583,0.0448732003569603,0.023695003241300583,0.04119612276554108,0.013205431401729584,0.023695003241300583,0.026067517697811127,0.030621238052845,0.023695003241300583,0.03054460883140564,0.023695003241300583,0.01927752047777176,0.01526099443435669,0.017626404762268066,0.023695003241300583,0.023695003241300583,0.023695003241300583,0.023695003241300583,0.023903921246528625,0.017765194177627563,0.023695003241300583,0.0,0.023695003241300583,0.017718158662319183,0.023695003241300583,0.026101812720298767,0.04607944190502167,0.02629433199763298,0.023695003241300583,0.023048724979162216,0.023695003241300583,0.017725102603435516,0.02628498524427414,0.023695003241300583,0.023695003241300583,0.023695003241300583,0.018382631242275238,0.017272286117076874,0.023695003241300583,0.018528692424297333,0.02786365896463394,0.023695003241300583,0.023533150553703308,0.023695003241300583,0.023695003241300583,0.024564873427152634,0.023695003241300583,0.023695003241300583,0.023695003241300583,0.018951810896396637
MNG,0.015285864472389221,0.023052308708429337,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.008785925805568695,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.001208968460559845,0.001494579017162323,0.013904325664043427,0.005154788494110107,0.004455801099538803,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.010138502344489098,0.026067517697811127,0.030621238052845,0.009770035743713379,0.03054460883140564,0.006238147616386414,0.010352473706007004,0.01155855879187584,0.015073511749505997,0.011796016246080399,0.0,0.012399831786751747,0.0013585984706878662,0.02992597222328186,0.018991004675626755,0.0077265966683626175,0.023695003241300583,0.0,0.016424614936113358,0.0054591745138168335,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.003420397639274597,0.032889679074287415,0.001690894365310669,0.017725102603435516,0.02628498524427414,0.002707565203309059,0.007635675370693207,0.0,0.018382631242275238,0.015499137341976166,0.006200341507792473,0.013413399457931519,0.02786365896463394,0.0024443399161100388,0.005000203847885132,0.0049575455486774445,0.011408507823944092,0.024564873427152634,0.0,0.014180097728967667,0.0,0.018951810896396637
MYS,0.01597021520137787,0.01503300666809082,0.012849811464548111,0.016424614936113358,0.013869069516658783,0.016424614936113358,0.016424614936113358,0.030801206827163696,0.01597021520137787,0.012849811464548111,0.016424614936113358,0.016424614936113358,0.016424614936113358,0.015500187873840332,0.016424614936113358,0.016424614936113358,0.016424614936113358,0.04198375344276428,0.01625905930995941,0.032113730907440186,0.016424614936113358,0.016424614936113358,0.02326066792011261,0.024016082286834717,0.01597021520137787,0.025193706154823303,0.016424614936113358,0.01597021520137787,0.015353642404079437,0.016424614936113358,0.01627161353826523,0.016424614936113358,0.016424614936113358,0.016424614936113358,0.01913626492023468,0.01597021520137787,0.016424614936113358,0.017718158662319183,0.016424614936113358,0.0,0.016424614936113358,0.01887369155883789,0.04676980525255203,0.023203708231449127,0.016424614936113358,0.02286568284034729,0.016424614936113358,0.016424614936113358,0.025278806686401367,0.016424614936113358,0.016424614936113358,0.016424614936113358,0.016424614936113358,0.016424614936113358,0.016424614936113358,0.01597021520137787,0.02786365896463394,0.016424614936113358,0.016424614936113358,0.01597021520137787,0.01597021520137787,0.023362919688224792,0.016424614936113358,0.012495942413806915,0.016424614936113358,0.0177459716796875
NGA,0.015285864472389221,0.023052308708429337,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.008785925805568695,0.030801206827163696,0.012970507144927979,0.011381655931472778,0.0054591745138168335,0.0054591745138168335,0.013151712715625763,0.0054591745138168335,0.0054591745138168335,0.019154377281665802,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.012637175619602203,0.010138502344489098,0.024934887886047363,0.029898300766944885,0.009770035743713379,0.03054460883140564,0.005508894100785255,0.010352473706007004,0.010581612586975098,0.012401469051837921,0.011796016246080399,0.0054591745138168335,0.008330576121807098,0.0054591745138168335,0.02992597222328186,0.018991004675626755,0.00736851803958416,0.023695003241300583,0.0054591745138168335,0.016424614936113358,0.0,0.026101812720298767,0.04676980525255203,0.026074666529893875,0.0054591745138168335,0.030990131199359894,0.0054591745138168335,0.015768535435199738,0.02628498524427414,0.0054591745138168335,0.007635675370693207,0.0054591745138168335,0.018382631242275238,0.015499137341976166,0.004558265209197998,0.013413399457931519,0.02786365896463394,0.0054591745138168335,0.0054591745138168335,0.0054591745138168335,0.011408507823944092,0.024564873427152634,0.0054591745138168335,0.014180097728967667,0.0054591745138168335,0.018951810896396637
NIC,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.01960526779294014,0.026101812720298767,0.025777176022529602,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.01960526779294014,0.04198375344276428,0.025777757167816162,0.025850363075733185,0.026101812720298767,0.026101812720298767,0.022518672049045563,0.01960526779294014,0.026101812720298767,0.026191432029008865,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.01887369155883789,0.026101812720298767,0.0,0.04676980525255203,0.020674429833889008,0.026101812720298767,0.032889679074287415,0.026101812720298767,0.02240055799484253,0.01960526779294014,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.01960526779294014,0.01960526779294014,0.026101812720298767,0.026101812720298767,0.02786365896463394,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.02039666473865509,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767,0.026101812720298767
NIR,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.03823743760585785,0.04178643226623535,0.04676980525255203,0.04676980525255203,0.033839426934719086,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04109494388103485,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04198375344276428,0.044758230447769165,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.045142218470573425,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.03290380537509918,0.04676980525255203,0.04607944190502167,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.0,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04042954742908478,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203,0.04676980525255203
NLD,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02432301640510559,0.02629433199763298,0.02629433199763298,0.03026251494884491,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.026074666529893875,0.0448732003569603,0.026074666529893875,0.024947598576545715,0.02629433199763298,0.02629433199763298,0.01944352313876152,0.02677549421787262,0.02629433199763298,0.024863779544830322,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02536258101463318,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.023203708231449127,0.026074666529893875,0.020674429833889008,0.04676980525255203,0.0,0.02629433199763298,0.025639623403549194,0.02629433199763298,0.018430456519126892,0.026074666529893875,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.024474650621414185,0.026074666529893875,0.02629433199763298,0.02629433199763298,0.02786365896463394,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.026074666529893875,0.026074666529893875,0.02629433199763298,0.02629433199763298,0.02629433199763298,0.026074666529893875
NZL,0.015285864472389221,0.023052308708429337,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.008785925805568695,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.003420397639274597,0.003420397639274597,0.013904325664043427,0.005154788494110107,0.004455801099538803,0.01998284086585045,0.0149221271276474,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.010138502344489098,0.026067517697811127,0.030621238052845,0.009770035743713379,0.03054460883140564,0.006238147616386414,0.010352473706007004,0.01155855879187584,0.015073511749505997,0.011796016246080399,0.003420397639274597,0.012399831786751747,0.003420397639274597,0.02992597222328186,0.018991004675626755,0.0077265966683626175,0.023695003241300583,0.003420397639274597,0.016424614936113358,0.0054591745138168335,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.0,0.032889679074287415,0.003420397639274597,0.017725102603435516,0.02628498524427414,0.003420397639274597,0.007635675370693207,0.003420397639274597,0.018382631242275238,0.014934107661247253,0.006200341507792473,0.013413399457931519,0.02786365896463394,0.003420397639274597,0.005000203847885132,0.0049575455486774445,0.009795576333999634,0.024564873427152634,0.003420397639274597,0.014180097728967667,0.003420397639274597,0.018951810896396637
