country,zone,betti_0,betti_1,betti_2,total_pers_H0,total_pers_H1,total_pers_H2,max_pers_H0,max_pers_H1,max_pers_H2,entropy_H0,entropy_H1,n_features_H0,n_features_H1,n_features_H2
EGY,African-Islamic,50,0,0,15.229885064065456,0.12251878529787064,0.0,1.0,0.0399656817317009,0.0,3.453454474616109,1.8773882868205516,55,8,0
ETH,African-Islamic,44,0,0,13.370503200218081,0.08336368203163147,0.0,1.0,0.03172186017036438,0.0,3.3624721346519406,1.7183582160933617,55,8,0
GBR,English-speaking,54,2,0,16.56753022223711,0.30883222818374634,0.023954153060913086,1.0,0.0897464007139206,0.023954153060913086,3.6316029422437213,1.9040964542508343,55,12,1
GRC,Catholic Europe,52,0,0,10.287072446197271,0.06832360476255417,0.0,1.0,0.022665098309516907,0.0,3.4860846199708364,1.9021628775055794,55,11,0
GTM,Latin America,53,2,0,7.8392879739403725,0.7689634338021278,0.02028234302997589,1.0,0.08239224553108215,0.02028234302997589,3.7464248420680124,3.3828610814811313,55,38,1
HKG,Confucian,44,0,0,8.342847073450685,0.04212363064289093,0.0,1.0,0.02931314706802368,0.0,3.5261013166463013,0.6143118133592529,55,2,0
IDN,South/Southeast Asian,39,0,0,11.441965175792575,0.1337614506483078,0.0,1.0,0.020277004688978195,0.0,3.3366401309426448,2.3769530683351503,55,13,0
IND,South/Southeast Asian,54,1,0,9.087275858968496,0.6263423711061478,0.0,1.0,0.05213503539562225,0.0,3.640926498057774,3.271965116346257,55,34,0
IRN,African-Islamic,54,2,0,10.184014797210693,0.29253440350294113,0.09231812506914139,1.0,0.06124247610569,0.02376202493906021,3.714758544966501,2.5667852141732346,55,22,10
IRQ,African-Islamic,53,0,0,11.631419599056244,0.019540071487426758,0.0,1.0,0.019540071487426758,0.0,3.583309941248062,-1.000088900581841e-12,55,1,0
JOR,African-Islamic,54,3,0,15.447472456842661,0.27217601984739304,0.0,1.0,0.06108921766281128,0.0,3.4829681116932987,1.7543942527444534,55,6,0
JPN,Confucian,42,0,0,12.331496821716428,0.032905638217926025,0.004261694848537445,1.0,0.012476295232772827,0.004261694848537445,3.240113336682789,1.4233862571059381,55,6,1
KAZ,Orthodox/ex-Communist,51,0,0,9.919139984995127,0.052317701280117035,0.0,1.0,0.020704947412014008,0.0,3.581459878785766,1.216670500647086,55,4,0
KEN,African-Islamic,53,0,0,9.753300681710243,0.07322580367326736,0.0006302148103713989,1.0,0.02311711758375168,0.0006302148103713989,3.75750534707578,1.6329598446425073,55,6,1
KGZ,Orthodox/ex-Communist,36,0,0,13.517540568485856,0.06871331110596657,0.0,1.0,0.030147023499011993,0.0,3.173006815944884,1.263658312010945,55,4,0
KOR,Confucian,51,0,0,11.238018341362476,0.04467108100652695,0.0,1.0,0.023592032492160797,0.0,3.461633927073051,0.7884586885082874,55,4,0
LBN,African-Islamic,48,0,0,10.890297301113605,0.0,0.0,1.0,0.0,0.0,3.4237881209893186,0.0,55,0,0
LBY,African-Islamic,34,0,0,9.89970437809825,0.05378691479563713,0.0,1.0,0.024799663573503494,0.0,3.1305163166191132,1.2247407502789904,55,4,0
MAC,Confucian,36,0,0,9.23636762984097,0.0027171969413757324,0.0,1.0,0.0027171969413757324,0.0,3.2079909274647576,-1.000088900581841e-12,55,1,0
MAR,African-Islamic,51,1,0,10.636463064700365,0.23840192332863808,0.00921429693698883,1.0,0.05985194444656372,0.00921429693698883,3.5384912542121425,2.3253075572311523,55,14,1
MDV,African-Islamic,53,0,0,14.460050210356712,0.2066623643040657,0.027586951851844788,1.0,0.03798200935125351,0.02691057324409485,3.477674853803588,2.1518150008881514,55,11,2
MEX,Latin America,43,0,0,11.133343622088432,0.07555381581187248,0.007270138710737228,1.0,0.015453193336725235,0.00508764386177063,3.283089137762509,2.1027533145526345,55,11,3
MMR,South/Southeast Asian,51,0,0,14.31068154424429,0.1032734364271164,0.0,1.0,0.047390006482601166,0.0,3.4761464930120556,1.5540612371398523,55,7,0
MNG,Orthodox/ex-Communist,17,0,0,5.322580685839057,0.0,0.0,1.0,0.0,0.0,3.028399013007542,0.0,55,0,0
MYS,South/Southeast Asian,50,0,0,8.271408624947071,0.3174573630094528,0.0431833416223526,1.0,0.032849229872226715,0.011762917041778564,3.683924144296734,2.8297904506919673,55,21,8
NGA,African-Islamic,48,0,0,10.626703072339296,0.07253452017903328,0.0,1.0,0.010918349027633667,0.0,3.414704738386556,2.3287048706923947,55,11,0
NIC,Latin America,52,1,0,8.806056566536427,0.2379036396741867,0.0,0.44349512457847595,0.052203625440597534,0.0,3.829901980436573,2.1420259055087985,55,11,0
NIR,English-speaking,54,3,0,13.299389608204365,0.5326928943395615,0.38020213693380356,1.0,0.09353961050510406,0.03639195114374161,3.476472421697907,2.682940139543404,55,25,30
NLD,Protestant Europe,54,2,0,12.765253067016602,0.2590304911136627,0.12928610295057297,1.0,0.05258866399526596,0.033514946699142456,3.5190401635702813,2.330841435696755,55,15,9
NZL,English-speaking,50,0,0,11.83504718914628,0.01905876398086548,0.0,1.0,0.006840795278549194,0.0,3.5174638219184584,1.0969166060175148,55,3,0
PAK,South/Southeast Asian,54,2,0,12.491250395774841,0.5048583894968033,0.0,1.0,0.06577935814857483,0.0,3.5811926488584236,2.7859042136130823,55,21,0
PER,Latin America,40,0,0,8.283180626109242,0.003381788730621338,0.0,1.0,0.003381788730621338,0.0,3.520310477941952,-1.000088900581841e-12,55,1,0
PHL,South/Southeast Asian,38,0,0,7.944182461127639,0.17306062020361423,0.0,1.0,0.03545020520687103,0.0,3.370326299361167,2.1137976281035527,55,10,0
PRI,Latin America,50,1,0,9.010359559208155,0.14797130972146988,0.03250753879547119,1.0,0.05256997048854828,0.018268555402755737,3.5223029534657875,1.8771253802592782,55,9,3
ROU,Orthodox/ex-Communist,33,0,0,11.045112015679479,0.007208492606878281,0.0,1.0,0.005415130406618118,0.0,3.1829944467027924,0.5916203945191287,55,3,0
RUS,Orthodox/ex-Communist,49,0,0,10.90455512329936,0.02052830532193184,0.004910923540592194,1.0,0.015271350741386414,0.004691757261753082,3.4220079351919495,0.7457796322996627,55,3,2
SGP,Confucian,51,0,0,11.53016460314393,0.0,0.0,1.0,0.0,0.0,3.5544962522466212,0.0,55,0,0
SRB,Orthodox/ex-Communist,54,0,0,9.487898152321577,0.25222764164209366,0.21317479014396667,1.0,0.036765262484550476,0.03750301152467728,3.6856476531229942,2.6427616779321013,55,17,12
SVK,Orthodox/ex-Communist,54,0,0,11.260931707918644,0.10118371248245239,0.012412138283252716,1.0,0.03099827468395233,0.011407025158405304,3.5741764317384077,1.6313554151006182,55,7,2
THA,South/Southeast Asian,50,0,0,9.811732802540064,0.02481522038578987,0.004851236939430237,1.0,0.012400683015584946,0.004851236939430237,3.729380002777779,1.3177557500592052,55,5,1
TJK,Orthodox/ex-Communist,48,0,0,9.091786734759808,0.10837137699127197,0.013121694326400757,1.0,0.026826798915863037,0.004999570548534393,3.5932534240132616,1.869676326980815,55,8,3
TUN,African-Islamic,53,1,0,13.546673599630594,0.1858002170920372,0.0,1.0,0.05572731792926788,0.0,3.617635307411567,1.8982000201308018,55,9,0
TUR,African-Islamic,35,0,0,10.664189007133245,0.01601840928196907,0.0019802935421466827,1.0,0.0048886798322200775,0.0019802935421466827,3.12673047120698,1.4753952088301354,55,5,1
TWN,Confucian,41,0,0,9.119856713339686,0.010000407695770264,0.0,1.0,0.010000407695770264,0.0,3.4310931531493685,-1.000088900581841e-12,55,1,0
UKR,Orthodox/ex-Communist,45,0,0,8.689800329506397,0.02003016322851181,0.01399550586938858,1.0,0.009915091097354889,0.007567606866359711,3.4645588605676516,1.3312905500984782,55,5,3
URY,Latin America,52,0,0,8.801097970455885,0.11284748464822769,0.07622475177049637,1.0,0.022817015647888184,0.015969082713127136,3.4898825272311402,2.1969136710954658,55,12,8
USA,English-speaking,52,0,0,11.298228021711111,0.3043806031346321,0.01962464302778244,1.0,0.04912974685430527,0.007843844592571259,3.4667914548005463,3.0450588919097648,55,28,3
UZB,Orthodox/ex-Communist,42,0,0,8.0716586522758,0.0,0.0,1.0,0.0,0.0,3.639933421482395,0.0,55,0,0
VEN,Latin America,43,0,0,9.374064618721604,0.135080736130476,0.0038391947746276855,1.0,0.028360195457935333,0.0038391947746276855,3.245495563284171,2.335676651005966,55,14,1
VNM,Confucian,43,0,0,8.629985170438886,0.0,0.0,1.0,0.0,0.0,3.4373238233574197,0.0,55,0,0
ZWE,African-Islamic,46,0,0,9.364196259528399,0.38962382450699806,0.0,1.0,0.037903621792793274,0.0,3.3919926582055826,2.944013852297827,55,24,0
