country,zone,betti_0,betti_1,betti_2,total_pers_H0,total_pers_H1,total_pers_H2,max_pers_H0,max_pers_H1,max_pers_H2,entropy_H0,entropy_H1,n_features_H0,n_features_H1,n_features_H2
AND,Catholic Europe,53,0,0,12.338619861751795,0.14338268339633942,0.06480573117733002,1.0,0.030571728944778442,0.019835054874420166,3.5511668502278733,2.361370097410385,55,14,5
ARG,Latin America,51,0,0,12.659145679324865,0.35963062196969986,0.006227076053619385,1.0,0.04610461741685867,0.0034154951572418213,3.305977088670097,2.932358856629172,55,26,3
ARM,Orthodox/ex-Communist,44,0,0,11.59827659651637,0.09751569852232933,0.0059861429035663605,1.0,0.022761918604373932,0.0059861429035663605,3.277737848175842,1.7724816719257332,55,8,1
AUS,English-speaking,51,0,0,12.559620074927807,0.059305474162101746,0.007960647344589233,1.0,0.025689050555229187,0.007960647344589233,3.4905452445106446,1.4185028111849864,55,5,1
BGD,South/Southeast Asian,52,0,0,13.620445761829615,0.2522942051291466,0.0,1.0,0.04096709191799164,0.0,3.551795628171475,2.3188941165067556,55,14,0
BOL,Latin America,43,0,0,8.20355548337102,0.11431024596095085,0.0,1.0,0.02515314519405365,0.0,3.534376295068501,1.9984211679281743,55,9,0
BRA,Latin America,48,0,0,12.724313583225012,0.051999159157276154,0.0,1.0,0.01757185161113739,0.0,3.3971322725101283,2.0196474780704228,55,11,0
CAN,English-speaking,48,1,0,9.779954187572002,0.17218375951051712,0.02191276103258133,1.0,0.06160241365432739,0.010104738175868988,3.5634402288754594,1.7454247666747558,55,8,3
CHL,Latin America,39,0,0,7.668296726420522,0.09084010496735573,0.007911063730716705,1.0,0.02762611210346222,0.004352092742919922,3.330103185290761,1.9468925066110954,55,9,3
CHN,Confucian,45,0,0,15.81259774044156,0.06710278056561947,0.0,1.0,0.022763311862945557,0.0,3.3170230537368512,1.4506016387049732,55,6,0
COL,Latin America,46,0,0,7.953384250402451,0.00241793692111969,0.0,1.0,0.00241793692111969,0.0,3.5156844381024643,-1.000088900581841e-12,55,1,0
CYP,Catholic Europe,42,0,0,8.116145052015781,0.002989158034324646,0.0,1.0,0.002989158034324646,0.0,3.3903831118735392,-1.000088900581841e-12,55,1,0
CZE,Orthodox/ex-Communist,53,0,0,13.500627968460321,0.15335814654827118,0.013479858636856079,1.0,0.027808651328086853,0.011529073119163513,3.5675016245466624,2.305529788169233,55,14,2
DEU,Protestant Europe,37,0,0,9.248287266120315,0.02817196398973465,0.0,1.0,0.010309576988220215,0.0,3.218153095843255,1.4684561321067495,55,5,0
ECU,Latin America,45,0,0,7.603726573288441,0.02022256702184677,0.005020275712013245,1.0,0.008911602199077606,0.0025101378560066223,3.5456359912818485,1.059450295598774,55,3,2
